string2 0,empty 1,string2 2,string2 3,string2 4,float 5,empty 6,empty 7,float 8,float 9,float 10,float 11,float 12,float 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,float 24,float 25,float 26,string2 27,string2 28,string2 29,string2 30,string2 31,string2 32,float 33,float 34,float 35,float 36,int 37,float 38,float 39,int 40,float 41,float 42,float 43,float 44,float 45,float 46,float 47,empty 48,empty 49,empty 50,float 51,string2 52,float 53,float 54,float 55,float 56,float 57,float 58,float 59,float 60,float 61,float 62,float 63,int 64,int 65,int 66,byte 67,byte 68,byte 69,byte 70,int 71,empty 72,int 73,int 74,byte 75,byte 76,byte 77,byte 78,string2 79,int 80,int 81
"chr669","","","","",1,"","",0.3,1.8,0.8,2.4,0.8,2.4,0.3,1.8,0.8,2.4,0.68,2.04,0.8,2.4,0.96,2.4,1.5,3,5,"fe02","","","","","",7.3,2.336,-1,0.44,1,1.9,0,180,2,1.7,3.4,0,0.5,0.5,0.68,"","","",0.304,"CP01",0,0.2,0,0.8,2.2,0.9,0.9,1,1,1,1,14,18,310012,0,-1,-1,-1,0,"",0,1,1,0,0,2,"CP01",0,0
"chr670","","","","",1,"","",0.3,1.8,0.837,2.604,0.837,2.604,0.3,1.8,0.837,2.604,0.73656,2.29152,0.837,2.604,1.0044,2.604,1.5,3,5,"fe02","","","","","",7.3,2.336,-1,0.44,1,1.9,0,180,1.4,1.7,2.7,0,0.5,0.5,0.63,"","","",0.3534,"CP01",0,0.2,0,0.93,2.2,0.9,0.9,1,1,1,1,22,18,310003,16,-1,-1,-1,0,"",0,1,0,0,1,2,"CP01",0,0
"chr173","","","","",1,"","",0.3,1.8,3.17512,8.79264,1.846,3,0.3,1.8,1.846,3,0.97838,2.70936,2,10,2.2152,3,1.5,3,5,"fe02","","","","","",5.5,3.824,-1,0.32,1,2.5,1.5,195,1.2,1.3,4.2,0,0.5,0.5,1.4,"","","",0.7,"CP01",0,0.2,0,1.4,1.8,0.65,0.65,1,1,1.72,1,20,18,310012,0,-1,-1,-1,2,"",0,1,0,1,0,2,"CP01",1,0
"chr676","","","","",1,"","",0.3,1.8,0.7,2.4,0.7,2.4,0.3,1.8,0.7,2.4,0.644,2.208,0.7,2.4,0.84,2.4,1.5,3,5,"fe02","","","","","",7.3,1.904,-1,0.48,1,1.9,0,180,0.8,1,2.3,0,0.5,0.5,0.52,"","","",0.38,"CP01",0,0.2,0,1,1.9,0.95,0.95,1,1,1,1,16,18,310012,0,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr211","","","","",1,"","",0.3,1.8,0.45,1.35,0.45,1.35,0.3,1.8,0.45,1.35,0.27,0.81,0.45,1.35,0.54,1.35,1.5,3,5,"fe02","","","","","",7.3,3.296,-1,0.36,1,3.5,0.6,180,6,6.5,8,0,0.5,0.5,0.9,"","","",0.315,"CP01",0,0.2,0,0.45,1.8,0.65,0.65,1,1,1,1,18,18,310013,0,-1,-1,-1,2,"",0,1,1,0,2,0,"CP01",0,0
"chr213","","","","",1,"","",0.8,1.8,1.3,3.9,1.3,3,0.8,1.8,1.3,3,0.728,2.184,1.3,3.9,1.56,3,1.5,3,5,"fe02","","","","","",5.7,3.296,-1,0.36,1,4,1.4,195,2,2.6,3.5,0,0.5,0.5,1.14,"","","",1.04,"CP01",0,0.2,0,1.3,1.8,0.65,0.65,1,1,1,1,30,18,310006,0,-1,-1,-1,2,"",0,1,0,2,1,0,"CP01",0,0
"chr679","","","","",1,"","",0.3,1.8,1.15,3.45,1.15,3,0.3,1.8,1.15,3,0.7935,2.3805,1.15,3.45,1.38,3,1.5,3,5,"fe02","","","","","",5.2,2.8,-1,0.4,1,3.1,0.8,180,2.2,1.5,3.4,0,0.5,0.5,0.98,"","","",0.713,"CP01",0,0.2,0,1.15,2,0.65,0.65,1,1,1,1,16,18,310010,7,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr680","","","","",1,"","",0.3,1.8,0.714,2.448,0.714,2.448,0.3,1.8,0.714,2.448,0.61404,2.10528,0.714,2.448,0.8568,2.448,1.5,3,5,"fe02","","","","","",7.3,1.904,-1,0.48,1,1.9,0,180,0.8,1,2.4,0,0.5,0.5,0.56,"","","",0.3876,"CP01",0,0.2,0,1.02,1.8,0.9,0.9,1,1,1,1,13,18,310006,0,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr681","","","","",1,"","",0.3,1.8,1.65,3.41,1.65,3,0.3,1.8,1.65,3,1.419,2.9326,1.65,3.41,1.98,3,1.5,3,5,"fe02","","","","","",7.2,1.904,-1,0.48,1,2.5,0,180,0.8,1.8,1.7,0,0.5,0.5,0.47,"","","",0.55,"CP01",0,0.2,0,1.1,2.2,0.9,0.9,1,1,1,1,23,18,310006,0,-1,-1,-1,2,"",0,1,0,0,1,2,"CP01",0,0
"chr682","","","","",1,"","",0.3,1.8,0.51,1.87,0.51,1.87,0.3,1.8,0.51,1.87,0.51,1.87,0.51,1.87,0.612,1.87,1.5,3,5,"fe02","","","","","",7,1.136,-1,0.56,1,1.5,0,180,0.7,0.9,1.1,0,0.5,0.5,0.24,"","","",0.255,"CP01",0,0.2,0,0.85,1.8,1,1,1,1,1,1,19,18,310008,10,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",0,0
"chr683","","","","",1,"","",0.3,1.8,1,3,1,3,0.3,1.8,1,3,0.83,2.49,1,3,1.2,3,1.5,3,5,"fe02","","","","","",5.7,2.336,-1,0.44,1,1.9,0,180,0.8,1,2.9,0,0.5,0.5,0.7,"","","",0.38,"CP01",0,0.2,0,1,2.2,0.8,0.8,1,1,1,1,13,18,310012,0,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr687","","","","",1,"","",0.3,1.8,0.63,2.16,0.63,2.16,0.3,1.8,0.63,2.16,0.63,2.16,0.63,2.16,0.756,2.16,1.5,3,5,"fe02","","","","","",8.1,1.136,-1,0.56,1,1.5,0,180,0.6,1,1.1,0,0.5,0.5,0.25,"","","",0.27,"CP01",0,0.2,0,0.9,1.8,1,1,1,1,1,1,12,18,310001,3,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr688","","","","",1,"","",0.3,1.8,0.805,2.76,0.805,2.76,0.8,1.8,0.805,2.76,0.6279,2.1528,0.805,2.76,0.966,2.76,1.5,3,5,"fe02","","","","","",7.3,1.904,-1,0.48,1,1.9,0,180,0.8,1,2.2,0,0.5,0.5,0.56,"","","",0.437,"CP01",0,0.2,0,1.15,1.6,0.8,0.8,1,1,1,1,39,18,310010,30,-1,-1,-1,2,"",0,1,1,0,2,0,"CP01",0,0
"chr697","","","","",1,"","",0.3,1.8,0.595,2.04,0.595,2.04,0.3,1.8,0.595,2.04,0.595,2.04,0.595,2.04,0.714,2.04,1.5,3,5,"fe02","","","","","",8.1,1.136,-1,0.56,1,1.2,0,180,0.8,1,1.4,0,0.5,0.5,0.3,"","","",0.25,"CP01",0,0.2,0,0.85,1.6,1,1,1,1,1,1,15,18,310004,14,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr698","","","","",1,"","",0.3,1.8,1.6,3.3,1.6,3,0.3,1.8,1.6,3,1.6,3,1.6,3.3,1.92,3,1.6,3,5,"fe02","","","","","",7.2,1.136,-1,0.56,1,2.2,0,190,0.9,2.1,1.5,0,0.5,0.5,0.38,"","","",0.44,"CP01",0,0.2,0,1,1.6,1,1,1,1,1,1,26,18,310003,20,-1,-1,-1,2,"",0,1,0,2,1,0,"CP01",0,0
"chr699","","","","",1,"","",0.3,1.8,1.1,3.3,1.1,3,0.3,1.8,1.1,3,0.88,2.64,1.1,3.3,1.32,3,1.5,3,5,"fe02","","","","","",5.7,2.336,-1,0.44,1,3,0,180,1.8,2.1,2.9,0,0.5,0.5,0.8,"","","",0.66,"CP01",0,0.2,0,1.1,1.8,0.7,0.7,1,1,1,1,17,18,310003,11,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr364","","","","",1,"","",0.3,1.8,2.16,5.4,1.8,3,0.8,1.8,2.16,3,1.188,2.97,2.16,5.4,2.592,3,1.5,3,5,"fe02","","","","","",7.3,3.296,-1,0.36,1,2.5,1.2,190,2,3,4,0,0.5,0.5,1.08,"","","",0.54,"CP01",0,0.2,0,1.08,1.8,0.65,0.65,1,1,1,1,15,18,310003,17,-1,-1,-1,2,"",0,1,0,0,1,2,"CP01",0,0
"chr701","","","","",1,"","",0.3,1.8,0.603,1.876,0.603,1.876,0.3,1.8,0.603,1.876,0.603,1.876,0.603,1.876,0.7236,1.876,1.5,3,5,"fe02","","","","","",7.8,0.8,-1,0.6,1,1.2,0,180,0.8,1,0.9,0,0.5,0.5,0.16,"","","",0.25,"CP01",0,0.2,0,0.67,2,1,1,1,1,1,1,20,18,310010,5,-1,-1,-1,0,"",0,1,0,1,2,0,"CP01",0,0
"chr702","","","","",1,"","",0.3,1.8,0.81,2.52,0.81,2.52,0.3,1.8,0.81,2.52,0.7128,2.2176,0.81,2.52,0.972,2.52,1.5,3,5,"fe02","","","","","",7.8,1.904,-1,0.48,1,1.5,0,180,0.9,1.1,2.5,0,0.5,0.5,0.5,"","","",0.27,"CP01",0,0.2,0,0.9,1.8,0.95,0.95,1,1,1,1,19,18,310011,10,-1,-1,-1,2,"",0,1,1,0,2,0,"CP01",0,0
"chr703","","","","",1,"","",0.3,1.8,1.6562,5.6784,1.274,3,0.3,1.8,1.274,3,0.77714,2.66448,1.6562,5.6784,1.5288,3,1.5,3,5,"fe02","","","","","",7.3,2.8,-1,0.4,1,2.5,1,190,0.7,0.7,2.2,0,0.5,0.5,0.92,"","","",0.91,"CP01",0,0.2,0,1.82,1.6,0.65,0.65,1,1,1.3,1,32,18,310006,2,16,-1,-1,2,"",0,1,0,2,1,0,"CP01",0,0
"chr383","","","","",1,"","",0.3,1.8,2.52,6.72,2.52,3,0.8,1.8,2.52,3,1.26,3,2.52,6.72,3.024,3,1.5,3,5,"fe02","","","","","",5.2,4.384,-1,0.28,1,2.8,1.5,195,1.2,1.8,2.8,0,0.5,0.5,1.18,"","","",0.9408,"CP01",0,0.2,0,1.68,1.8,0.65,0.65,1,1,1,1,22,18,310014,0,-1,-1,-1,2,"",0,1,0,0,1,2,"CP01",0,0
"chr705","","","","",1,"","",0.3,1.8,0.4,1.6,0.4,1.6,0.3,1.8,0.4,1.6,0.4,1.6,0.4,1.6,0.48,1.6,1.5,3,5,"fe02","","","","","",8.1,1.136,-1,0.56,1,1.2,0,180,0.7,0.9,1.2,0,0.5,0.5,0.24,"","","",0.25,"CP01",0,0.2,0,0.8,1.8,1,1,1,1,1,1,16,18,310008,7,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",0,0
"chr706","","","","",1,"","",0.3,1.8,0.475,1.9,0.475,1.9,0.3,1.8,0.475,1.9,0.475,1.9,0.475,1.9,0.57,1.9,1.5,3,5,"fe02","","","","","",8.1,1.136,-1,0.56,1,1.2,0,180,0.6,0.8,1,0,0.5,0.5,0.24,"","","",0.25,"CP01",0,0.2,0,0.95,1.8,1,1,1,1,1,1,25,18,310012,1,8,14,-1,0,"",0,1,1,0,2,0,"CP01",1,0
"chr707","","","","",1,"","",0.3,1.8,0.45,1.8,0.45,1.8,0.3,1.8,0.45,1.8,0.45,1.8,0.45,1.8,0.54,1.8,1.5,3,5,"fe02","","","","","",8.1,0.8,-1,0.6,1,1.5,0,180,0.6,1,0.9,0,0.5,0.5,0.21,"","","",0.27,"CP01",0,0.2,0,0.9,2,1,1,1,1,1,1,30,18,310010,10,26,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr708","","","","",1,"","",0.3,1.8,0.45,1.8,0.45,1.8,0.3,1.8,0.45,1.8,0.45,1.8,0.45,1.8,0.54,1.8,1.5,3,5,"fe02","","","","","",8.1,1.136,-1,0.56,1,1.5,0,180,0.5,0.7,1.1,0,0.5,0.5,0.25,"","","",0.27,"CP01",0,0.2,0,0.9,1.8,1,1,1,1,1,1,21,18,310008,4,8,12,-1,0,"",0,1,0,0,1,2,"CP01",0,0
"chr709","","","","",1,"","",0.3,1.8,0.45,1.8,0.45,1.8,0.3,1.8,0.45,1.8,0.45,1.8,0.45,1.8,0.54,1.8,1.5,3,5,"fe02","","","","","",8.1,0.8,-1,0.6,1,1.2,0,180,0.6,0.8,1,0,0.5,0.5,0.23,"","","",0.25,"CP01",0,0.2,0,0.9,1.8,1,1,1,1,1,1,19,18,310018,0,-1,-1,-1,0,"",0,1,1,0,2,1,"CP01",0,0
"chr710","","","","",1,"","",0.3,1.8,1.68,3.465,1.68,3,0.3,1.8,1.68,3,1.2768,2.6334,1.68,3.465,2.016,3,1.5,3,5,"fe02","","","","","",7.2,1.504,-1,0.52,1,2.5,0,180,1.2,1.7,2.1,0,0.5,0.5,0.56,"","","",0.525,"CP01",0,0.2,0,1.05,1.6,0.9,0.9,1,1,1,1,19,18,310010,10,-1,-1,-1,0,"",0,1,0,1,2,0,"CP01",0,0
"chr711","","","","",1,"","",0.3,1.8,1.98,4.07,1.98,3,0.3,1.8,1.98,3,1.3464,2.7676,1.98,4.07,2.376,3,1.5,3,5,"fe02","","","","","",7.2,1.904,-1,0.48,1,3.7,0,210,1.3,2.8,2.2,0,0.5,0.5,0.61,"","","",0.814,"CP01",0,0.2,0,1.1,1.8,0.9,0.9,1,1,1,1,24,18,310010,15,-1,-1,-1,2,"",0,1,0,2,1,0,"CP01",0,0
"chr716","","","","",1,"","",0.3,1.8,1.08,2.28,1.08,2.28,0.3,1.8,1.08,2.28,0.8532,1.8012,1.08,2.28,1.296,2.28,1.5,3,5,"fe02","","","","","",7.3,1.504,-1,0.52,1,1.8,0,180,0.8,1,1.9,0,0.5,0.5,0.57,"","","",0.432,"CP01",0,0.2,0,1.2,1.4,0.9,0.9,1,1,1,1,18,18,310012,0,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",0,0
"chr718","","","","",1,"","",0.3,1.8,0.99,2.88,0.99,2.88,0.3,1.8,0.99,2.88,0.7623,2.2176,0.99,2.88,1.188,2.88,1.5,3,5,"fe02","","","","","",7.3,1.904,-1,0.48,1,2.2,0,180,1.2,3.1,3.1,0,0.5,0.5,0.6,"","","",0.396,"CP01",0,0.2,0,0.9,1.6,0.9,0.9,1,1,1,1,24,18,310003,18,-1,-1,-1,2,"",0,1,0,2,1,0,"CP01",0,0
"chr719","","","","",1,"","",0.3,1.8,1.33,2.755,1.33,2.755,0.3,1.8,1.33,2.755,1.1837,2.45195,1.33,2.755,1.596,2.755,1.5,3,5,"fe02","","","","","",7.3,2.8,-1,0.4,1,2,0,180,1.2,1.5,2.4,0,0.5,0.5,0.57,"","","",0.38,"CP01",0,0.2,0,0.95,2.8,0.9,0.9,1,1,1,1,17,18,310003,11,-1,-1,-1,2,"",0,1,0,2,0,1,"CP01",0,0
"chr720","","","","",1,"","",0.3,1.8,0.63,2.16,0.63,2.16,0.3,1.8,0.63,2.16,0.5607,1.9224,0.63,2.16,0.756,2.16,1.5,3,5,"fe02","","","","","",7.3,1.504,-1,0.52,1,1.4,0,180,0.8,1,2.4,0,0.5,0.5,0.49,"","","",0.252,"CP01",0,0.2,0,0.9,1.6,0.9,0.9,1,1,1,1,15,18,310009,6,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",0,0
"chr721","","","","",1,"","",0.3,1.8,3.12,6.36,3.12,3,0.3,1.8,3.12,3,1.56,3,3.12,6.36,3.744,3,1.56,3,5,"fe02","","","","","",7.3,2.8,-1,0.4,1,3.2,1.5,185,2.5,1.7,3.9,0,0.5,0.5,1.17,"","","",0.768,"CP01",0,0.2,0,1.2,1.6,0.65,0.65,1,1,1,1,19,18,310016,0,-1,-1,-1,1,"",0,1,1,0,2,0,"CP01",0,0
"chr722","","","","",1,"","",0.3,1.8,1.2,3.6,1.2,3,0.3,1.8,1.2,3,0.852,2.556,1.2,3.6,1.44,3,1.5,3,5,"fe02","","","","","",5.7,2.8,-1,0.4,1,2.2,0.2,180,1,1.2,2.8,0,0.5,0.5,0.74,"","","",0.528,"CP01",0,0.2,0,1.2,2,0.75,0.75,1,1,1,1,17,18,310010,8,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr723","","","","",1,"","",0.3,1.8,1.25,4.375,1.25,3,0.8,1.8,1.25,3,0.6375,2.23125,1.5,5,1.5,3,1.5,3,5,"fe02","","","","","",7.3,2.8,-1,0.4,1,2.5,1.5,185,1.2,1.2,4,0,0.5,0.5,1.17,"","","",0.625,"CP01",0,0.2,0,1.25,1.4,0.65,0.65,1,1,1,1,34,18,310013,0,-1,-1,-1,2,"",0,1,0,2,1,1,"CP01",0,0
"chr385","","","","",1,"","",0.3,1.8,3.2,6.72,3.2,3,0.8,1.8,3.2,3,1.44,3,3.2,6.72,3.84,3,1.5,3,5,"fe02","","","","","",5.7,4.384,-1,0.28,1,3,1.5,210,0.8,1.1,1.7,0,0.5,0.5,1.36,"","","",1.92,"CP01",0,0.2,0,3.2,1.8,0.65,0.65,1,1,1,1,21,18,310016,0,-1,-1,-1,2,"",0,1,0,0,1,2,"CP01",0,0
"chr407","","","","",1,"","",0.3,1.8,3.828,7.788,3.828,3,0.3,1.8,3.828,3,1.83744,3,3.828,7.788,4.5936,3,1.83744,3,5,"fe02","","","","","",7.3,3.824,-1,0.32,1,4.4,1.5,200,2.1,4.1,3.8,0,0.5,0.5,1.26,"","","",1.1616,"CP01",0,0.2,0,1.32,1.8,0.6,0.6,1,0.3,1,1,12,18,310018,0,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",0,0
"chr726","","","","",1,"","",0.3,1.8,0.63,2.16,0.63,2.16,0.3,1.8,0.63,2.16,0.5544,1.9008,0.63,2.16,0.756,2.16,1.5,3,5,"fe02","","","","","",7.3,1.504,-1,0.52,1,1.4,0,180,0.8,1,2.5,0,0.5,0.5,0.52,"","","",0.252,"CP01",0,0.2,0,0.9,1.6,0.95,0.95,1,1,1,1,24,18,310008,15,-1,-1,-1,0,"",0,1,1,0,0,2,"CP01",0,0
"chr727","","","","",1,"","",0.3,1.8,2.08,4.29,2.08,3,0.3,1.8,2.08,3,1.1856,2.4453,2.08,4.29,2.496,3,1.5,3,5,"fe02","","","","","",7.3,2.8,-1,0.4,1,2.5,1.4,185,1.1,1.6,3.5,0,0.5,0.5,1.05,"","","",0.65,"CP01",0,0.2,0,1.3,1.6,0.65,0.65,1,1,1,1,16,18,310017,2,-1,-1,-1,1,"",0,1,0,0,1,2,"CP01",0,0
"chr728","","","","",1,"","",0.3,1.8,0.456,1.292,0.456,1.292,0.3,1.8,0.456,1.292,0.456,1.292,0.456,1.292,0.5472,1.292,1.5,3,5,"fe02","","","","","",8.1,1.136,-1,0.56,0,1.2,0,180,1.3,1.6,2.2,0.5,0.5,0.5,0.21,"","","",0.25,"CP01",0,0.2,0,0.38,2,1,1,1,1,1,1,17,18,310009,8,-1,-1,-1,0,"",0,1,0,2,1,1,"CP01",0,0
"chr729","","","","",1,"","",0.3,1.8,1.12,3.04,1.12,3,0.3,1.8,1.12,3,1.12,3,1.12,3.04,1.344,3,1.5,3,5,"fe02","","","","","",5.3,1.136,-1,0.56,1,1.3,0,180,1,1.2,1.4,0,0.5,0.5,0.28,"","","",0.25,"CP01",0,0.2,0,0.8,1.8,1,1,1,1,1,1,20,18,310008,6,14,-1,-1,0,"",0,1,0,2,2,1,"CP01",0,0
"chr730","","","","",1,"","",0.3,1.8,1.316,3.572,1.316,3,0.3,1.8,1.316,3,1.1844,3,1.316,3.572,1.5792,3,1.5,3,5,"fe02","","","","","",5.7,1.904,-1,0.48,1,1.5,0,180,0.7,0.9,2.7,0,0.5,0.5,0.63,"","","",0.282,"CP01",0,0.2,0,0.94,1.8,0.9,0.9,1,1,1,1,12,18,310011,3,-1,-1,-1,0,"",0,1,1,0,2,1,"CP01",0,0
"chr731","","","","",1,"","",0.3,1.8,1.12,3.04,1.12,3,0.8,1.8,1.12,3,0.84,2.28,1.12,3.04,1.344,3,1.5,3,5,"fe02","","","","","",5.2,2.336,-1,0.44,1,1.8,0,180,1.1,2.2,3.3,0,0.5,0.5,0.6,"","","",0.288,"CP01",0,0.2,0,0.8,2,0.9,0.9,1,1,1,1,24,18,310010,15,-1,-1,-1,2,"",0,1,0,1,2,0,"CP01",0,0
"chr417","","","","",1,"","",0.3,1.8,1.914,5.568,1.595,3,0.8,1.8,1.595,3,0.87725,2.552,1.914,5.568,1.914,3,1.5,3,5,"fe02","","","","","",5.5,3.296,-1,0.36,1,2.7,1.5,185,1.2,1.2,3.8,0,0.5,0.5,1.14,"","","",0.702,"CP01",0,0.2,0,1.3,1.8,0.65,0.65,1,1,1.26,1,21,18,310003,15,-1,-1,-1,2,"",0,1,0,2,1,0,"CP01",0,0
"chr492","","","","",1,"","",0.3,1.8,4.5,6.4,2.25,3,0.8,1.8,2.25,3,1.2375,2.5245,4.5,6.4,2.7,3,1.5,3,5,"fe02","","","","","",7.3,3.296,-1,0.36,1,3.8,1.2,190,2.3,3.6,4.8,0,0.5,0.5,1.08,"","","",0.684,"CP01",0,0.2,0,0.9,1.8,0.65,0.65,1,1,1.4,1,12,18,310010,8,-1,-1,-1,2,"",0,1,0,1,2,0,"CP01",1,0
"chr700","","","","",1,"","",0.3,1.8,1.4,4.2,1.4,3,0.3,1.8,1.4,3,0.756,2.268,1.4,4.2,1.68,3,1.5,3,5,"fe02","","","","","",5.2,3.296,-1,0.36,1,2.5,1.5,200,1.3,1.5,4.4,0,0.5,0.5,1.45,"","","",0.7,"CP01",0,0.2,0,1.4,1.8,0.65,0.65,1,1,1,1,16,18,310003,10,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr738","","","","",1,"","",0.3,1.8,2.1125,5.85,1.69,3,0.3,1.8,1.69,3,0.9633,2.6676,2.1125,5.85,2.028,3,1.5,3,5,"fe02","","","","","",5.5,3.296,-1,0.36,1,3,1.5,185,2.1,1.2,3.8,0,0.5,0.5,1.14,"","","",0.78,"CP01",0,0.2,0,1.3,1.8,0.65,0.65,1,0.7,1.25,1,11,18,310010,3,-1,-1,-1,2,"",0,1,0,2,1,0,"CP01",0,0
"chr737","","","","",1,"","",0.3,1.8,0.88,2.86,0.88,2.86,0.3,1.8,0.88,2.86,0.7568,2.4596,0.88,2.86,1.056,2.86,1.5,3,5,"fe02","","","","","",7.3,1.504,-1,0.52,1,1.7,0,180,0.7,0.9,2,0,0.5,0.5,0.49,"","","",0.374,"CP01",0,0.2,0,1.1,1.6,0.95,0.95,1,1,1,1,14,18,310012,0,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",0,0
"chr739","","","","",1,"","",0.3,1.8,2.0618,5.7096,1.586,3,0.3,1.8,1.586,3,0.90402,2.50344,2.0618,5.7096,1.9032,3,1.5,3,5,"fe02","","","","","",5.5,3.296,-1,0.36,1,2.5,1.5,185,1.1,1.6,4,0,0.5,0.5,1.18,"","","",0.61,"CP01",0,0.2,0,1.22,1.8,0.65,0.65,1,1,1.3,1,22,18,310009,13,-1,-1,-1,2,"",0,1,0,2,1,0,"CP01",0,0
"chr749","","","","",1,"","",0.3,1.8,2.387,6.479,1.54,3,0.3,1.8,1.54,3,0.8778,2.3826,2.387,6.479,1.848,3,1.5,3,5,"fe02","","","","","",7.3,3.296,-1,0.36,1,2.5,1.4,180,1.4,2.5,4,0,0.5,0.5,0.98,"","","",0.55,"CP01",0,0.2,0,1.1,1.8,0.65,0.65,1,1,1.55,1,24,18,310003,18,-1,-1,-1,0,"",0,1,0,2,1,0,"CP01",0,0
"chr740","","","","",1,"","",0.3,1.8,0.87,2.61,0.87,2.61,0.3,1.8,0.87,2.61,0.7656,2.2968,0.87,2.61,1.044,2.61,1.5,3,5,"fe02","","","","","",7.3,1.904,-1,0.48,1,2,0,180,0.9,1.1,2.5,0,0.5,0.5,0.48,"","","",0.348,"CP01",0,0.2,0,0.87,1.9,0.9,0.9,1,0.7,1.3,1,19,18,310006,0,-1,-1,-1,0,"",0,1,1,0,2,0,"CP01",0,0
"chr309","","","","",1,"","",0.3,1.8,3.2,8,3.2,3,0.3,1.8,3.2,3,1.6,3,3.2,8,3.84,3,1.6,3,5,"fe02","","","","","",5.7,3.296,-1,0.36,1,4.5,1.5,185,2.2,1.1,3.5,0,0.5,0.5,1.13,"","","",1.26,"CP01",0,0.2,0,1.4,1.76,0.65,0.65,1,1,1,1,21,18,310010,12,-1,-1,-1,1,"",0,1,1,0,2,0,"CP01",0,0
"chr742","","","","",1,"","",0.3,1.8,1.08,3.36,1.08,3,0.3,1.8,1.08,3,0.8964,2.7888,1.08,3.36,1.296,3,1.5,3,5,"fe02","","","","","",7.3,1.904,-1,0.48,1,1.4,0,180,0.8,1,2.1,0,0.5,0.5,0.55,"","","",0.336,"CP01",0,0.2,0,1.2,1.6,0.9,0.9,1,1,1,1,11,18,310008,2,-1,-1,-1,0,"",0,1,1,0,2,1,"CP01",1,0
"chr743","","","","",1,"","",0.3,1.8,2,5,2,3,0.3,1.8,2,3,1.4,3,2,5,2.4,3,1.5,3,5,"fe02","","","","","",7.3,2.336,-1,0.44,1,2.7,0.2,180,1.6,2.1,3.3,0,0.5,0.5,0.83,"","","",0.54,"CP01",0,0.2,0,1,1.8,0.85,0.85,1,1,1.3,1.3,21,18,310010,12,-1,-1,-1,2,"",0,1,0,2,1,0,"CP01",0,0
"chr346","","","","",1,"","",0.3,1.8,2.465,6.38,2.465,3,0.8,1.8,2.465,3,1.25715,3,3.5,-1,2.958,3,1.5,3,5,"fe02","","","","","",5.5,4.384,-1,0.28,1,3.6,1.5,190,1.7,1.5,3.5,0,0.5,0.5,1.27,"","","",1.044,"CP01",0,0.2,0,1.45,1.7,0.65,0.65,1,1,1,1,14,18,310014,0,-1,-1,-1,2,"",0,1,0,1,2,0,"CP01",0,0
"chr745","","","","",1,"","",0.3,1.8,1.8,4.5,1.8,3,0.3,1.8,1.8,3,1.278,3,1.8,4.5,2.16,3,1.5,3,5,"fe02","","","","","",7.3,2.8,-1,0.4,1,2.6,0,180,1.3,1.6,3.5,0,0.5,0.5,0.69,"","","",0.468,"CP01",0,0.2,0,0.9,2,0.85,0.85,1,1,1,1,14,18,310005,0,6,-1,-1,0,"",0,1,0,0,1,2,"CP01",0,0
"chr747","","","","",1,"","",0.3,1.8,0.73,2.19,0.73,2.19,0.3,1.8,0.73,2.19,0.73,2.19,0.73,2.19,0.876,2.19,1.5,3,5,"e003","","","","","",8,1.504,-1,0.52,1,1.9,0,180,0.8,1,2.2,0,0.5,0.5,0.36,"","","",0.2774,"CP01",0,0.2,0,0.73,1.8,1.2,1,1,1,1,1,15,18,310003,9,-1,-1,-1,0,"",0,1,1,1,2,0,"CP01",1,0
"chr748","","","","",1,"","",0.3,1.8,1.925,4.62,1.925,3,0.3,1.8,1.925,3,1.1935,2.8644,1.925,4.62,2.31,3,1.5,3,5,"fe02","","","","","",5.2,2.8,-1,0.4,1,2.5,0.8,180,2.6,1.5,5,0,0.5,0.5,0.9,"","","",0.385,"CP01",0,0.2,0,0.77,1.8,0.65,0.65,1,1,1,1,29,18,310010,14,-1,-1,-1,0,"",0,1,1,1,2,0,"CP01",0,0
"chr401","","","","",1,"","",0.3,1.8,3.78,7.77,3.78,3,0.3,1.8,3.78,3,1.512,3,3.78,7.77,4.536,3,1.512,3,5,"fe02","","","","","",7.3,3.296,-1,0.36,1,3.5,1.5,200,1.4,1.6,2.4,0,0.5,0.5,1.26,"","","",1.47,"CP01",0,0.2,0,2.1,1.7,0.65,0.65,1,1,1,1,21,18,310010,10,-1,-1,-1,1,"",0,1,0,0,1,2,"CP01",0,0
