int 0,int 1,int 2,bool 3,empty 4,empty 5,int 6,int 7,int 8,int 9,empty 10,int 11,int 12,int 13,int 14,empty 15,int 16,int 17,int 18,int 19,empty 20,int 21,int 22,int 23,int 24,empty 25,int 26,int 27,int 28,int 29,empty 30,int 31,int 32,int 33,int 34,empty 35,int 36,int 37,int 38,int 39,empty 40,int 41,int 42,int 43,int 44,empty 45,int 46,int 47,int 48,int 49,empty 50,int 51,int 52,int 53,int 54,empty 55,int 56,int 57,int 58,int 59
134050,-1,0,0,"","",34,100,50,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
135010,-1,0,0,"","",35,100,10,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
135015,-1,0,0,"","",35,100,15,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
135020,-1,0,0,"","",35,100,20,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
136010,-1,0,0,"","",36,100,10,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
136011,-1,0,0,"","",36,50,10,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
136015,-1,0,0,"","",36,100,15,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
136020,-1,0,0,"","",36,100,20,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
136025,-1,0,0,"","",36,100,25,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
136030,-1,0,0,"","",36,100,30,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
137010,-1,0,0,"","",37,100,10,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
137015,-1,0,0,"","",37,100,15,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
137020,-1,0,0,"","",37,100,20,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
137030,-1,0,0,"","",37,100,30,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
137050,-1,0,0,"","",37,100,50,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
138010,-1,0,0,"","",38,100,10,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
138020,-1,0,0,"","",38,100,20,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
138050,-1,0,0,"","",38,100,50,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
138080,-1,0,0,"","",38,100,80,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
139020,-1,0,0,"","",39,100,20,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
140010,-1,0,0,"","",40,100,10,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
140020,-1,0,0,"","",40,100,20,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
141000,-1,0,0,"","",41,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
142000,-1,0,0,"","",42,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
143000,-1,0,0,"","",43,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
144000,-1,0,0,"","",44,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
145000,-1,0,0,"","",45,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
146000,-1,0,0,"","",46,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
147000,-1,0,0,"","",47,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
148000,-1,0,0,"","",48,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
149000,-1,0,0,"","",49,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
150000,-1,0,0,"","",50,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
151000,-1,0,0,"","",51,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
163000,-1,0,0,"","",63,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
164000,-1,0,0,"","",64,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
165000,-1,0,0,"","",65,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
166000,-1,0,0,"","",66,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
167000,-1,0,0,"","",67,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
168000,-1,0,0,"","",68,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
169000,-1,0,0,"","",69,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
170000,-1,0,0,"","",70,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
171000,-1,0,0,"","",71,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
172000,-1,0,0,"","",72,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
173000,-1,0,0,"","",73,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
185100,-1,0,0,"","",85,100,10011,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
186100,-1,0,0,"","",86,100,10011,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
187100,-1,0,0,"","",87,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
187200,-1,0,0,"","",87,100,0,3,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
187300,-1,0,0,"","",87,100,0,12,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
187400,-1,0,0,"","",87,100,0,2,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
188100,-1,0,0,"","",88,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
188200,-1,0,0,"","",88,100,0,2,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
188300,-1,0,0,"","",88,100,0,12,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
189100,-1,0,0,"","",89,100,116,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
190100,-1,0,0,"","",90,100,113,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
191100,-1,0,0,"","",91,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
192100,-1,0,0,"","",92,100,50,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
232100,-1,0,0,"","",132,100,50,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
194020,-1,0,0,"","",94,100,20,0,"",96,100,20,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
194030,-1,0,0,"","",94,100,30,0,"",96,100,30,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
194090,-1,0,0,"","",94,100,90,-1,"",96,100,90,-1,"",122,100,90,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
194100,-1,0,0,"","",94,100,100,1,"",96,100,100,1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
194101,-1,3,1,"","",94,50,100,4,"",96,50,100,4,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
194200,-1,0,1,"","",94,100,100,-1,"",96,100,100,-1,"",122,100,100,-1,"",89,100,0,-1,"",90,100,0,-1,"",123,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
201080,-1,0,0,"","",101,100,80,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
202080,-1,0,0,"","",102,100,80,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
203100,-1,0,0,"","",103,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
205000,-1,0,0,"","",105,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
205100,-1,0,0,"","",105,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
205200,-1,0,0,"","",120,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
206100,-1,0,0,"","",106,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
208002,-1,0,1,"","",108,100,2,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
208003,-1,0,1,"","",108,100,3,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
208004,-1,0,1,"","",108,100,4,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
209002,-1,0,1,"","",109,100,2,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
209003,-1,0,1,"","",109,100,3,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
214000,-1,0,0,"","",114,0,0,0,"",115,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
218000,-1,0,0,"","",118,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
218030,-1,0,0,"","",118,30,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
218050,-1,0,0,"","",118,50,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
218060,-1,0,0,"","",118,60,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
218080,-1,0,0,"","",118,80,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
218100,-1,0,0,"","",118,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
219030,-1,0,0,"","",119,30,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
219050,-1,0,0,"","",119,50,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
219100,-1,0,0,"","",119,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
300041,-1,0,0,"","",25,100,20,0,"",27,100,20,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
300054,-1,0,0,"","",25,100,5,0,"",26,100,5,0,"",27,100,5,0,"",28,100,5,0,"",29,100,5,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
300058,-1,0,0,"","",34,100,20,0,"",36,100,20,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
400001,200005,0,0,"","",25,100,50,2,"",26,100,50,2,"",27,100,50,2,"",28,100,50,2,"",29,100,50,2,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
400002,200002,0,0,"","",33,100,25,4,"",34,100,25,4,"",35,100,25,4,"",36,100,25,4,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
400003,-1,0,0,"","",89,100,116,0,"",90,100,113,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
400004,200009,0,0,"","",25,100,50,3,"",26,100,50,3,"",27,100,50,3,"",28,100,50,3,"",29,100,50,3,"",94,100,100,1,"",96,100,100,1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
507501,-1,0,1,"","",45,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
549201,-1,0,1,"","",325,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
549202,-1,0,1,"","",325,100,40,-1,"",332,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
549203,-1,0,1,"","",325,100,60,-1,"",332,100,20,-1,"",326,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
549204,-1,0,1,"","",325,100,60,-1,"",332,100,50,-1,"",326,100,20,-1,"",328,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
561301,-1,0,1,"","",87,100,0,-1,"",96,100,90,-1,"",25,100,60,-1,"",26,100,60,-1,"",27,100,60,-1,"",28,100,60,-1,"",31,100,30,-1,"",122,100,50,-1,"",32,100,20,-1,"",108,100,2,0,"",0,0,0,0
561302,-1,0,1,"","",29,100,50,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
561303,-1,0,1,"","",37,100,50,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
561304,-1,0,1,"","",33,100,10,-1,"",34,100,10,-1,"",35,100,10,-1,"",36,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
561305,-1,0,1,"","",33,100,15,-1,"",34,100,15,-1,"",35,100,15,-1,"",36,100,15,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
561306,-1,0,1,"","",33,100,25,-1,"",34,100,25,-1,"",35,100,25,-1,"",36,100,25,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580401,200003,0,1,"","",341,100,0,-1,"",342,100,0,-1,"",343,100,0,-1,"",344,100,0,-1,"",345,100,0,-1,"",346,100,0,-1,"",347,100,0,-1,"",348,100,0,-1,"",349,100,0,-1,"",350,100,0,-1,"",351,100,0,-1
580402,-1,0,1,"","",394,100,90,-1,"",396,100,90,-1,"",422,100,60,-1,"",129,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580403,-1,0,1,"","",394,100,90,-1,"",396,100,90,-1,"",422,100,60,-1,"",131,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580404,-1,0,1,"","",394,100,70,-1,"",396,100,70,-1,"",422,100,50,-1,"",131,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580405,-1,0,1,"","",394,100,50,-1,"",396,100,50,-1,"",422,100,40,-1,"",131,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580406,-1,0,1,"","",394,100,30,-1,"",396,100,30,-1,"",422,100,30,-1,"",131,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580407,-1,0,1,"","",394,100,10,-1,"",396,100,10,-1,"",422,100,20,-1,"",131,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580408,-1,0,1,"","",394,100,5,-1,"",396,100,5,-1,"",422,100,10,-1,"",131,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
