int 0,empty 1,int 2,empty 3,empty 4,empty 5,int 6,int 7,int 8,int 9,int 10,int 11,int 12,int 13,int 14,empty 15,empty 16,empty 17,int 18,int 19,int 20,int 21,int 22,int 23,int 24,int 25,int 26,empty 27,empty 28,empty 29,int 30,int 31,int 32,int 33,int 34,int 35,int 36,int 37,int 38,empty 39,empty 40,empty 41,int 42,int 43,int 44,int 45,int 46,int 47,int 48,int 49,int 50,empty 51,empty 52,empty 53,int 54,int 55,int 56,int 57,int 58,int 59,int 60,int 61,int 62,empty 63,empty 64,empty 65,int 66,int 67,int 68,int 69,int 70,int 71,int 72,int 73,int 74,string2 75,int 76,empty 77,int 78,empty 79,int 80,empty 81,bool 82,bool 83,bool 84,int 85
90602,"",60201,"","","",100,0,0,45,45,0,0,1,60201,"","","",100,0,0,45,45,0,0,1,60201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90605,"",60501,"","","",100,0,0,45,45,0,0,1,60501,"","","",100,0,0,45,45,0,0,1,60501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90606,"",60601,"","","",100,0,0,45,45,0,0,1,60601,"","","",100,0,0,45,45,0,0,1,60601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90607,"",60701,"","","",100,0,0,45,45,0,0,1,60701,"","","",100,0,0,45,45,0,0,1,60701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90609,"",60901,"","","",100,0,0,45,45,0,0,1,60901,"","","",100,0,0,45,45,0,0,1,60901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90610,"",61001,"","","",100,0,0,45,45,0,0,1,61001,"","","",100,0,0,45,45,0,0,1,61001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90611,"",61101,"","","",100,0,0,45,45,0,0,1,61101,"","","",100,0,0,45,45,0,0,1,61101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90615,"",61501,"","","",100,0,0,45,45,0,0,1,61501,"","","",100,0,0,45,45,0,0,1,61501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90621,"",62101,"","","",100,0,0,45,45,0,0,1,62101,"","","",100,0,0,45,45,0,0,1,62101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90622,"",62201,"","","",100,0,0,45,45,0,0,1,62201,"","","",100,0,0,45,45,0,0,1,62201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90623,"",62301,"","","",100,0,0,45,45,0,0,1,62301,"","","",100,0,0,45,45,0,0,1,62301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90626,"",62601,"","","",100,0,0,45,45,0,0,1,62601,"","","",100,0,0,45,45,0,0,1,62601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90627,"",62701,"","","",100,0,0,45,45,0,0,1,62701,"","","",100,0,0,45,45,0,0,1,62701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90629,"",62901,"","","",100,0,0,45,45,0,0,1,62901,"","","",100,0,0,45,45,0,0,1,62901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90630,"",63001,"","","",100,0,0,45,45,0,0,1,63001,"","","",100,0,0,45,45,0,0,1,63001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90631,"",63101,"","","",100,0,0,45,45,0,0,1,63101,"","","",100,0,0,45,45,0,0,1,63101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90632,"",63201,"","","",100,0,0,45,45,0,0,1,63201,"","","",100,0,0,45,45,0,0,1,63201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90669,"",66901,"","","",100,0,0,45,45,0,0,1,66901,"","","",100,0,0,45,45,0,0,1,66901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90670,"",67001,"","","",100,0,0,45,45,0,0,1,67001,"","","",100,0,0,45,45,0,0,1,67001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90675,"",67501,"","","",100,0,0,45,45,0,0,1,67501,"","","",100,0,0,45,45,0,0,1,67501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90676,"",67601,"","","",100,0,0,45,45,0,0,1,67601,"","","",100,0,0,45,45,0,0,1,67601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90677,"",67701,"","","",100,0,0,45,45,0,0,1,67701,"","","",100,0,0,45,45,0,0,1,67701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90678,"",67801,"","","",100,0,0,45,45,0,0,1,67801,"","","",100,0,0,45,45,0,0,1,67801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90679,"",67901,"","","",100,0,0,45,45,0,0,1,67901,"","","",100,0,0,45,45,0,0,1,67901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90680,"",68001,"","","",100,0,0,45,45,0,0,1,68001,"","","",100,0,0,45,45,0,0,1,68001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90681,"",68101,"","","",100,0,0,45,45,0,0,1,68101,"","","",100,0,0,45,45,0,0,1,68101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90682,"",68201,"","","",100,0,0,45,45,0,0,1,68201,"","","",100,0,0,45,45,0,0,1,68201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90683,"",68301,"","","",100,0,0,45,45,0,0,1,68301,"","","",100,0,0,45,45,0,0,1,68301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90687,"",68701,"","","",100,0,0,45,45,0,0,1,68701,"","","",100,0,0,45,45,0,0,1,68701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90688,"",68801,"","","",100,0,0,45,45,0,0,1,68801,"","","",100,0,0,45,45,0,0,1,68801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90697,"",69701,"","","",100,0,0,45,45,0,0,1,69701,"","","",100,0,0,45,45,0,0,1,69701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90698,"",69801,"","","",100,0,0,45,45,0,0,1,69801,"","","",100,0,0,45,45,0,0,1,69801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90699,"",69901,"","","",100,0,0,45,45,0,0,1,69901,"","","",100,0,0,45,45,0,0,1,69901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90700,"",70001,"","","",100,0,0,45,45,0,0,1,70001,"","","",100,0,0,45,45,0,0,1,70001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90701,"",70101,"","","",100,0,0,45,45,0,0,1,70101,"","","",100,0,0,45,45,0,0,1,70101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90702,"",70201,"","","",100,0,0,45,45,0,0,1,70201,"","","",100,0,0,45,45,0,0,1,70201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90703,"",70301,"","","",100,0,0,45,45,0,0,1,70301,"","","",100,0,0,45,45,0,0,1,70301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90704,"",70401,"","","",100,0,0,45,45,0,0,1,70401,"","","",100,0,0,45,45,0,0,1,70401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90705,"",70501,"","","",100,0,0,45,45,0,0,1,70501,"","","",100,0,0,45,45,0,0,1,70501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90706,"",70601,"","","",100,0,0,45,45,0,0,1,70601,"","","",100,0,0,45,45,0,0,1,70601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90707,"",70701,"","","",100,0,0,45,45,0,0,1,70701,"","","",100,0,0,45,45,0,0,1,70701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90708,"",70801,"","","",100,0,0,45,45,0,0,1,70801,"","","",100,0,0,45,45,0,0,1,70801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90709,"",70901,"","","",100,0,0,45,45,0,0,1,70901,"","","",100,0,0,45,45,0,0,1,70901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90710,"",71001,"","","",100,0,0,45,45,0,0,1,71001,"","","",100,0,0,45,45,0,0,1,71001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90711,"",71101,"","","",100,0,0,45,45,0,0,1,71101,"","","",100,0,0,45,45,0,0,1,71101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90712,"",71201,"","","",100,0,0,45,45,0,0,1,71201,"","","",100,0,0,45,45,0,0,1,71201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90713,"",71301,"","","",100,0,0,45,45,0,0,1,71301,"","","",100,0,0,45,45,0,0,1,71301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90714,"",71401,"","","",100,0,0,45,45,0,0,1,71401,"","","",100,0,0,45,45,0,0,1,71401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90715,"",71501,"","","",100,0,0,45,45,0,0,1,71501,"","","",100,0,0,45,45,0,0,1,71501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90716,"",71601,"","","",100,0,0,45,45,0,0,1,71601,"","","",100,0,0,45,45,0,0,1,71601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90718,"",71801,"","","",100,0,0,45,45,0,0,1,71801,"","","",100,0,0,45,45,0,0,1,71801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90719,"",71901,"","","",100,0,0,45,45,0,0,1,71901,"","","",100,0,0,45,45,0,0,1,71901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90720,"",72001,"","","",100,0,0,45,45,0,0,1,72001,"","","",100,0,0,45,45,0,0,1,72001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90721,"",72101,"","","",100,0,0,45,45,0,0,1,72101,"","","",100,0,0,45,45,0,0,1,72101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90722,"",72201,"","","",100,0,0,45,45,0,0,1,72201,"","","",100,0,0,45,45,0,0,1,72201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90723,"",72301,"","","",100,0,0,45,45,0,0,1,72301,"","","",100,0,0,45,45,0,0,1,72301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90724,"",72401,"","","",100,0,0,45,45,0,0,1,72401,"","","",100,0,0,45,45,0,0,1,72401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90725,"",72501,"","","",100,0,0,45,45,0,0,1,72501,"","","",100,0,0,45,45,0,0,1,72501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90726,"",72601,"","","",100,0,0,45,45,0,0,1,72601,"","","",100,0,0,45,45,0,0,1,72601,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90727,"",72701,"","","",100,0,0,45,45,0,0,1,72701,"","","",100,0,0,45,45,0,0,1,72701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90728,"",72801,"","","",100,0,0,45,45,0,0,1,72801,"","","",100,0,0,45,45,0,0,1,72801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90729,"",72901,"","","",100,0,0,45,45,0,0,1,72901,"","","",100,0,0,45,45,0,0,1,72901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90730,"",73001,"","","",100,0,0,45,45,0,0,1,73001,"","","",100,0,0,45,45,0,0,1,73001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90731,"",73101,"","","",100,0,0,45,45,0,0,1,73101,"","","",100,0,0,45,45,0,0,1,73101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90732,"",73201,"","","",100,0,0,45,45,0,0,1,73201,"","","",100,0,0,45,45,0,0,1,73201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90733,"",73301,"","","",100,0,0,45,45,0,0,1,73301,"","","",100,0,0,45,45,0,0,1,73301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90734,"",73401,"","","",100,0,0,45,45,0,0,1,73401,"","","",100,0,0,45,45,0,0,1,73401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90735,"",73501,"","","",100,0,0,45,45,0,0,1,73501,"","","",100,0,0,45,45,0,0,1,73501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90737,"",73701,"","","",100,0,0,45,45,0,0,1,73701,"","","",100,0,0,45,45,0,0,1,73701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90738,"",73801,"","","",100,0,0,45,45,0,0,1,73801,"","","",100,0,0,45,45,0,0,1,73801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90739,"",73901,"","","",100,0,0,45,45,0,0,1,73901,"","","",100,0,0,45,45,0,0,1,73901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90740,"",74001,"","","",100,0,0,45,45,0,0,1,74001,"","","",100,0,0,45,45,0,0,1,74001,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90741,"",74101,"","","",100,0,0,45,45,0,0,1,74101,"","","",100,0,0,45,45,0,0,1,74101,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90742,"",74201,"","","",100,0,0,45,45,0,0,1,74201,"","","",100,0,0,45,45,0,0,1,74201,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90743,"",74301,"","","",100,0,0,45,45,0,0,1,74301,"","","",100,0,0,45,45,0,0,1,74301,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90744,"",74401,"","","",100,0,0,45,45,0,0,1,74401,"","","",100,0,0,45,45,0,0,1,74401,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90745,"",74501,"","","",100,0,0,45,45,0,0,1,74501,"","","",100,0,0,45,45,0,0,1,74501,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90747,"",74701,"","","",100,0,0,45,45,0,0,1,74701,"","","",100,0,0,45,45,0,0,1,74701,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90748,"",74801,"","","",100,0,0,45,45,0,0,1,74801,"","","",100,0,0,45,45,0,0,1,74801,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
90749,"",74901,"","","",100,0,0,45,45,0,0,1,74901,"","","",100,0,0,45,45,0,0,1,74901,"","","",100,0,0,45,45,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"","","",100,2,0,0,0,0,0,1,-1,"",-1,"",1,"",803,"",0,0,0,6
