string3 0,string3 1,string3 2,string3 3,float 4,float 5,float 6,float 7,float 8,int 9,float 10,float 11,float 12,float 13,int 14
"chr074slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr074brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr074run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr075","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr075walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr075slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr075brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr075run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr076","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr076walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr076slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr076brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr076run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr077","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr077symbol01","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr077walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr077slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr077brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr077run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr078","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr078walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr078slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr078brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr078run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr079","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr079walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr079slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr079brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr079run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr080","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr080walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr080slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr080brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr080run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr081","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr081symbol01","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr081walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr081slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr081brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr081run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr082","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr082walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr082slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr082brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr082run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr083","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr083symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr083walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr083slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr083brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr083run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr084","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr084walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr084slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr084brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr084run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr085","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr085symbol01","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr085walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr085slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr085brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr085run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr086","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr086walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr086slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr086brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr086run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr087","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr087walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr087slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr087brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr087run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr088","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr088walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr088slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr088brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr088run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr090","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr090symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr090walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr090slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr090brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr090run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr091","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr091symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr091walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr091slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr091brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr091run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr092","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr092symbol01","bn01","br01","",5.985,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr092walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr092slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr092brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr092run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr093","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr093symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr093walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr093slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr093brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr093run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr094","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr094walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr094slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr094brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr094run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr095","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr095walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr095slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr095brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr095run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr096","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr096walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr096slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr096brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr096run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr097","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr097symbol01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr097mob01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr097walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr097slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr097brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr097run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr098","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr098walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr098slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr098brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr098run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr100","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr100walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr100slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr100brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr100run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr101","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr101walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr101slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr101brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr101run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr102","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr102mob01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr102walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr102slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr102brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr102run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr103","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr103symbol01","bn01","br01","",3.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr103walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr103slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr103brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr103run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr104","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr104walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr104slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr104brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr104run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr105","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr105walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr105slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr105brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr105run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr106","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr106walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr106slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr106brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr106run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr107","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr107symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr107walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr107slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr107brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr107run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr111","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr111symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr111walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr111slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr111brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr111run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr112","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr112symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr112walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr112slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr112brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr112run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr113","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr113symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr113bn01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr113bn02","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr113walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr113slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr113brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr113run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr114","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr114walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr114slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr114brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr114run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr115","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr115walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr115slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr115brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr115run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr116","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr116walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr116slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr116brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr116run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr117","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr117walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr117slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr117brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr117run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr118","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr118walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr118slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr118brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr118run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr119","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr126","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr126walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr126slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr126brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr126run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr127","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr127walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr127slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr127brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr127run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr128","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr128symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr128walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr128slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr128brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr128run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr129","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr129symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr129walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr129slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr129brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr129run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr130","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr130symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr130walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr130slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr130brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr130run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr132","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr132symbol01","bn01","f000","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr132mob01","bn01","f000","",1,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr132walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr132slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr132brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr132run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr132swim","f000","f000","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr133","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr133walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr133slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr133brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr133run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr133swim","f000","f000","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr134","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr134symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr134walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr134slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr134brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr134run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr135","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr135walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr135slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr135brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr135run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr136","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr136walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr136slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr136brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr136run","bn01","br01","",5,0,1,5,10,0,15,5,-1,-1,-1
"chr137","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr137walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr137slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr137brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr137run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr138","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr138walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr138slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr138brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr138run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr139","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr139walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr139slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr139brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr139run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr140","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr140symbol01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr140npc01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr140walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr140slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr140brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr140run","bn01","br01","",5,0,1,5,10,0,7,17,-1,-1,-1
"chr141","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr141walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr141slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr141brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr141run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr142","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
