int 0,empty 1,empty 2,empty 3,int 4,int 5,int 6,bool 7,bool 8,int 9,int 10,int 11,int 12,empty 13,int 14,empty 15,int 16,empty 17,int 18,empty 19,int 20,int 21,int 22,int 23,int 24,int 25,int 26,int 27,int 28,int 29,int 30,int 31,int 32,int 33,int 34,int 35,short 36,short 37,int 38,byte 39,byte 40,byte 41,byte 42,byte 43,byte 44,short 45,int 46,int 47,empty 48,short 49,short 50,empty 51,int 52,empty 53,int 54,empty 55,int 56,empty 57,int 58,empty 59,int 60,int 61,empty 62,int 63,int 64,empty 65,int 66,empty 67,int 68,empty 69,int 70,empty 71,string2 72
26871,"","","",26871,0,26871,1,1,30311,3,1,26871,"",0,"",12002,"",0,"",0,2,1,14,100,1,0,0,0,-1,-1,-1,-1,1,5,5,50,5,0,0,70,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
26881,"","","",26881,0,26881,1,1,30011,3,1,26881,"",0,"",12003,"",0,"",0,2,1,25,100,1,0,0,1,7,-1,-1,-1,1,4,4,240,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
26882,"","","",26882,0,26882,1,0,0,4,1,26882,"",0,"",0,"",0,"",0,6,0,0,100,0,0,5,0,-1,-1,-1,13,5,1,1,145,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
26883,"","","",26881,0,26883,1,0,0,3,1,26881,"",0,"",12003,"",0,"",0,2,1,150,100,1,0,0,1,7,-1,-1,-1,5,4,4,325,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",111050,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
26971,"","","",26971,0,26971,1,1,30221,3,1,26971,"",0,"",12008,"",0,"",0,2,1,40,100,1,0,0,6,-1,-1,-1,-1,1,1,1,55,5,0,0,100,1,20,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
26981,"","","",26981,0,26981,1,1,30221,3,1,26981,"",0,"",12008,"",0,"",0,2,1,30,100,1,0,0,6,7,-1,-1,-1,1,2,2,90,5,0,0,100,1,20,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
26991,"","","",26991,0,26991,1,1,30311,3,1,26991,"",0,"",12002,"",0,"",0,2,1,70,100,1,0,0,6,-1,-1,-1,-1,1,1,1,150,5,0,0,100,1,20,0,0,0,0,0,"",0,0,"",0,"",134020,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27001,"","","",27001,0,27001,1,1,30221,3,1,27001,"",0,"",12008,"",0,"",0,2,1,90,100,1,0,0,6,34,-1,-1,-1,1,1,1,230,5,0,0,100,1,20,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27002,"","","",27002,0,27002,1,1,30221,4,1,27002,"",0,"",12008,"",0,"",0,2,1,15,100,1,0,0,6,34,-1,-1,-1,5,4,4,295,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27011,"","","",27011,0,27011,1,1,30191,3,1,27011,"",0,"",12009,"",0,"",0,2,2,30,100,1,0,0,7,-1,-1,-1,-1,5,1,1,70,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27012,"","","",27011,0,27012,1,1,30191,3,1,27011,"",0,"",12009,"",0,"",0,2,2,75,100,1,0,0,7,-1,-1,-1,-1,5,1,1,90,5,0,0,100,1,20,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27021,"","","",27021,0,27021,1,1,30221,3,1,27021,"",0,"",12008,"",0,"",0,2,1,30,100,1,0,0,6,-1,-1,-1,-1,5,1,1,115,5,0,0,100,1,20,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27031,"","","",27031,0,27031,1,1,30281,3,1,27031,"",0,"",12012,"",0,"",0,2,1,13,100,1,0,0,10,36,-1,-1,-1,1,7,7,220,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27032,"","","",27032,0,27032,1,1,30011,4,1,27032,"",0,"",12003,"",0,"",0,2,1,90,100,1,0,3,1,39,-1,-1,-1,1,1,1,300,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27033,"","","",27031,0,27033,1,1,30281,3,1,27031,"",0,"",12012,"",0,"",0,2,1,100,100,1,0,0,10,36,-1,-1,-1,5,7,7,320,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",102005,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27034,"","","",27032,0,27034,1,1,30011,4,1,27032,"",0,"",12003,"",0,"",0,2,1,150,100,1,0,3,1,39,-1,-1,-1,1,1,1,320,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27041,"","","",27041,0,27041,1,1,30131,3,1,27041,"",0,"",12007,"",0,"",0,2,1,20,100,1,0,0,5,41,-1,-1,-1,5,3,3,340,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27051,"","","",27051,0,27051,1,1,30221,3,1,27051,"",0,"",12008,"",0,"",0,2,1,25,100,1,0,0,6,-1,-1,-1,-1,5,1,1,65,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27061,"","","",27061,0,27061,1,1,30191,3,1,27061,"",0,"",12009,"",0,"",0,2,1,50,100,1,0,0,7,-1,-1,-1,-1,1,1,1,55,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27071,"","","",27071,0,27071,1,1,30161,3,1,27071,"",0,"",12010,"",0,"",0,2,1,45,100,1,0,0,8,-1,-1,-1,-1,1,1,1,50,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",134020,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27081,"","","",27081,0,27081,1,1,30311,3,1,27081,"",0,"",12002,"",0,"",0,2,1,50,100,1,0,0,0,-1,-1,-1,-1,1,1,1,60,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",105020,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27091,"","","",27091,0,27091,1,1,30041,3,1,27091,"",0,"",12006,"",0,"",0,2,1,30,100,1,0,0,4,-1,-1,-1,-1,5,1,1,105,5,0,0,100,1,50,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27101,"","","",27101,0,27101,1,1,30221,3,1,27101,"",0,"",12008,"",0,"",0,2,1,65,100,1,0,0,6,-1,-1,-1,-1,1,1,1,80,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",133010,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27111,"","","",27111,0,27111,1,1,30161,3,1,27111,"",0,"",12010,"",0,"",0,2,1,65,100,1,0,0,8,-1,-1,-1,-1,1,1,1,85,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",105025,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27161,"","","",27161,0,27161,1,1,30011,3,1,27161,"",0,"",12003,"",0,"",0,2,1,75,100,1,1,0,1,24,-1,-1,-1,1,1,1,105,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27181,"","","",27181,0,27181,1,1,30221,3,1,27181,"",0,"",12008,"",0,"",0,2,1,120,100,1,0,0,6,34,-1,-1,-1,1,1,1,160,5,0,0,50,1,50,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27191,"","","",27191,0,27191,1,1,30311,3,1,27191,"",0,"",12002,"",0,"",0,2,1,85,100,1,0,0,0,-1,-1,-1,-1,1,1,1,175,5,0,0,100,1,5,0,0,0,3,2,"",1,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27201,"","","",27201,0,27201,1,1,30191,3,1,27201,"",0,"",12009,"",0,"",0,2,2,90,100,1,0,0,7,26,-1,-1,-1,1,1,1,150,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",1,15,"",92,"",-1,"",-1,"",""
27211,"","","",27211,0,27211,1,1,30191,3,1,27211,"",0,"",12009,"",0,"",0,2,2,50,100,1,0,0,7,-1,-1,-1,-1,5,1,1,195,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27221,"","","",27221,0,27221,1,1,30131,4,1,27221,"",0,"",12007,"",0,"",0,2,2,80,100,1,0,0,5,21,-1,-1,-1,1,1,1,155,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",218050,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27231,"","","",27231,0,27231,1,1,30251,3,1,27231,"",0,"",12011,"",0,"",0,2,2,80,100,1,0,0,9,11,-1,-1,-1,1,1,1,150,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",113030,"",0,"",0,"",0,-1,"",1,87,"",711,"",-1,"",-1,"",""
27241,"","","",27241,0,27241,1,1,30041,3,1,27241,"",0,"",12006,"",0,"",0,2,1,50,100,1,0,0,4,-1,-1,-1,-1,5,1,1,195,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27251,"","","",27251,0,27251,1,1,30191,3,1,27251,"",0,"",12009,"",0,"",0,2,1,90,100,1,0,0,7,7,-1,-1,-1,1,1,1,215,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",170000,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27252,"","","",27252,0,27252,1,1,30161,4,1,27252,"",0,"",12010,"",0,"",0,2,1,70,100,1,0,0,8,15,-1,-1,-1,5,1,1,305,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27261,"","","",27261,0,27261,1,1,30311,3,1,27261,"",0,"",12002,"",0,"",0,2,2,90,100,1,0,0,0,29,-1,-1,-1,1,1,1,160,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27271,"","","",27271,0,27271,1,1,30131,3,1,27271,"",0,"",12007,"",0,"",0,2,1,85,100,1,0,0,5,16,-1,-1,-1,1,1,1,160,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",106030,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27281,"","","",27281,0,27281,1,1,30251,3,1,27281,"",0,"",12011,"",0,"",0,2,1,10,100,1,0,0,9,-1,-1,-1,-1,1,5,5,55,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27291,"","","",27291,27291,27291,1,0,0,4,1,27291,"",0,"",0,"",0,"",0,6,0,0,100,0,0,0,0,-1,-1,-1,13,5,1,1,30,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",27291,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27301,"","","",27301,0,27301,1,1,30101,3,1,27301,"",0,"",12004,"",0,"",0,2,1,65,100,1,0,0,2,13,-1,-1,-1,1,1,1,100,5,0,0,100,1,5,20,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27311,"","","",27311,0,27311,1,1,30191,3,1,27311,"",0,"",12009,"",0,"",0,2,1,40,100,1,0,0,7,7,-1,-1,-1,1,2,2,150,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27321,"","","",27321,0,27321,1,1,30281,3,1,27321,"",0,"",12012,"",0,"",0,2,2,80,100,1,0,0,10,30,-1,-1,-1,5,1,1,305,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27322,"","","",27322,0,27322,1,1,30251,4,1,27322,"",0,"",12011,"",0,"",0,2,1,95,100,1,0,0,9,41,-1,-1,-1,1,1,1,225,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,7321,"",0,-1,"",-1,"",-1,"",-1,"",""
27331,"","","",27331,27331,27331,1,0,0,3,1,27331,"",0,"",0,"",0,"",0,6,0,0,100,0,0,0,0,-1,-1,-1,13,1,1,1,55,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",27332,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27332,"","","",27332,27332,27332,1,1,30101,4,1,27332,"",0,"",12004,"",0,"",0,2,2,90,100,1,0,0,2,7,-1,-1,-1,1,1,1,250,5,0,0,100,1,5,0,0,0,2,2,"",0,0,"",107000,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27333,"","","",27332,27332,27333,1,1,30101,4,1,27332,"",0,"",12004,"",0,"",0,2,2,150,100,1,0,0,2,7,-1,-1,-1,5,1,1,365,5,12,0,100,1,5,0,0,0,2,2,"",0,0,"",107000,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27334,"","","",27332,27332,27334,1,1,30101,4,1,27332,"",0,"",12004,"",0,"",0,2,2,150,100,1,0,0,2,7,-1,-1,-1,5,1,1,305,5,12,0,100,1,5,0,0,0,2,4,"",0,0,"",107000,"",102050,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27341,"","","",27341,0,27341,1,1,30221,3,1,27341,"",0,"",12008,"",0,"",0,2,2,30,100,1,0,0,6,19,-1,-1,-1,5,2,2,350,5,0,0,100,1,5,0,0,0,7,2,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27342,"","","",27342,27342,27342,1,0,0,4,1,27342,"",0,"",0,"",0,"",0,5,0,0,100,0,0,0,0,-1,-1,-1,12,10,1,1,55,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",194100,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27343,"","","",27341,0,27343,1,1,30221,3,1,27341,"",0,"",12008,"",0,"",0,2,2,150,100,1,0,0,6,19,-1,-1,-1,5,2,2,350,5,0,0,100,1,5,0,0,0,7,2,"",0,0,"",0,"",102010,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27344,"","","",27342,27342,27344,1,0,0,4,1,27342,"",0,"",0,"",0,"",0,5,0,0,100,0,0,0,0,-1,-1,-1,12,10,1,1,55,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",194101,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27351,"","","",27351,0,27351,1,1,30251,3,1,27351,"",0,"",12011,"",0,"",0,2,2,20,100,1,0,0,9,10,-1,-1,-1,5,3,3,320,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27352,"","","",27352,0,27352,1,1,30251,4,1,27352,"",0,"",12011,"",0,"",0,2,2,90,100,1,0,3,9,19,-1,-1,-1,1,1,1,300,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27371,"","","",27371,0,27371,1,1,30311,3,1,27371,"",0,"",12002,"",0,"",0,2,1,105,100,1,0,0,0,7,-1,-1,-1,1,1,1,245,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27372,"","","",27372,0,27372,1,1,30131,4,1,27372,"",0,"",12008,"",0,"",0,2,1,110,100,1,0,3,6,15,-1,-1,-1,1,1,1,260,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27373,"","","",27373,0,27373,1,1,30311,5,1,27373,"",0,"",12002,"",0,"",0,2,1,100,100,1,0,0,0,39,-1,-1,-1,1,1,1,260,5,0,0,100,1,20,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27374,"","","",27374,0,27374,1,1,30221,6,1,27374,"",0,"",12007,"",0,"",0,2,1,105,100,1,0,0,5,27,-1,-1,-1,1,1,1,260,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27375,"","","",27375,27375,27375,1,1,1,0,1,0,"",0,"",0,"",0,"",0,2,0,0,100,0,0,0,0,-1,-1,-1,-1,1,1,1,260,5,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27381,"","","",27381,27381,27381,1,1,30011,3,1,27381,"",0,"",12003,"",0,"",0,2,1,115,100,1,0,0,1,19,-1,-1,-1,5,1,1,325,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",27381,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27382,"","","",27382,0,27382,1,1,30311,4,1,27382,"",0,"",12002,"",0,"",0,2,2,115,100,1,0,3,0,33,-1,-1,-1,1,1,1,0,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27383,"","","",27383,27383,27383,1,0,0,0,4,0,"",0,"",0,"",0,"",0,5,0,0,100,0,0,0,0,33,-1,-1,12,10,1,1,330,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",27383,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27384,"","","",27381,0,27384,1,0,0,3,1,27381,"",0,"",12003,"",0,"",0,2,1,250,100,1,0,3,1,19,-1,-1,-1,5,1,1,480,5,0,1,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27391,"","","",27391,27391,27391,1,1,30251,3,1,27391,"",0,"",12011,"",0,"",0,2,2,55,100,1,0,0,9,21,-1,-1,-1,5,1,1,350,5,0,0,100,1,5,0,0,0,7,2,"",0,0,"",0,"",0,"",0,"",0,"",0,7391,"",0,-1,"",-1,"",-1,"",-1,"",""
27392,"","","",27392,0,27392,1,1,30281,4,1,27392,"",0,"",12012,"",0,"",0,2,2,90,100,1,0,0,10,41,-1,-1,-1,1,1,1,210,5,0,0,100,1,5,0,0,0,7,4,"",0,0,"",0,"",110050,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27393,"","","",27391,0,27393,1,0,0,3,1,27391,"",0,"",12011,"",0,"",0,2,2,250,100,1,0,0,9,21,-1,-1,-1,5,1,1,385,5,0,1,100,1,5,0,0,0,7,1,"",0,100,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27394,"","","",27392,0,27394,1,0,0,4,1,27392,"",0,"",12012,"",0,"",0,2,2,150,100,1,0,0,10,41,-1,-1,-1,1,1,1,245,5,0,1,100,1,5,0,0,0,7,4,"",0,0,"",0,"",110050,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27401,"","","",27401,0,27401,1,1,30131,3,1,27401,"",0,"",12007,"",0,"",0,2,2,55,100,1,0,0,5,26,-1,-1,-1,5,1,1,310,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",111015,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27402,"","","",27402,0,27402,1,1,30191,4,1,27402,"",0,"",12009,"",0,"",0,2,1,18,100,1,0,0,7,26,-1,-1,-1,1,5,5,215,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27411,"","","",27411,0,27411,1,1,30011,3,1,27411,"",0,"",12003,"",0,"",0,2,1,55,100,1,0,0,1,17,-1,-1,-1,5,2,2,325,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",205100,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27412,"","","",27412,0,27412,1,1,30011,4,1,27412,"",0,"",12003,"",0,"",0,2,1,48,100,1,0,0,1,15,-1,-1,-1,1,2,2,240,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27421,"","","",27421,0,27421,1,1,30251,3,1,27421,"",0,"",12011,"",0,"",0,2,2,55,100,1,0,0,9,32,-1,-1,-1,5,1,1,290,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",110020,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27422,"","","",27422,0,27422,1,0,0,4,1,27422,"",0,"",0,"",0,"",0,6,0,0,100,0,0,0,0,-1,-1,-1,13,1,1,1,55,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",27421,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27423,"","","",27423,0,27423,1,0,0,5,1,27423,"",0,"",31011,"",0,"",0,3,8,30,100,1,0,0,0,-1,-1,-1,11,2,1,1,200,5,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",127020,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27431,"","","",27431,27431,27431,1,1,30161,3,1,27431,"",0,"",12010,"",0,"",0,2,1,90,100,1,0,0,8,26,-1,-1,-1,1,1,1,260,5,0,0,100,1,5,0,0,0,8,3,"",0,25,"",0,"",0,"",0,"",0,"",0,7431,"",0,-1,"",-1,"",-1,"",-1,"",""
27432,"","","",27432,0,27432,1,1,30131,4,1,27432,"",0,"",12007,"",0,"",0,2,1,60,100,1,0,0,5,21,-1,-1,-1,5,1,1,340,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27441,"","","",27441,0,27441,1,1,30011,3,1,27441,"",0,"",12003,"",0,"",0,2,1,45,100,1,0,0,1,7,-1,-1,-1,1,2,2,225,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",218050,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27442,"","","",27442,0,27442,1,1,30011,4,1,27442,"",0,"",12003,"",0,"",0,2,1,85,100,1,0,0,1,7,-1,-1,-1,1,1,1,240,5,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",164000,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27451,"","","",27451,0,27451,1,1,30131,3,1,27451,"",0,"",12007,"",0,"",0,2,1,15,100,1,0,0,5,16,-1,-1,-1,1,6,6,245,5,0,0,100,1,10,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27471,"","","",27471,0,27471,1,1,30221,3,1,27471,"",0,"",12008,"",0,"",0,2,1,95,100,1,0,0,6,23,-1,-1,-1,1,1,1,205,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27472,"","","",27472,0,27472,1,1,30191,4,1,27472,"",0,"",12009,"",0,"",0,2,1,20,100,1,0,0,7,20,-1,-1,-1,5,4,4,315,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27481,"","","",27481,0,27481,1,1,30311,3,1,27481,"",0,"",12002,"",0,"",0,2,2,65,100,1,0,0,0,18,-1,-1,-1,5,1,1,330,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",1,107,"",148,"",-1,"",-1,"",""
27482,"","","",27482,0,27482,1,1,30251,4,1,27482,"",0,"",12011,"",0,"",0,2,2,90,100,1,0,0,9,19,-1,-1,-1,1,1,1,220,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",172000,"",0,"",0,"",0,-1,"",1,107,"",148,"",-1,"",-1,"",""
27483,"","","",27483,0,27483,1,1,30281,5,1,27483,"",0,"",12012,"",0,"",0,2,2,90,100,1,0,3,10,18,-1,-1,-1,1,1,1,285,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",1,107,"",148,"",-1,"",-1,"",""
27491,"","","",27491,0,27491,1,1,30311,3,1,27491,"",0,"",12002,"",0,"",0,2,1,18,100,1,0,0,0,30,-1,-1,-1,1,5,5,260,5,0,0,100,1,20,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27492,"","","",27492,0,27492,1,1,30011,4,1,27492,"",0,"",12003,"",0,"",0,2,1,105,100,1,0,0,1,7,-1,-1,-1,1,1,1,0,5,0,0,100,1,5,0,0,0,0,0,"",0,0,"",0,"",0,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27493,"","","",27493,27493,27493,1,0,0,0,4,0,"",0,"",0,"",0,"",0,5,0,0,100,0,0,0,0,7,-1,-1,12,10,1,1,240,0,0,1,100,0,0,0,0,0,0,0,"",0,0,"",0,"",0,"",27493,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
27494,"","","",27491,0,27494,1,0,0,3,1,27491,"",0,"",12002,"",0,"",0,2,1,90,100,1,0,0,0,30,-1,-1,-1,5,5,5,380,5,0,0,100,1,20,0,0,0,0,0,"",0,0,"",0,"",218060,"",0,"",0,"",0,-1,"",0,-1,"",-1,"",-1,"",-1,"",""
