int32 0,int32 1,empty 2,int32 3,int32 4,int32 5,int32 6,empty 7,int32 8,int32 9,empty 10,int32 11,int32 12,empty 13,int32 14,int32 15,empty 16,int32 17,int32 18,empty 19,int32 20,int32 21,empty 22,int32 23,int32 24,empty 25,int32 26
600,10631,,847,0,1000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
601,10632,,848,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
602,10712,,849,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
603,10713,,850,0,1500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
604,10714,,851,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
605,10715,,852,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
606,10721,,853,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
607,10730,,854,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
608,10740,,855,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
609,10757,,856,0,4000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
610,10771,,857,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
611,10774,,858,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
612,10778,,859,0,4000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
613,10920,,860,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
614,10003,,901,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
615,10004,,902,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
616,10026,,903,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
617,10045,,904,0,4000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
618,10046,,905,0,4000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
619,10048,,906,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
620,10053,,907,0,1500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
621,10069,,908,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
622,10077,,909,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
623,10082,,910,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
624,10084,,911,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
625,10087,,912,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
626,10092,,913,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
627,10096,,914,0,1500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
628,10101,,915,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
629,10113,,916,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
630,10117,,917,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
631,10118,,918,0,4000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
632,10136,,919,0,1500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
633,10137,,920,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
634,10138,,921,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
635,10146,,922,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
636,10147,,923,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
637,10148,,924,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
638,10190,,925,0,1500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
639,10191,,926,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
640,10192,,927,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
641,10193,,928,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
642,10197,,929,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
643,10213,,930,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
644,10410,,931,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
645,10425,,932,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
646,10453,,933,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
647,10548,,934,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
648,10573,,935,0,1000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
649,10574,,936,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
650,10575,,937,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
651,10603,,938,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
652,10613,,939,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
653,10614,,940,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
654,10670,,941,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
655,10677,,942,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
656,10678,,943,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
657,10679,,944,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
658,10680,,945,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
659,10681,,946,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
660,10697,,947,0,1500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
661,10698,,948,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
662,10699,,949,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
663,10700,,950,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
664,10716,,951,0,2000,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
665,10718,,952,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
666,10723,,953,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
667,10726,,954,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
668,10731,,955,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
669,10735,,956,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
670,10773,,957,0,3500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
671,10484,,958,0,2500,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
672,29015,,47,0,15000,3,,5,1002,,1,0,,0,0,,0,0,,0,0,,0,0,,0
673,29016,,50,0,15000,9,,5,1005,,1,0,,0,0,,0,0,,0,0,,0,0,,0
674,29017,,53,0,15000,30,,5,1008,,1,0,,0,0,,0,0,,0,0,,0,0,,0
675,29018,,56,0,15000,31,,5,1011,,1,0,,0,0,,0,0,,0,0,,0,0,,0
676,29019,,59,0,15000,32,,5,1014,,1,0,,0,0,,0,0,,0,0,,0,0,,0
677,29020,,62,0,15000,33,,5,1017,,1,0,,0,0,,0,0,,0,0,,0,0,,0
678,29021,,65,0,15000,34,,5,1020,,1,0,,0,0,,0,0,,0,0,,0,0,,0
