int32 0,empty 1,empty 2,empty 3,string2 4,int32 5,string2 6,int32 7,float 8,int32 9,int32 10,int32 11,int32 12,bool 13,empty 14
29301,,,,"ef_b_chr950_bs01",1,"",3,0,1,0,0,-1,false,
30011,,,,"ef_b_gfi_s02",4,"",4,0,1,0,-1,-1,false,
30021,,,,"ef_b_gfi_s01",4,"",4,0,1,0,-1,-1,false,
30024,,,,"ef_b_gfi_s01",4,"",0,0,1,0,-1,-1,false,
30025,,,,"ef_b_gfi_s01",4,"",0,0,1,0,-1,-1,false,
30026,,,,"ef_b_gfi_s01",4,"",0,0,1,0,-1,-1,false,
30027,,,,"ef_f_hit_100_fire",2,"CP01",4,0.8,1,0,-1,-1,false,
30028,,,,"ef_f_hit_101_fire",2,"CP01",4,0.8,1,0,-1,-1,false,
30029,,,,"ef_f_hit_102_fire",2,"CP01",4,0.8,1,0,-1,-1,false,
30031,,,,"ef_b_gfi_a02",4,"",4,0,1,0,-1,-1,false,
30032,,,,"ef_b_gfi_a01",4,"",4,0,1,0,-1,-1,false,
30041,,,,"ef_b_gwa_s02",4,"",4,0,1,0,-1,-1,false,
30051,,,,"ef_b_gwa_s01",4,"",4,0,1,0,-1,-1,false,
30054,,,,"ef_b_gwa_s01",4,"",0,0,1,0,-1,-1,false,
30055,,,,"ef_b_gwa_s01",4,"",0,0,1,0,-1,-1,false,
30056,,,,"ef_b_gwa_s01",4,"",0,0,1,0,-1,-1,false,
30057,,,,"ef_f_hit_110_water",2,"CP01",4,0.8,1,0,-1,-1,false,
30058,,,,"ef_f_hit_111_water",2,"CP01",4,0.8,1,0,-1,-1,false,
30059,,,,"ef_f_hit_112_water",2,"CP01",4,0.8,1,0,-1,-1,false,
30061,,,,"ef_b_gwa_a02",4,"",4,0,1,0,-1,-1,false,
30062,,,,"ef_b_gwa_a01",4,"",4,0,1,0,-1,-1,false,
30071,,,,"ef_b_gle_s02",4,"",4,0,1,0,-1,-1,false,
30081,,,,"ef_b_gle_s01",4,"",4,0,1,0,-1,-1,false,
30084,,,,"ef_b_gle_s01",4,"",0,0,1,0,-1,-1,false,
30085,,,,"ef_b_gle_s01",4,"",0,0,1,0,-1,-1,false,
30086,,,,"ef_b_gle_s01",4,"",0,0,1,0,-1,-1,false,
30087,,,,"ef_f_hit_160_leaf",2,"CP01",4,0.8,1,0,-1,-1,false,
30088,,,,"ef_f_hit_161_leaf",2,"CP01",4,0.8,1,0,-1,-1,false,
30089,,,,"ef_f_hit_162_leaf",2,"CP01",4,0.8,1,0,-1,-1,false,
30091,,,,"ef_b_gle_a02",4,"",4,0,1,0,-1,-1,false,
30092,,,,"ef_b_gle_a01",4,"",4,0,1,0,-1,-1,false,
30101,,,,"ef_b_gic_s02",4,"",4,0,1,0,-1,-1,false,
30111,,,,"ef_b_gic_s01",4,"",4,0,1,0,-1,-1,false,
30114,,,,"ef_b_gic_s02",4,"",0,0,1,0,-1,-1,false,
30115,,,,"ef_b_gic_s02",4,"",0,0,1,0,-1,-1,false,
30116,,,,"ef_b_gic_s02",4,"",0,0,1,0,-1,-1,false,
30117,,,,"ef_f_hit_120_ice",2,"CP01",4,0.8,1,0,-1,-1,false,
30118,,,,"ef_f_hit_121_ice",2,"CP01",4,0.8,1,0,-1,-1,false,
30119,,,,"ef_f_hit_122_ice",2,"CP01",4,0.8,1,0,-1,-1,false,
30121,,,,"ef_b_gic_a02",4,"",4,0,1,0,-1,-1,false,
30122,,,,"ef_b_gic_a01",4,"",4,0,1,0,-1,-1,false,
30131,,,,"ef_b_gth_s02",4,"",4,0,1,0,-1,-1,false,
30141,,,,"ef_b_gth_s01",4,"",4,0,1,0,-1,-1,false,
30144,,,,"ef_b_gth_s01",4,"",0,0,1,0,-1,-1,false,
30145,,,,"ef_b_gth_s01",4,"",0,0,1,0,-1,-1,false,
30146,,,,"ef_b_gth_s01",4,"",0,0,1,0,-1,-1,false,
30147,,,,"ef_f_hit_140_thunder",2,"CP01",4,0.8,1,0,-1,-1,false,
30148,,,,"ef_f_hit_141_thunder",2,"CP01",4,0.8,1,0,-1,-1,false,
30149,,,,"ef_f_hit_142_thunder",2,"CP01",4,0.8,1,0,-1,-1,false,
30151,,,,"ef_b_gth_a01",4,"",4,0,1,0,-1,-1,false,
30152,,,,"ef_b_gth_a02",4,"",4,0,1,0,-1,-1,false,
30161,,,,"ef_b_gro_s02",4,"",4,0,1,0,-1,-1,false,
30171,,,,"ef_b_gro_s01",4,"",4,0,1,0,-1,-1,false,
30174,,,,"ef_b_gro_s01",4,"",0,0,1,0,-1,-1,false,
30175,,,,"ef_b_gro_s01",4,"",0,0,1,0,-1,-1,false,
30176,,,,"ef_b_gro_s01",4,"",0,0,1,0,-1,-1,false,
30177,,,,"ef_f_hit_170_rock",2,"CP01",4,0.8,1,0,-1,-1,false,
30178,,,,"ef_f_hit_171_rock",2,"CP01",4,0.8,1,0,-1,-1,false,
30179,,,,"ef_f_hit_172_rock",2,"CP01",4,0.8,1,0,-1,-1,false,
30181,,,,"ef_b_gro_a02",4,"",4,0,1,0,-1,-1,false,
30182,,,,"ef_b_gro_a01",4,"",4,0,1,0,-1,-1,false,
30191,,,,"ef_b_gwi_s02",4,"",4,0,1,0,-1,-1,false,
30201,,,,"ef_b_gwi_s01",4,"",4,0,1,0,-1,-1,false,
30204,,,,"ef_b_gwi_s01",4,"",0,0,1,0,-1,-1,false,
30205,,,,"ef_b_gwi_s01",4,"",0,0,1,0,-1,-1,false,
30206,,,,"ef_b_gwi_s01",4,"",0,0,1,0,-1,-1,false,
30207,,,,"ef_f_hit_130_wind",2,"CP01",4,0.8,1,0,-1,-1,false,
30208,,,,"ef_f_hit_131_wind",2,"CP01",4,0.8,1,0,-1,-1,false,
30209,,,,"ef_f_hit_132_wind",2,"CP01",4,0.8,1,0,-1,-1,false,
30211,,,,"ef_b_gwi_a02",4,"",4,0,1,0,-1,-1,false,
30212,,,,"ef_b_gwi_a01",4,"",4,0,1,0,-1,-1,false,
30221,,,,"ef_b_gst_s02",4,"",4,0,1,0,-1,-1,false,
30231,,,,"ef_b_gst_s01",4,"",4,0,1,0,-1,-1,false,
30234,,,,"ef_b_gst_s01",4,"",0,0,1,0,-1,-1,false,
30235,,,,"ef_b_gst_s01",4,"",0,0,1,0,-1,-1,false,
30236,,,,"ef_b_gst_s01",4,"",0,0,1,0,-1,-1,false,
30237,,,,"ef_f_hit_150_steel",2,"CP01",4,0.8,1,0,-1,-1,false,
30238,,,,"ef_f_hit_151_steel",2,"CP01",4,0.8,1,0,-1,-1,false,
30239,,,,"ef_f_hit_152_steel",2,"CP01",4,0.8,1,0,-1,-1,false,
30241,,,,"ef_b_gst_a02",4,"",4,0,1,0,-1,-1,false,
30242,,,,"ef_b_gst_a01",4,"",4,0,1,0,-1,-1,false,
30251,,,,"ef_b_gli_s02",4,"",4,0,1,0,-1,-1,false,
30261,,,,"ef_b_gli_s01",4,"",4,0,1,0,-1,-1,false,
30264,,,,"ef_b_gli_s01",4,"",0,0,1,0,-1,-1,false,
30265,,,,"ef_b_gli_s01",4,"",0,0,1,0,-1,-1,false,
30266,,,,"ef_b_gli_s01",4,"",0,0,1,0,-1,-1,false,
30267,,,,"ef_f_hit_180_light",2,"CP01",4,0.8,1,0,-1,-1,false,
30268,,,,"ef_f_hit_181_light",2,"CP01",4,0.8,1,0,-1,-1,false,
30269,,,,"ef_f_hit_182_light",2,"CP01",4,0.8,1,0,-1,-1,false,
30271,,,,"ef_b_gli_a02",4,"",4,0,1,0,-1,-1,false,
30272,,,,"ef_b_gli_a01",4,"",4,0,1,0,-1,-1,false,
30281,,,,"ef_b_gda_s02",4,"",4,0,1,0,-1,-1,false,
30291,,,,"ef_b_gda_s01",4,"",4,0,1,0,-1,-1,false,
30294,,,,"ef_b_gda_s01",4,"",0,0,1,0,-1,-1,false,
30295,,,,"ef_b_gda_s01",4,"",0,0,1,0,-1,-1,false,
30296,,,,"ef_b_gda_s01",4,"",0,0,1,0,-1,-1,false,
30297,,,,"ef_f_hit_190_dark",2,"CP01",4,0.8,1,0,-1,-1,false,
30298,,,,"ef_f_hit_191_dark",2,"CP01",4,0.8,1,0,-1,-1,false,
30299,,,,"ef_f_hit_192_dark",2,"CP01",4,0.8,1,0,-1,-1,false,
30301,,,,"ef_b_gda_a02",4,"",4,0,1,0,-1,-1,false,
30302,,,,"ef_b_gda_a01",4,"",4,0,1,0,-1,-1,false,
30311,,,,"ef_b_gne_s02",4,"",4,0,1,0,-1,-1,false,
30321,,,,"ef_b_gne_s01",4,"",4,0,1,0,-1,-1,false,
30324,,,,"ef_b_gne_s01",4,"",0,0,1,0,-1,-1,false,
30325,,,,"ef_b_gne_s01",4,"",0,0,1,0,-1,-1,false,
30326,,,,"ef_b_gne_s01",4,"",0,0,1,0,-1,-1,false,
30327,,,,"ef_f_hit_200_nele",2,"CP01",4,0.8,1,0,-1,-1,false,
30328,,,,"ef_f_hit_201_nele",2,"CP01",4,0.8,1,0,-1,-1,false,
30329,,,,"ef_f_hit_202_nele",2,"CP01",4,0.8,1,0,-1,-1,false,
30331,,,,"ef_b_gne_a02",4,"",4,0,1,0,-1,-1,false,
30332,,,,"ef_b_gne_a01",4,"",4,0,1,0,-1,-1,false,
30901,,,,"ef_b_hit_001_normal",2,"CP01",5,0.8,2,6,-1,-1,false,
30902,,,,"ef_b_hit_100_fire",2,"CP01",5,0.8,2,6,-1,-1,false,
30903,,,,"ef_b_hit_120_ice",2,"CP01",5,0.8,2,6,-1,-1,false,
30904,,,,"ef_b_hit_160_leaf",2,"CP01",5,0.8,2,6,-1,-1,false,
30905,,,,"ef_b_hit_110_water",2,"CP01",5,0.8,2,6,-1,-1,false,
30906,,,,"ef_b_hit_140_thunder",2,"CP01",5,0.8,2,6,-1,-1,false,
30907,,,,"ef_b_hit_150_steel",2,"CP01",5,0.8,2,6,-1,-1,false,
30908,,,,"ef_b_hit_130_wind",2,"CP01",5,0.8,2,6,-1,-1,false,
30909,,,,"ef_b_hit_170_rock",2,"CP01",5,0.8,2,6,-1,-1,false,
30910,,,,"ef_b_hit_180_light",2,"CP01",5,0.8,2,6,-1,-1,false,
30911,,,,"ef_b_hit_190_dark",2,"CP01",5,0.8,2,6,-1,-1,false,
31011,,,,"ef_b_hea_100",2,"CP01",2,0,1,0,-1,-1,false,
31012,,,,"ef_b_hea_100",2,"CP01",2,0,1,0,-1,-1,false,
31013,,,,"ef_b_hea_110",2,"CP01",2,0,1,0,-1,-1,false,
31014,,,,"ef_b_hea_110",2,"CP01",2,0,1,0,-1,-1,false,
31021,,,,"ef_b_hea_100",2,"CP01",2,0,1,0,-1,-1,false,
31022,,,,"ef_b_hea_100",2,"CP01",2,0,1,0,-1,-1,false,
31023,,,,"ef_b_hea_110",2,"CP01",2,0,1,0,-1,-1,false,
31024,,,,"ef_b_hea_110",2,"CP01",2,0,1,0,-1,-1,false,
31031,,,,"ef_b_hea_120",1,"",2,0,1,0,-1,-1,false,
31032,,,,"ef_b_hea_120",1,"",2,0,1,0,-1,-1,false,
31041,,,,"ef_b_hea_130",2,"CP01",2,0,1,0,-1,-1,false,
31042,,,,"ef_b_hea_130",2,"CP01",2,0,1,0,-1,-1,false,
31051,,,,"ef_b_hea_130",2,"CP01",2,0,1,0,-1,-1,false,
31061,,,,"ef_b_hea_130",2,"CP01",2,0,1,0,-1,-1,false,
32011,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
32021,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
32031,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
32041,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
32051,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
32061,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
32071,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
32081,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
32091,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
32101,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
32111,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
32121,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
32131,,,,"ef_b_buf_101",1,"",2,0,1,0,-1,-1,false,
32141,,,,"ef_b_buf_101",1,"",2,0,1,0,-1,-1,false,
32151,,,,"ef_b_buf_101",1,"",2,0,1,0,-1,-1,false,
32161,,,,"ef_b_buf_101",1,"",2,0,1,0,-1,-1,false,
32171,,,,"ef_b_buf_101",1,"",2,0,1,0,-1,-1,false,
32181,,,,"ef_b_buf_101",1,"",2,0,1,0,-1,-1,false,
32191,,,,"ef_b_buf_101",1,"",2,0,1,0,-1,-1,false,
32201,,,,"ef_b_buf_101",1,"",2,0,1,0,-1,-1,false,
32211,,,,"ef_b_buf_101",1,"",2,0,1,0,-1,-1,false,
32221,,,,"ef_b_buf_101",1,"",2,0,1,0,-1,-1,false,
32231,,,,"ef_b_buf_101",1,"",2,0,1,0,-1,-1,false,
32241,,,,"ef_b_buf_101",1,"",2,0,1,0,-1,-1,false,
33011,,,,"ef_b_sta_100",2,"CP01",2,0,1,0,-1,-1,false,
33031,,,,"ef_b_sta_120",2,"CP01",2,0,1,0,-1,-1,false,
33041,,,,"ef_b_sta_130",2,"CP01",2,0,1,0,-1,-1,false,
33051,,,,"ef_b_sta_140",2,"CP01",2,0,1,0,-1,-1,false,
33061,,,,"ef_b_sta_150",2,"CP01",2,0,1,0,-1,-1,false,
33071,,,,"ef_b_sta_160",2,"CP01",2,0,1,0,-1,-1,false,
33081,,,,"ef_b_sta_170",2,"CP01",2,0,1,0,-1,-1,false,
33091,,,,"ef_b_sta_180",2,"CP01",2,0,1,0,-1,-1,false,
34011,,,,"ef_b_sta_220",2,"CP01",2,0,1,0,-1,-1,false,
34021,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
34031,,,,"ef_b_buf_100",1,"",2,0,1,0,-1,-1,false,
34041,,,,"ef_b_hea_130",2,"CP01",2,0,1,0,-1,-1,false,
34051,,,,"ef_b_bar_100",3,"18",2,1.2,1,0,-1,-1,false,
34061,,,,"ef_b_bar_100",3,"18",2,1.2,1,0,-1,-1,false,
34071,,,,"ef_b_bar_110",3,"18",2,1.2,1,0,-1,-1,false,
34081,,,,"ef_b_bar_110",3,"18",2,1.2,1,0,-1,-1,false,
34091,,,,"ef_b_bar_110",3,"18",2,1.2,1,0,-1,-1,false,
39001,,,,"ef_b_buf_102",2,"CP01",2,0,1,0,-1,-1,false,
39002,,,,"ef_b_buf_103",2,"CP01",2,0,1,0,-1,-1,false,
48040,,,,"ef_b_bos_395",2,"",3,0,1,0,-1,-1,false,
48041,,,,"ef_348041",2,"",3,0,1,0,-1,-1,false,
48043,,,,"ef_b_bos_390",2,"CP01",5,0,1,0,-1,-1,false,
48044,,,,"ef_348044",2,"",3,0,1,0,-1,-1,false,
48131,,,,"ef_348131",2,"",3,0,1,0,-1,-1,false,
48132,,,,"ef_b_bos_379",1,"",3,0,1,0,-1,-1,false,
48133,,,,"ef_b_bos_380",1,"",3,0,1,0,-1,-1,false,
48134,,,,"ef_b_bos_381",4,"",2,0,1,0,-1,-1,false,
48141,,,,"ef_348141",2,"",3,0,1,0,-1,-1,false,
50001,,,,"ef_b_bos_109",2,"",3,0,1,0,-1,-1,false,
50002,,,,"ef_b_bos_108",2,"",3,0,1,0,-1,-1,false,
50003,,,,"ef_b_bos_103",2,"",3,0,1,0,-1,-1,false,
50004,,,,"ef_350004",2,"",3,0,1,0,-1,-1,false,
50005,,,,"ef_350005",2,"",3,0,1,0,-1,-1,false,
50006,,,,"ef_350006",2,"",3,0,1,0,-1,-1,false,
50051,,,,"ef_b_bos_107",2,"",3,0,1,0,-1,-1,false,
50052,,,,"ef_350052",2,"",3,0,1,0,-1,-1,false,
60001,,,,"ef_b_buf_110",1,"",1,0,1,0,-1,-1,false,
60002,,,,"ef_b_bos_146",1,"",2,0,1,0,-1,-1,false,
60003,,,,"ef_b_bos_145",1,"",2,0,1,0,-1,-1,false,
70001,,,,"ef_b_sta_250",1,"",2,0,1,0,-1,-1,false,
70002,,,,"ef_b_sta_251",1,"",2,0,1,0,-1,-1,false,
70003,,,,"ef_b_sta_252",1,"",2,0,1,0,-1,-1,false,
70004,,,,"ef_b_bos_120",1,"",3,0,1,0,-1,-1,false,
70005,,,,"ef_b_bos_121",1,"",3,0,1,0,-1,-1,false,
70006,,,,"ef_b_bos_122",1,"",3,0,1,0,-1,-1,false,
70007,,,,"ef_b_bos_140",1,"",3,0,1,0,-1,-1,false,
70008,,,,"ef_b_bos_141",1,"",3,0,1,0,-1,-1,false,
70009,,,,"ef_b_bos_142",1,"",3,0,1,0,-1,-1,false,
70010,,,,"ef_b_bos_112",1,"",3,0,1,0,-1,-1,false,
70011,,,,"ef_b_bos_113",1,"",3,0,1,0,-1,-1,false,
70012,,,,"ef_b_bos_114",1,"",3,0,1,0,-1,-1,false,
70013,,,,"ef_b_bos_130",1,"",3,0,1,0,-1,-1,false,
70014,,,,"ef_b_bos_131",1,"",3,0,1,0,-1,-1,false,
70015,,,,"ef_b_bos_132",1,"",3,0,1,0,-1,-1,false,
70016,,,,"ef_b_bos_320",1,"",3,0,1,0,-1,-1,false,
70017,,,,"ef_b_bos_325",1,"",3,0,1,0,-1,-1,false,
70018,,,,"ef_b_bos_330",1,"",3,0,1,0,-1,-1,false,
70022,,,,"ef_b_bos_350",1,"",1,0,1,0,-1,-1,false,
70023,,,,"ef_b_bos_355",1,"",1,0,1,0,-1,-1,false,
70024,,,,"ef_b_bos_360",1,"",1,0,1,0,-1,-1,false,
70025,,,,"ef_b_bar_150",1,"",3,0,1,0,-1,-1,false,
70026,,,,"ef_b_bos_310",1,"",2,0,1,0,-1,-1,false,
70027,,,,"ef_b_bar_160",1,"",3,0,1,0,-1,-1,false,
70028,,,,"ef_b_bar_161",1,"",3,0,1,0,-1,-1,false,
70029,,,,"ef_b_bar_162",1,"",3,0,1,0,-1,-1,false,
70030,,,,"ef_b_bar_163",1,"",3,0,1,0,-1,-1,false,
70031,,,,"ef_b_bar_164",1,"",3,0,1,0,-1,-1,false,
70032,,,,"ef_b_bar_165",1,"",3,0,1,0,-1,-1,false,
70033,,,,"ef_b_bar_166",1,"",3,0,1,0,-1,-1,false,
70034,,,,"ef_b_bar_167",1,"",3,0,1,0,-1,-1,false,
70035,,,,"ef_b_bar_168",1,"",3,0,1,0,-1,-1,false,
70036,,,,"ef_b_bar_169",1,"",3,0,1,0,-1,-1,false,
70037,,,,"ef_b_bar_170",1,"",3,0,1,0,-1,-1,false,
