int32 0,empty 1,empty 2,empty 3,int32 4,int32 5,int32 6,int32 7,int32 8,int32 9,int32 10,bool 11,bool 12,int32 13,empty 14,int32 15,int32 16,int32 17,int32 18,string2 19,int32 20,int32 21,int32 22,int32 23,int32 24,int32 25,int32 26,string2 27
10136,,,,10136,10136,9,74,40112,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10137,,,,10137,10137,9,74,40113,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10138,,,,10138,10138,9,74,40114,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10139,,,,10139,10139,9,74,40115,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10140,,,,10140,10140,9,74,40116,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10141,,,,10141,10141,9,74,40117,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10142,,,,10142,10142,9,74,40118,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10144,,,,10144,10144,9,74,40119,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10145,,,,10145,10145,9,74,40120,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10146,,,,10146,10146,9,74,40121,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10147,,,,10147,10147,9,74,40122,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10148,,,,10148,10148,9,74,40123,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10149,,,,10149,10149,9,74,40124,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10150,,,,10150,10150,9,74,40125,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10151,,,,10151,10151,9,74,40126,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10162,,,,10162,10162,9,74,40127,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10163,,,,10163,10163,9,74,40128,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10168,,,,10168,10168,9,74,40129,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10169,,,,10169,10169,9,74,40130,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10170,,,,10170,10170,9,74,40131,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10171,,,,10171,10171,9,74,40132,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10172,,,,10172,10172,9,74,40133,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10173,,,,10173,10173,9,74,40134,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10174,,,,10174,10174,9,74,40135,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10176,,,,10176,10176,9,74,40136,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10177,,,,10177,10177,9,74,40137,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10178,,,,10178,10178,9,74,40138,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10179,,,,10179,10179,9,74,40139,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10180,,,,10180,10180,9,74,40140,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10181,,,,10181,10181,9,74,40141,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10183,,,,10183,10183,9,74,40142,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10184,,,,10184,10184,9,74,40143,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10185,,,,10185,10185,9,74,40144,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10186,,,,10186,10186,9,74,40145,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10187,,,,10187,10187,9,74,40146,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10188,,,,10188,10188,9,74,40147,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10189,,,,10189,10189,9,74,40148,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10190,,,,10190,10190,9,74,40149,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10191,,,,10191,10191,9,74,40150,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10192,,,,10192,10192,9,74,40151,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10193,,,,10193,10193,9,74,40152,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10194,,,,10194,10194,9,74,40153,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10195,,,,10195,10195,9,74,40154,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10196,,,,10196,10196,9,74,40155,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10197,,,,10197,10197,9,74,40156,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10198,,,,10198,10198,9,74,40157,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10199,,,,10199,10199,9,74,40158,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10208,,,,10208,10208,9,74,40159,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10209,,,,10209,10209,9,74,40160,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10210,,,,10210,10210,9,74,40161,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10211,,,,10211,10211,9,74,40162,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10213,,,,10213,10213,9,74,40163,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10214,,,,10214,10214,9,74,40164,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10215,,,,10215,10215,9,74,40165,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10217,,,,10217,10217,9,74,40166,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10218,,,,10218,10218,9,74,40167,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10219,,,,10219,10219,9,74,40168,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10220,,,,10220,10220,9,74,40169,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10222,,,,10222,10222,9,74,40170,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10223,,,,10223,10223,9,74,40171,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10224,,,,10224,10224,9,74,40172,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10225,,,,10225,10225,9,74,40173,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10226,,,,10226,10226,9,74,40174,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10227,,,,10227,10227,9,74,40175,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10228,,,,10228,10228,9,74,40176,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10229,,,,10229,10229,9,74,40177,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10230,,,,10230,10230,9,74,40178,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10231,,,,10231,10231,9,74,40179,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10232,,,,10232,10232,9,74,40180,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10233,,,,10233,10233,9,74,40181,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10234,,,,10234,10234,9,74,40182,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10235,,,,10235,10235,9,74,40183,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10237,,,,10237,10237,9,74,40184,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10239,,,,10239,10239,9,74,40185,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10240,,,,10240,10240,9,74,40186,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10241,,,,10241,10241,9,74,40187,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10242,,,,10242,10242,9,74,40188,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10301,,,,10301,10301,9,74,40189,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10302,,,,10302,10302,9,74,40190,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10303,,,,10303,10303,9,74,40191,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10304,,,,10304,10304,9,74,40192,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10305,,,,10305,10305,9,74,40193,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10306,,,,10306,10306,9,74,40194,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10307,,,,10307,10307,9,74,40195,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10308,,,,10308,10308,9,74,40196,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10309,,,,10309,10309,9,74,40197,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10310,,,,10310,10310,9,74,40198,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10311,,,,10311,10311,9,74,40199,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10312,,,,10312,10312,9,74,40200,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10313,,,,10313,10313,9,74,40201,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10314,,,,10314,10314,9,74,40202,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10315,,,,10315,10315,9,74,40203,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10316,,,,10316,10316,9,74,40204,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10317,,,,10317,10317,9,74,40205,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10320,,,,10320,10320,9,74,40206,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10321,,,,10321,10321,9,74,40207,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10322,,,,10322,10322,9,74,40208,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10325,,,,10325,10325,9,74,40209,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10326,,,,10326,10326,9,74,40210,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10328,,,,10328,10328,9,74,40211,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10338,,,,10338,10338,9,74,40212,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10341,,,,10341,10341,9,74,40213,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10342,,,,10342,10342,9,74,40214,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10343,,,,10343,10343,9,74,40215,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10344,,,,10344,10344,9,74,40216,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10345,,,,10345,10345,9,74,40217,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10346,,,,10346,10346,9,74,40218,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10347,,,,10347,10347,9,74,40219,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10348,,,,10348,10348,9,74,40220,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10349,,,,10349,10349,9,74,40221,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10359,,,,10359,10359,9,74,40222,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10361,,,,10361,10361,9,74,40223,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10363,,,,10363,10363,9,74,40224,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10364,,,,10364,10364,9,74,40225,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10365,,,,10365,10365,9,74,40226,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10367,,,,10367,10367,9,74,40227,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10368,,,,10368,10368,9,74,40228,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10369,,,,10369,10369,9,74,40229,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10370,,,,10370,10370,9,74,40230,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10371,,,,10371,10371,9,74,40231,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10372,,,,10372,10372,9,74,40232,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10373,,,,10373,10373,9,74,40233,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10374,,,,10374,10374,9,74,40234,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10375,,,,10375,10375,9,74,40235,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10376,,,,10376,10376,9,74,40236,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10377,,,,10377,10377,9,74,40237,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10378,,,,10378,10378,9,74,40238,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10379,,,,10379,10379,9,74,40239,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10380,,,,10380,10380,9,74,40240,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10382,,,,10382,10382,9,74,40241,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10383,,,,10383,10383,9,74,40242,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10385,,,,10385,10385,9,74,40243,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10387,,,,10387,10387,9,74,40244,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10388,,,,10388,10388,9,74,40245,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10389,,,,10389,10389,9,74,40246,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10390,,,,10390,10390,9,74,40247,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10391,,,,10391,10391,9,74,40248,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10392,,,,10392,10392,9,74,40249,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10393,,,,10393,10393,9,74,40250,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10394,,,,10394,10394,9,74,40251,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10395,,,,10395,10395,9,74,40252,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10396,,,,10396,10396,9,74,40253,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10397,,,,10397,10397,9,74,40254,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10398,,,,10398,10398,9,74,40255,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10399,,,,10399,10399,9,74,40256,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10400,,,,10400,10400,9,74,40257,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10401,,,,10401,10401,9,74,40258,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10402,,,,10402,10402,9,74,40259,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10403,,,,10403,10403,9,74,40260,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10404,,,,10404,10404,9,74,40261,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10405,,,,10405,10405,9,74,40262,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10406,,,,10406,10406,9,74,40263,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10407,,,,10407,10407,9,74,40264,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10408,,,,10408,10408,9,74,40265,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10409,,,,10409,10409,9,74,40266,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10410,,,,10410,10410,9,74,40267,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10411,,,,10411,10411,9,74,40268,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10412,,,,10412,10412,9,74,40269,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10413,,,,10413,10413,9,74,40270,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10414,,,,10414,10414,9,74,40271,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10416,,,,10416,10416,9,74,40272,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10417,,,,10417,10417,9,74,40273,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10419,,,,10419,10419,9,74,40274,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10420,,,,10420,10420,9,74,40275,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10421,,,,10421,10421,9,74,40276,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10422,,,,10422,10422,9,74,40277,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10423,,,,10423,10423,9,74,40278,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10424,,,,10424,10424,9,74,40279,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10425,,,,10425,10425,9,74,40280,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10426,,,,10426,10426,9,74,40281,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10427,,,,10427,10427,9,74,40282,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10428,,,,10428,10428,9,74,40283,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10429,,,,10429,10429,9,74,40284,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10431,,,,10431,10431,9,74,40285,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10434,,,,10434,10434,9,74,40286,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10435,,,,10435,10435,9,74,40287,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10437,,,,10437,10437,9,74,40288,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10438,,,,10438,10438,9,74,40289,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10439,,,,10439,10439,9,74,40290,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10440,,,,10440,10440,9,74,40291,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10450,,,,10450,10450,9,74,40292,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10451,,,,10451,10451,9,74,40293,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10452,,,,10452,10452,9,74,40294,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10453,,,,10453,10453,9,74,40295,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10454,,,,10454,10454,9,74,40296,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10455,,,,10455,10455,9,74,40297,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10456,,,,10456,10456,9,74,40298,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10457,,,,10457,10457,9,74,40299,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10458,,,,10458,10458,9,74,40300,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10461,,,,10461,10461,9,74,40301,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10463,,,,10463,10463,9,74,40302,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10465,,,,10465,10465,9,74,40303,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10466,,,,10466,10466,9,74,40304,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10474,,,,10474,10474,9,74,40305,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10479,,,,10479,10479,9,74,40306,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10484,,,,10484,10484,9,74,40449,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10489,,,,10489,10489,9,74,40307,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10490,,,,10490,10490,9,74,40308,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10491,,,,10491,10491,9,74,40309,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10492,,,,10492,10492,9,74,40310,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10510,,,,10510,10510,9,74,40311,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10512,,,,10512,10512,9,74,40312,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10514,,,,10514,10514,9,74,40313,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10515,,,,10515,10515,9,74,40314,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10548,,,,10548,10548,9,74,40315,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10564,,,,10564,10564,9,74,40316,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10567,,,,10567,10567,9,74,40317,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10569,,,,10569,10569,9,74,40318,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10573,,,,10573,10573,9,74,40319,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10574,,,,10574,10574,9,74,40320,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
