int32 0,int32 1,empty 2,int32 3,int32 4,int32 5,int32 6,int32 7,int32 8,int32 9,int32 10,int32 11,int32 12,int32 13,int32 14,empty 15,int32 16,int32 17,empty 18,int32 19,float 20,int32 21,string2 22,string2 23,int32 24,int32 25,int32 26,string2 27,int32 28,string2 29,string2 30,string2 31,int32 32,string2 33,string2 34,string2 35,string2 36,string2 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43,string2 44,string2 45,string2 46,string2 47,string2 48,empty 49,empty 50
210090,210,,90,35,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,210070,"d1102","evt_5001",-1,1,0,"",0,"","","",-1,"A2020_dbef_210","","","","","","","","","","","","","","","",,
210100,210,,100,40,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,210080,"t0302","npc_0600",-1,1,0,"",0,"","","",-1,"A2020_dbef_210","","","","","","","","","","","","","","","",,
210110,210,,110,45,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,210090,"t0301","evt_1001",-1,1,0,"",0,"","","",-1,"A2020_dbef_210","","","","","","","","","","","","","","","",,
220010,220,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,220010,"t3001","",-1,1,0,"",0,"","","",-1,"A2028_daft_220","","","","","","","","","","","","","","","",,
230010,230,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,230010,"t0401","",-1,1,0,"",0,"","","",-1,"A2028_daft_230","","","","","","","","","","","","","","","",,
235010,235,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,235010,"d1304","obj_duct_01",-1,1,0,"",0,"","","",-1,"A2028_daft_230","","","","","","","","","","","","","","","",,
235020,235,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,235010,"d1202","",-1,1,0,"",0,"","","",-1,"A2028_daft_230","","","","","","","","","","","","","","","",,
235030,235,,30,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,235020,"d1206","",-1,1,0,"",0,"","","",-1,"A2028_daft_230","","","","","","","","","","","","","","","",,
235040,235,,40,15,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,235030,"d1205","npc_0001",-1,1,0,"",0,"","","",-1,"A2028_daft_230","","","","","","","","","","","","","","","",,
240010,240,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,240010,"d0204","",-1,1,0,"",0,"","","",-1,"A2028_daft_240","","","","","","","","","","","","","","","",,
250010,250,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,250010,"d0204","",-1,1,0,"",0,"10521","","",-1,"A2028_daft_250","","","","","","","","","","","","","","","",,
250020,250,,20,5,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,250020,"d0301","",-1,1,0,"",0,"10601","","",-1,"A2028_daft_250","","","","","","","","","","","","","","","",,
260010,260,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,260010,"d0302","evt_8000",-1,1,0,"",0,"10312","","",-1,"A2028_daft_260","","","","","","","","","","","","","","","",,
260020,260,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,260010,"d0308","",-1,1,0,"",0,"10312","","",-1,"A2028_daft_260","","","","","","","","","","","","","","","",,
260030,260,,30,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,260020,"d0305","evt_0001",-1,1,0,"",0,"10312","","",-1,"A2028_daft_260","","","","","","","","","","","","","","","",,
260040,260,,40,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,260030,"d0308","",-1,1,0,"",0,"10312","","",-1,"A2028_daft_260","","","","","","","","","","","","","","","",,
260050,260,,50,20,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,260040,"d0302","",-1,1,0,"",0,"10312","","",-1,"A2028_daft_270","","","","","","","","","","","","","","","",,
280010,280,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,280010,"d0302","npc_0305",-1,1,0,"",0,"10312","","",-1,"P2028_daft_280","","","","","","","","","","","","","","","",,
280011,280,,11,1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,280010,"d0302","npc_0307",-1,1,0,"",0,"10312","","",-1,"P2028_daft_280","","","","","","","","","","","","","","","",,
280012,280,,12,1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,280010,"d0302","npc_0309",-1,1,0,"",0,"10312","","",-1,"P2028_daft_280","","","","","","","","","","","","","","","",,
280020,280,,20,5,10,15,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,280010,"d0302","npc_0303",-1,1,0,"",0,"10312","","",-1,"P2028_daft_280","","","","","","","","","","","","","","","",,
280030,280,,30,25,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,280020,"d0306","npc_0500",-1,1,0,"",0,"10312","","",-1,"P2028_daft_280","","","","","","","","","","","","","","","",,
280040,280,,40,30,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,280030,"d0302","hoe_gim",-1,1,0,"",0,"10312","","",-1,"P2028_daft_280","","","","","","","","","","","","","","","",,
280050,280,,50,35,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,280040,"d0305","evt_0001",-1,1,0,"",0,"10312","","",-1,"P2028_daft_280","","","","","","","","","","","","","","","",,
285010,285,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,285010,"d0302","",-1,1,0,"",0,"10312","","",-1,"A2028_daft_280","","","","","","","","","","","","","","","",,
285020,285,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,285020,"d0302","npc_0304",-1,1,0,"",0,"10312","","",-1,"A2028_daft_280","","","","","","","","","","","","","","","",,
285030,285,,30,10,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,285030,"d1205","npc_0001",-1,1,0,"",0,"10211","","",-1,"A2028_daft_280","","","","","","","","","","","","","","","",,
290010,290,,10,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,290010,"d0402","evt_0001",-1,1,0,"",0,"10412","","",-1,"A2028_daft_280","A2028_daft_290","","","","","","","","","","","","","","",,
290020,290,,20,3,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,290010,"d0404","",-1,1,0,"",0,"10412","","",-1,"A2028_daft_280","A2028_daft_290","","","","","","","","","","","","","","",,
290030,290,,30,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,290020,"d0404","access_point_1",-1,1,0,"",0,"10412","","",-1,"A2028_daft_290","","","","","","","","","","","","","","","",,
290040,290,,40,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,290020,"d0406","",-1,1,0,"",0,"10412","","",-1,"A2028_daft_290","","","","","","","","","","","","","","","",,
290050,290,,50,15,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,290030,"t3002","",-1,1,0,"",0,"","","",-1,"A2028_daft_290","","","","","","","","","","","","","","","",,
300010,300,,10,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,300010,"d0402","evt_0001",-1,1,0,"",0,"10412","","",-1,"P2028_daft_300","","","","","","","","","","","","","","","",,
300020,300,,20,3,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,300010,"d0404","",-1,1,15,"gim_9001",0,"10412","","",-1,"P2028_daft_300","","","","","","","","","","","","","","","",,
300030,300,,30,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,300020,"d0404","bacchus_01",-1,1,0,"",0,"10412","","",-1,"P2028_daft_300","","","","","","","","","","","","","","","",,
300040,300,,40,10,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,300030,"h0601","npc_0001",-1,1,0,"",0,"","","",-1,"P2028_daft_300","","","","","","","","","","","","","","","",,
300050,300,,50,13,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,300030,"h0601","evt_0001",-1,1,0,"",0,"","","",-1,"P2028_daft_300","","","","","","","","","","","","","","","",,
300060,300,,60,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,300040,"d0406","",-1,1,0,"",0,"10412","","",-1,"P2028_daft_300","","","","","","","","","","","","","","","",,
300070,300,,70,20,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,300050,"d0404","",-1,1,0,"",0,"10412","","",-1,"A2028_daft_300","","","","","","","","","","","","","","","",,
300080,300,,80,25,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,300060,"d0404","bacchus_01",-1,1,0,"",0,"10412","","",-1,"A2028_daft_300","","","","","","","","","","","","","","","",,
310010,310,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310010,"d1205","npc_0001",-1,1,0,"",0,"10211","","",-1,"A2028_daft_300","A2028_daft_310","","","","","","","","","","","","","","",,
310020,310,,20,5,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310020,"d0501","noc_0700",-1,1,0,"",0,"10521","","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310030,310,,30,8,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310025,"d0501","evt_4004",-1,0,15,"evt_4004",0,"10521","","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310040,310,,40,10,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310030,"d1204","npc_0222",-1,1,0,"",0,"10211","","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310050,310,,50,13,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310035,"d1204","npc_0222",-1,1,0,"",0,"10211","","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310060,310,,60,15,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310040,"t0121","npc_0001",-1,1,0,"",0,"10211","103","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310070,310,,70,25,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310060,"t0173","",-1,1,0,"",0,"10211","103","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310080,310,,80,26,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310061,"t0173","",-1,1,0,"",0,"10211","103","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310090,310,,90,27,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310062,"t0173","",-1,1,0,"",0,"10211","103","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310100,310,,100,28,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310063,"t0173","",-1,1,0,"",0,"10211","103","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310110,310,,110,30,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310064,"t0173","",-1,1,0,"",0,"10211","103","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310120,310,,120,35,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310080,"t0101","npc_0031",-1,1,0,"",0,"10211","101","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310130,310,,130,40,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310090,"d1204","npc_0223",-1,1,0,"",0,"10211","405","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310140,310,,140,45,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310100,"d0506","",-1,1,0,"",0,"10521","405","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
310150,310,,150,50,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,310110,"t3002","",-1,1,0,"",0,"","","",-1,"A2028_daft_310","","","","","","","","","","","","","","","",,
320010,320,,10,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,320010,"d0501","npc_0662",-1,1,0,"",0,"10521","405","",-1,"P2028_daft_320","","","","","","","","","","","","","","","",,
320020,320,,20,3,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,320010,"d0506","",-1,1,0,"",0,"10521","405","",-1,"P2028_daft_320","","","","","","","","","","","","","","","",,
320030,320,,30,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,320020,"d0506","npc_0001",-1,1,0,"",0,"10521","405","",-1,"P2028_daft_320","","","","","","","","","","","","","","","",,
320040,320,,40,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,320030,"d0506","access_battlefield01",-1,1,0,"",0,"10521","405","",-1,"P2028_daft_320","","","","","","","","","","","","","","","",,
320050,320,,50,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,320040,"d0506","access_battlefield01",-1,1,0,"",0,"10521","405","",-1,"P2028_daft_320","","","","","","","","","","","","","","","",,
320060,320,,60,20,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,320050,"d0506","access_battlefield01",-1,1,0,"",0,"10521","405","",-1,"P2028_daft_320","","","","","","","","","","","","","","","",,
320070,320,,70,25,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,320060,"d0506","access_battlefield01",-1,1,0,"",0,"10521","405","",-1,"P2028_daft_320","","","","","","","","","","","","","","","",,
330010,330,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,330010,"d1205","npc_0001",-1,1,0,"",0,"10211","405","",-1,"A2028_daft_330","","","","","","","","","","","","","","","",,
330020,330,,20,5,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,330020,"d1206","simonzu_01",-1,1,0,"",0,"10211","405","",-1,"A2028_daft_330","","","","","","","","","","","","","","","",,
340010,340,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,340010,"d1206","simonzu_01",-1,1,0,"",0,"10211","405","",-1,"A2028_daft_330","A2028_daft_342","","","","","","","","","","","","","","",,
340020,340,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,340020,"d1304","evt_0002",-1,1,0,"",0,"10211","405","",-1,"A2028_daft_340","A2028_daft_342","","","","","","","","","","","","","","",,
340030,340,,30,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,340030,"t0304","npc_0001",-1,1,0,"",0,"","","",-1,"A2028_daft_340","A2028_daft_342","","","","","","","","","","","","","","",,
340040,340,,40,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,340031,"t0304","evt_0005",-1,1,0,"",0,"","","",-1,"A2028_daft_340","A2028_daft_342","","","","","","","","","","","","","","",,
340050,340,,50,20,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,340032,"t0304","evt_0006",-1,1,0,"",0,"","","",-1,"A2028_daft_340","A2028_daft_342","","","","","","","","","","","","","","",,
340060,340,,60,25,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,340033,"t0304","evt_0004",-1,1,0,"",0,"","","",-1,"A2028_daft_340","A2028_daft_342","","","","","","","","","","","","","","",,
350010,350,,10,1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350020,"d1204","",-1,1,0,"",0,"","","",-1,"P2028_daft_350","","","","","","","","","","","","","","","",,
350020,350,,20,10,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350030,"d1205","",-1,1,0,"",0,"10412","405","",-1,"P2028_daft_350","","","","","","","","","","","","","","","",,
350030,350,,30,13,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350035,"d0201","",-1,1,0,"",0,"10412","405","",-1,"P2028_daft_350","","","","","","","","","","","","","","","",,
350040,350,,40,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350040,"d0202","evt_4000",-1,1,0,"",0,"10211","405","",-1,"P2028_daft_350","","","","","","","","","","","","","","","",,
350050,350,,50,20,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350043,"d0201","npc_756",-1,1,0,"",0,"10211","405","",-1,"P2028_daft_350","","","","","","","","","","","","","","","",,
350060,350,,60,25,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350045,"d0201","evt_9900",-1,1,0,"",0,"10211","405","",-1,"P2028_daft_350","","","","","","","","","","","","","","","",,
350070,350,,70,30,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350045,"d0201","evt_9901",-1,1,0,"",0,"10211","405","",-1,"P2028_daft_350","","","","","","","","","","","","","","","",,
350080,350,,80,35,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350045,"d0201","evt_9903",-1,1,0,"",0,"10211","405","",-1,"P2028_daft_350","","","","","","","","","","","","","","","",,
350090,350,,90,40,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350045,"d0201","col_d0202_start_05_0",-1,1,0,"",0,"10211","405","",-1,"P2028_daft_350","","","","","","","","","","","","","","","",,
350100,350,,100,45,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350045,"d0202","evt_3501",-1,1,0,"",0,"10211","405","",-1,"P2028_daft_350","","","","","","","","","","","","","","","",,
350110,350,,110,50,-1,-1,-1,-1,55,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350045,"d0202","evt_4000",-1,1,0,"",0,"10211","405","",-1,"P2028_daft_350","","","","","","","","","","","","","","","",,
350120,350,,120,55,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350050,"d0202","",-1,1,0,"",0,"10211","405","",-1,"A2028_daft_350","","","","","","","","","","","","","","","",,
350130,350,,130,60,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350055,"d0202","gim_0005",-1,1,0,"",0,"10211","405","",-1,"A2028_daft_350","","","","","","","","","","","","","","","",,
350140,350,,140,65,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,350060,"d0204","npc_0600",-1,1,0,"",0,"10211","405","",-1,"A2028_daft_350","","","","","","","","","","","","","","","",,
360010,360,,10,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,360010,"d0701","",-1,1,0,"",0,"10701","405","",-1,"A2028_daft_350","A2028_daft_360","","","","","","","","","","","","","","",,
360020,360,,20,3,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,360015,"d0702","door_access_01",-1,1,0,"",0,"10701","405","",-1,"A2028_daft_360","A2028_daft_361","","","","","","","","","","","","","","",,
360030,360,,30,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,360020,"d0702","door_access_01",-1,1,0,"",0,"10701","405","",-1,"P2028_daft_360","P2028_daft_361","A2028_daft_360","A2028_daft_361","","","","","","","","","","","","",,
360040,360,,40,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,360030,"d0202","",-1,1,0,"",0,"10211","405","",-1,"P2028_daft_360","P2028_daft_361","A2028_daft_360","A2028_daft_361","","","","","","","","","","","","",,
360050,360,,50,15,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,360040,"d0204","npc_0600",-1,1,0,"",0,"10211","405","",-1,"A2028_daft_360","A2028_daft_361","","","","","","","","","","","","","","",,
370010,370,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,370010,"d0101","npc_0002",-1,1,0,"",0,"10101","405","",-1,"Common","","","","","","","","","","","","","","","",,
370020,370,,20,5,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,370020,"d0105","evt_0001",-1,1,0,"",0,"10101","405","",-1,"Common","","","","","","","","","","","","","","","",,
380010,380,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,380010,"d0601","",-1,1,0,"",0,"10601","405","",-1,"Common","","","","","","","","","","","","","","","",,
380020,380,,20,5,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,380020,"d0604","access_point_01",-1,1,0,"",0,"10601","405","",-1,"Common","","","","","","","","","","","","","","","",,
390010,390,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390010,"d1205","npc_0500",-1,1,0,"",0,"10211","405","",-1,"A2028_daft_361","","Z2028_daft_390","","","","","","","","","","","","","",,
390020,390,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390020,"d1301","",-1,1,0,"",0,"10211","405","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390030,390,,30,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390030,"d1301","evt_1000",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390040,390,,40,15,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390040,"d1301","door_access_02",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390050,390,,50,18,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390045,"d1301","security_access",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390060,390,,60,20,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390050,"d1301","door_access_04",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390070,390,,70,23,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390055,"d1301","server_room_access",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390080,390,,80,25,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390060,"d1301","",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390090,390,,90,30,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390070,"d1301","",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390100,390,,100,40,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390080,"d1301","",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390110,390,,110,50,-1,-1,-1,-1,55,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390090,"d1301","security_01",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390120,390,,120,55,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390100,"d1301","npc_0002",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390130,390,,130,60,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390110,"d1302","",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390140,390,,140,65,-1,-1,-1,-1,68,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390120,"d1303","gim_0004",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390150,390,,150,68,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390120,"d1303","evt_0001",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390160,390,,160,70,-1,-1,-1,-1,71,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390125,"d1302","door_access_01",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390170,390,,170,71,-1,-1,-1,-1,72,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390125,"d1302","elv_open_access",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390180,390,,180,72,-1,-1,-1,-1,73,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390125,"d1302","elv_access",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390190,390,,190,73,-1,-1,-1,-1,74,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390125,"t0203","gim_9002",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390200,390,,200,74,-1,-1,-1,-1,75,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390130,"t0408","npc_0200",-1,1,0,"",0,"401","10211","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390210,390,,210,75,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390140,"d1304","",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390220,390,,220,80,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390150,"d1303","gim_0004",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390230,390,,230,83,-1,-1,-1,-1,85,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390150,"d1303","gim_9000",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390240,390,,240,85,-1,-1,-1,-1,87,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390160,"d1302","door_access_01",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390250,390,,250,87,-1,-1,-1,-1,90,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390160,"d1302","elv_open_access",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","","","","","","","","","","","","","","",,
390260,390,,260,90,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,390170,"d1204","",-1,1,0,"",0,"","","",-1,"Z2028_daft_390","","A2028_daft_400","","","","","","","","","","","","","",,
400010,400,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,400010,"d1205","npc_0504",-1,1,0,"",0,"10211","405","",-1,"A2028_daft_400","","","","","","","","","","","","","","","",,
