string2 0,int 1,empty 2,empty 3,empty 4,empty 5,empty 6,empty 7,empty 8,empty 9,empty 10,empty 11,empty 12,empty 13,empty 14,empty 15,empty 16,empty 17,empty 18,empty 19,empty 20,byte 21,byte 22,byte 23,byte 24,byte 25,byte 26
"syako_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"syako_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"tail_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"tail_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"tail_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"tail_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"tail_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"tane_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"tane_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"tane_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"tane_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"tane_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"tent_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"tent_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"tent_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"tent_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"tent_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"teri_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"teri_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"teri_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"teri_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"teri_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"toge_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"toge_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"toge_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"toge_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"toge_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"toko_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"toko_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"toko_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"toko_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"toko_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"tsuchi_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"tsuchi_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"tsuchi_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"tsuchi_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"tsuchi_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"tsuno_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"tsuno_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"tsuno_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"tsuno_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"tsuno_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"tunk_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"tunk_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"tunk_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"tunk_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"tunk_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"giza_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"giza_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"giza_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"giza_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"giza_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"tyran_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"tyran_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"tyran_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"tyran_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"tyran_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"tyrant_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"uni_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"uni_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"uni_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"uni_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"uni_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"vdora_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"vdora_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"vdora_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"vdora_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"vdora_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"wasp_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"wasp_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"wasp_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"wasp_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"wasp_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"wood_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"wood_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"wood_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"wood_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"wood_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"worm_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"worm_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"worm_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"worm_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"worm_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
"yuki_001_0",0,"","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0
"yuki_001_1",1,"","","","","","","","","","","","","","","","","","","",0,1,0,0,15,-15
"yuki_001_2",1,"","","","","","","","","","","","","","","","","","","",0,0,0,1,-15,15
"yuki_001_3",1,"","","","","","","","","","","","","","","","","","","",0,0,1,0,15,15
"yuki_001_4",1,"","","","","","","","","","","","","","","","","","","",1,0,0,0,-15,-15
