string2 0,int32 1,empty 2,empty 3,empty 4,empty 5,empty 6,empty 7,empty 8,empty 9,empty 10,empty 11,empty 12,empty 13,empty 14,empty 15,empty 16,empty 17,empty 18,empty 19,empty 20,int8 21,int8 22,int8 23,int8 24,int8 25,int8 26
"lena_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"panja_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"panja_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"panja_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"panja_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"panja_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"machg_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"machg_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"machg_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"machg_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"machg_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"gaji_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"gaji_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"gaji_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"gaji_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"gaji_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"beta_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"beta_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"beta_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"beta_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"beta_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"giza_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"giza_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"giza_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"giza_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"giza_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"tyran_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"tyran_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"tyran_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"tyran_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"tyran_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"aird_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"aird_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"aird_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"aird_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"aird_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"poyo_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"poyo_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"poyo_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"poyo_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"poyo_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"toko_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"toko_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"toko_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"toko_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"toko_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"pata_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"pata_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"pata_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"pata_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"pata_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"kuda_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"kuda_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"kuda_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"kuda_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"kuda_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"pro_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"pro_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"pro_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"pro_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"pro_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"teri_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"teri_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"teri_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"teri_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"teri_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"lop_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"lop_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"lop_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"lop_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"lop_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"ange_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"ange_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"ange_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"ange_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"ange_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"reppa_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"reppa_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"reppa_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"reppa_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"reppa_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"tail_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"tail_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"tail_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"tail_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"tail_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"uni_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"uni_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"uni_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"uni_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"uni_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"angew_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"angew_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"angew_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"angew_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"angew_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"holyan_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"holyan_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"holyan_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"holyan_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"holyan_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"knight_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"knight_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"knight_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"knight_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"knight_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"chiri_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"chiri_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"chiri_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"chiri_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"chiri_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"glade_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"glade_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"glade_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"glade_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"glade_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"claan_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"claan_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"claan_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"claan_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"claan_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"ofa_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"ofa_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"ofa_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"ofa_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"ofa_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"serap_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"serap_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"serap_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"serap_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"serap_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"pega_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"pega_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"pega_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"pega_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"pega_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"nefe_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"nefe_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"nefe_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"nefe_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"nefe_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"mug_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"mug_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"mug_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"mug_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"mug_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"coro_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"coro_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"coro_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"coro_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"coro_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"luna_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"luna_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"luna_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"luna_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"luna_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"anwi_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"anwi_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"anwi_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"anwi_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"anwi_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"sola_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"sola_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"sola_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"sola_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"sola_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"bird_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"bird_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"bird_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"bird_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"bird_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"agni_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"agni_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"agni_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"agni_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"agni_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"vuli_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"vuli_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"vuli_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"vuli_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"vuli_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"rigra_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"rigra_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"rigra_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"rigra_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"rigra_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"shakko_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"shakko_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"shakko_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"shakko_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"shakko_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"shigra_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"shigra_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"shigra_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"shigra_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"shigra_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"houo_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"houo_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"houo_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"houo_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"houo_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"megi_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"megi_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"megi_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"megi_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"megi_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"beow_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"beow_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"beow_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"beow_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"beow_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"mumm_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"mumm_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"mumm_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"mumm_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"mumm_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"pen_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"pen_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"pen_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"pen_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"pen_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"ikka_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"ikka_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"ikka_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"ikka_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"ikka_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"yuki_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"yuki_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"yuki_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"yuki_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"yuki_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"moja_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"moja_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"moja_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"moja_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"moja_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"viki_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"viki_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"viki_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"viki_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"viki_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"mete_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"mete_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"mete_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"mete_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"mete_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"raidora_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"raidora_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"raidora_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"raidora_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"raidora_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"horus_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"horus_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"horus_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"horus_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"horus_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"piko_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"piko_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"piko_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"piko_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"piko_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"devi_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"devi_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"devi_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"devi_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"devi_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"vande_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"vande_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"vande_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"vande_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"vande_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"ldevi_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"ldevi_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"ldevi_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"ldevi_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"ldevi_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"asta_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"asta_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"asta_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"asta_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"asta_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"skuba_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"skuba_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"skuba_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"skuba_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"skuba_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"demon_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"demon_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"demon_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"demon_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"demon_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"pie_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"pie_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"pie_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"pie_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"pie_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"kelbi_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"kelbi_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"kelbi_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"kelbi_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"kelbi_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"aruda_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"aruda_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"aruda_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"aruda_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"aruda_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"doru_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"doru_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"doru_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"doru_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"doru_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"giru_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"giru_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"giru_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"giru_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"giru_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"elec_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"elec_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"elec_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"elec_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"elec_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"chu_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"chu_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
"chu_001_2",1,,,,,,,,,,,,,,,,,,,,0,0,0,1,-15,15
"chu_001_3",1,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,15
"chu_001_4",1,,,,,,,,,,,,,,,,,,,,1,0,0,0,-15,-15
"imp_001_0",0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"imp_001_1",1,,,,,,,,,,,,,,,,,,,,0,1,0,0,15,-15
