int32 0,empty 1,empty 2,int32 3,int32 4,int32 5,int32 6,int32 7,int32 8,empty 9,int32 10,empty 11,int32 12,empty 13,int32 14,int32 15,int32 16,int32 17,int32 18,int32 19,int32 20,int32 21,int32 22,int32 23,int32 24,int32 25,int32 26,int16 27,int16 28,int16 29,int16 30,int16 31,int16 32,int32 33,int16 34,int16 35,int8 36,int8 37,int8 38,int8 39,int8 40,int8 41,int8 42,int8 43,int8 44,int8 45,int8 46,int8 47,int32 array 48,int32 array 49,int32 array 50,int32 array 51,int32 array 52,int32 array 53,int32 array 54,int32 array 55,int32 56,int32 57,empty 58,int32 59,int32 60,int32 61,int16 62,int16 63,int32 array 64,int32 65,int32 66
22141,,,22141,22141,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22151,,,22151,22151,0,3,1,0,,0,,0,,0,1,1,135,200,1,0,0,7,-1,1,1,1,25,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22152,,,22152,22152,0,4,1,0,,0,,0,,0,1,1,100,200,1,0,0,1,-1,4,1,1,50,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22181,,,22181,22181,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22191,,,22191,22191,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22201,,,22201,22201,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22211,,,22211,22211,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22221,,,22221,22221,0,3,1,22221,,12012,,0,,0,1,1,130,200,1,0,0,10,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22231,,,22231,22231,0,3,1,0,,0,,0,,0,1,1,130,200,1,0,0,10,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22241,,,22241,22241,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22251,,,22251,22251,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22261,,,22261,22261,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22271,,,22271,22271,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22281,,,22281,22281,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22321,,,22321,22321,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22331,,,22331,22331,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22341,,,22341,22341,0,3,1,0,,0,,0,,0,1,1,130,200,1,0,0,10,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22351,,,22351,22351,0,3,1,0,,0,,0,,0,1,1,130,200,1,0,0,10,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22391,,,22391,22391,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22411,,,22411,22411,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
22421,,,22421,22421,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23011,,,23011,23011,0,3,1,0,,0,,0,,0,1,1,110,200,1,0,0,1,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23021,,,23021,23021,0,3,1,0,,0,,0,,0,1,1,115,200,1,0,0,1,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23031,,,23031,23031,0,3,1,0,,0,,0,,0,1,2,60,150,1,0,0,5,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23041,,,23041,23041,0,3,1,0,,0,,0,,0,1,2,80,150,1,0,0,5,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23051,,,23051,23051,0,3,1,0,,0,,0,,0,1,2,2,100,1,0,2,5,-1,1,1,1,30,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23061,,,23061,23061,0,3,1,0,,0,,0,,0,1,2,120,150,1,0,0,5,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23071,,,23071,23071,0,3,1,0,,0,,0,,0,1,2,55,150,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,11,10,10,0,0,0,-1,,0,0,0,0,0,0,0,0
23081,,,23081,23081,0,3,1,0,,0,,0,,0,1,2,25,150,1,0,0,1,-1,4,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,13,10,10,0,0,0,-1,,0,0,0,0,0,0,0,0
23091,,,23091,23091,0,3,1,0,,0,,0,,0,1,2,65,150,1,0,0,1,-1,4,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23101,,,23101,23101,0,3,1,0,,0,,0,,0,1,2,80,150,1,0,0,1,-1,4,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23111,,,23111,23111,0,3,1,0,,0,,0,,0,1,2,1,100,1,0,2,10,-1,4,1,1,30,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23121,,,23121,23121,0,3,1,0,,0,,0,,0,1,2,115,150,1,0,0,10,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,5,0,80,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23131,,,23131,23131,0,3,1,0,,0,,0,,0,1,1,75,200,1,0,0,8,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,21,10,30,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23141,,,23141,23141,0,3,1,0,,0,,0,,0,1,2,20,150,1,0,0,8,-1,4,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,21,10,30,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23151,,,23151,23151,0,3,1,0,,0,,0,,0,1,2,15,150,1,0,0,9,-1,4,7,7,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23171,,,23171,23171,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23201,,,23201,23201,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23211,,,23211,23211,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23221,,,23221,23221,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23251,,,23251,23251,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23261,,,23261,23261,0,3,1,0,,0,,0,,0,1,1,95,200,1,0,0,1,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23271,,,23271,23271,0,4,1,0,,0,,0,,0,4,0,0,100,0,0,0,1,12,8,1,1,15,5,0,2,0,0,0,-1,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,100,0,0,0,-1,,0,0,0,0,0,0,0,0
23281,,,23281,23281,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23411,,,23411,23411,0,3,1,0,,0,,0,,0,1,1,40,200,1,0,0,1,-1,4,1,1,10,5,0,2,0,0,0,-1,0,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23421,,,23421,23421,0,3,1,0,,0,,0,,0,1,1,110,200,1,0,0,5,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23431,,,23431,23431,0,3,1,0,,0,,0,,0,1,1,15,200,1,0,0,4,-1,4,1,3,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23441,,,23441,23441,0,3,1,0,,0,,0,,0,1,1,90,200,1,0,0,1,-1,1,1,1,10,5,0,2,0,0,0,-1,0,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23451,,,23451,23451,0,3,1,0,,0,,0,,0,1,1,115,200,1,0,0,5,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23461,,,23461,23461,0,3,1,0,,0,,0,,0,1,1,125,200,1,0,0,4,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23471,,,23471,23471,0,3,1,0,,0,,0,,0,1,2,75,150,1,0,0,4,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,21,10,10,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23481,,,23481,23481,0,3,1,23481,,10012,,0,,0,1,1,65,200,1,0,0,3,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23491,,,23491,23491,0,3,1,0,,0,,0,,0,1,1,40,200,1,0,0,3,-1,4,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23501,,,23501,23501,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23502,,,23502,23502,0,4,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23591,,,23591,23591,0,3,1,0,,0,,0,,0,1,2,105,150,1,0,0,3,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23601,,,23601,23601,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23611,,,23611,23611,0,3,1,0,,0,,0,,0,1,2,1,100,1,0,2,9,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23631,,,23631,23631,0,3,1,0,,0,,0,,0,1,1,90,200,1,0,0,1,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23641,,,23641,23641,0,3,1,0,,0,,0,,0,1,1,1,100,1,0,2,5,-1,1,1,1,30,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,10,10,30,0,0,0,-1,,0,0,0,0,0,0,0,0
23651,,,23651,23651,0,3,1,0,,0,,0,,0,1,1,95,200,1,0,0,9,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23671,,,23671,23671,0,3,1,0,,0,,0,,0,1,1,1,100,1,0,2,0,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23681,,,23681,23681,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23691,,,23691,23691,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23701,,,23701,23701,0,3,1,0,,0,,0,,0,1,1,80,200,1,0,0,4,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23711,,,23711,23711,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23721,,,23721,23721,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23741,,,23741,23741,0,3,1,0,,0,,0,,0,1,4,15,100,1,0,0,10,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,0,0,0,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23751,,,23751,23751,0,3,1,0,,0,,0,,0,1,1,80,200,1,0,0,8,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,18,10,30,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23761,,,23761,23761,0,3,1,0,,0,,0,,0,1,2,1,100,1,0,2,0,-1,4,1,1,30,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,17 19,10 10,10 10,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23771,,,23771,23771,0,3,1,0,,0,,0,,0,1,2,75,150,1,0,0,5,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23781,,,23781,23781,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23791,,,23791,23791,0,3,1,0,,0,,0,,0,1,1,65,200,1,0,0,3,-1,4,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23801,,,23801,23801,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23821,,,23821,23821,0,3,1,0,,0,,0,,0,1,2,75,150,1,0,0,9,-1,4,1,1,25,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,10,10,100,0,0,0,-1,,0,0,0,0,0,0,0,0
23822,,,23822,23822,0,4,1,0,,0,,0,,0,1,1,35,200,1,0,0,1,-1,4,3,3,25,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23831,,,23831,23831,0,3,1,0,,0,,0,,0,1,1,125,200,1,0,0,5,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23851,,,23851,23851,0,3,1,0,,0,,0,,0,1,1,115,200,1,0,0,5,-1,4,1,1,20,5,0,2,0,0,0,-1,0,0,80,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23861,,,23861,23861,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23871,,,23871,23871,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23881,,,23881,23881,0,3,1,0,,0,,0,,0,1,1,70,200,1,0,0,1,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23891,,,23891,23891,0,3,1,0,,0,,0,,0,1,2,55,150,1,0,0,5,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23901,,,23901,23901,0,3,1,0,,0,,0,,0,1,2,1,100,1,0,2,9,-1,4,1,1,30,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23911,,,23911,23911,0,3,1,0,,0,,0,,0,1,2,25,150,1,0,0,3,-1,4,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23921,,,23921,23921,0,3,1,0,,0,,0,,0,1,1,65,200,1,0,0,3,-1,1,1,1,5,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,21,10,30,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23931,,,23931,23931,0,3,1,0,,0,,0,,0,1,1,75,200,1,0,0,3,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23941,,,23941,23941,0,3,1,0,,0,,0,,0,1,1,90,200,1,0,0,10,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23951,,,23951,23951,0,3,1,0,,0,,0,,0,1,2,30,150,1,0,0,1,-1,4,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23961,,,23961,23961,0,3,1,0,,0,,0,,0,1,1,90,200,1,0,0,0,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,9,10,30,0,0,0,-1,,0,0,0,0,0,0,0,0
23971,,,23971,23971,0,3,1,0,,0,,0,,0,1,1,110,200,1,0,0,1,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23981,,,23981,23981,0,3,1,0,,0,,0,,0,1,3,150,100,1,0,0,0,-1,1,1,1,10,5,0,2,0,0,0,-1,0,0,100,0,0,0,0,0,0,0,0,0,0,21,10,30,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
23991,,,23991,23991,0,3,1,0,,0,,0,,0,1,2,1,100,1,0,2,0,-1,1,1,1,20,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
24001,,,24001,24001,0,3,1,0,,0,,0,,0,1,1,115,200,1,0,0,7,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
24011,,,24011,24011,0,3,1,0,,0,,0,,0,1,1,2,100,1,0,2,0,-1,1,1,1,30,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
24021,,,24021,24021,0,3,1,0,,0,,0,,0,1,1,60,200,1,0,0,1,-1,4,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
24031,,,24031,24031,0,3,1,0,,0,,0,,0,1,1,55,200,1,0,0,7,-1,1,1,3,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
24041,,,24041,24041,0,3,1,0,,0,,0,,0,1,1,110,200,1,0,0,1,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,18,10,30,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
24051,,,24051,24051,0,3,1,0,,0,,0,,0,1,2,105,150,1,0,0,10,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
24061,,,24061,24061,0,3,1,0,,0,,0,,0,1,1,110,200,1,0,0,1,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,10,10,30,0,0,0,-1,,0,0,0,0,0,0,0,0
24071,,,24071,24071,0,3,1,0,,0,,0,,0,1,1,115,200,1,0,0,8,-1,1,1,1,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
24081,,,24081,24081,0,3,1,0,,0,,0,,0,1,1,40,200,1,0,0,9,-1,4,2,2,15,5,0,2,0,0,0,-1,0,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,0,0,0,0,0,0
