string2 0,int 1,int 2,int 3,string2 4,int 5,int 6,string2 7,string2 8,int 9
"FLAG_FREEARENA_RELEASE_020",16119,-1,0,"",0,0,"","FirstPresent",1
"FLAG_FREEARENA_RELEASE_021",16120,-1,0,"",0,0,"","FirstPresent",1
"FLAG_FREEARENA_RELEASE_022",16121,-1,0,"",0,0,"","FirstPresent",1
"FLAG_FREEARENA_RELEASE_023",16122,-1,0,"",0,0,"","FirstPresent",1
"FLAG_FREEARENA_FIRSTTALK_01",16200,-1,0,"",0,0,"","FirstPresent",1
"FLAG_FREEARENA_APPEARMARUSMON01",16201,-1,0,"",0,0,"","FirstPresent",1
"FLAG_FREEARENA_WINARMARUSMON01",16202,-1,0,"",0,0,"","FirstPresent",1
"FLAG_FREEARENA_GREETINGSKIP_01",16203,-1,0,"",0,0,"","FirstPresent",1
"FLAG_IS_START_Sarena_300",16204,-1,0,"",0,0,"","FirstPresent",1
"FLAG_IS_CLEAR_Sarena_300",16205,-1,0,"",0,0,"","FirstPresent",1
"FLAG_FREEARENA_WINARMARUSMON02",16206,-1,0,"",0,0,"","FirstPresent",1
"FLAG_MAIN_14_010",20000,360,1,"d",204,0,"start_00","A2028_daft_360",2
"FLAG_MAIN_14_011",20001,360,1,"d",204,0,"start_00","A2028_daft_360",2
"FLAG_MAIN_14_012",20002,360,1,"d",204,0,"start_00","A2028_daft_360",2
"FLAG_MAIN_14_013",20003,360,1,"d",204,0,"start_00","A2028_daft_360",2
"FLAG_MAIN_14_014",20004,360,1,"d",204,0,"start_00","A2028_daft_360",2
"FLAG_MAIN_14_015",20005,360,10,"d",204,0,"start_00","A2028_daft_360",2
"FLAG_MAIN_14_016",20006,360,10,"d",204,0,"start_00","A2028_daft_360",2
"FLAG_MAIN_14_017",20007,360,10,"d",204,0,"start_00","A2028_daft_360",2
"FLAG_MAIN_14_020",20010,360,10,"d",702,0,"start_00","A2028_daft_360",1
"FLAG_MAIN_14_030",20020,360,10,"d",702,0,"start_00","A2028_daft_360",1
"FLAG_MAIN_14_035",20025,360,10,"d",702,0,"start_00","A2028_daft_360",1
"FLAG_MAIN_14_040",20030,360,40,"d",701,0,"start_50","P2028_daft_361",1
"FLAG_MAIN_14_041",20031,360,40,"d",701,0,"start_50","P2028_daft_361",1
"FLAG_MAIN_14_042",20032,360,40,"d",701,0,"start_50","P2028_daft_361",1
"FLAG_MAIN_14_043",20033,360,40,"d",701,0,"start_50","P2028_daft_361",1
"FLAG_MAIN_14_044",20034,360,40,"d",701,0,"start_50","P2028_daft_361",1
"FLAG_MAIN_14_045",20035,360,40,"d",701,0,"start_50","P2028_daft_361",1
"FLAG_MAIN_14_050",20040,360,50,"d",702,0,"start_00","P2028_daft_361",1
"FLAG_MAIN_14_060",20050,360,50,"d",702,0,"start_00","P2028_daft_361",1
"FLAG_MAIN_15_010",20100,360,90,"d",204,0,"start_00","P2028_daft_361",2
"FLAG_MAIN_15_015",20105,360,90,"d",204,0,"start_00","A2028_daft_360",2
"FLAG_MAIN_15_020",20110,360,100,"t",3001,0,"start_01","A2028_daft_360",1
"FLAG_MAIN_15_030",20120,360,100,"t",3001,0,"start_01","A2028_daft_360",1
"FLAG_MAIN_15_040",20130,360,100,"t",3001,0,"start_01","A2028_daft_360",1
"FLAG_MAIN_15_050",20140,360,130,"d",204,0,"start_00","A2028_daft_360",2
"FLAG_MAIN_16_010",20200,360,110,"d",1205,0,"start_00","A2028_daft_360",1
"FLAG_MAIN_16_020",20210,360,130,"d",204,0,"start_00","A2028_daft_360",1
"FLAG_MAIN_16_030",20220,360,130,"d",204,0,"start_00","A2028_daft_360",1
"FLAG_MAIN_17_010",20300,390,1,"d",1204,0,"start_50","Z2028_daft_390",1
"FLAG_MAIN_17_020",20310,390,10,"d",1205,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_028",20318,390,14,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_029",20319,390,14,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_030",20320,390,11,"d",1204,0,"start_01","Z2028_daft_390",1
"FLAG_MAIN_17_031",20321,390,14,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_032",20322,390,14,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_033",20323,390,14,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_034",20324,390,14,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_035",20325,390,12,"d",1304,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_036",20326,390,13,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_037",20327,390,13,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_038",20328,390,14,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_039",20329,390,14,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_040",20330,390,20,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_040A",20331,390,20,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_041",20332,390,25,"t",203,0,"start_20","Z2028_daft_390",1
"FLAG_MAIN_17_042",20333,390,27,"t",408,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_043",20334,390,14,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_044",20335,390,14,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_045",20336,390,27,"t",408,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_046",20337,390,25,"t",203,0,"start_20","Z2028_daft_390",1
"FLAG_MAIN_17_047",20338,390,20,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_050",20340,390,40,"d",1401,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_060",20350,390,50,"t",3002,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_061",20351,390,50,"d",1304,0,"start_03","Z2028_daft_390",1
"FLAG_MAIN_17_062",20352,390,60,"d",1301,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_070",20360,390,60,"d",1303,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_071",20361,390,60,"d",1303,0,"start_00","Z2028_daft_390",1
"FLAG_MAIN_17_080",20370,390,70,"d",1302,0,"start_01","Z2028_daft_390",1
"FLAG_MAIN_17_090",20380,390,70,"d",1302,0,"start_01","Z2028_daft_390",1
"FLAG_MAIN_17_100",20390,390,70,"d",1302,0,"start_01","Z2028_daft_390",1
"FLAG_MAIN_18_010",20400,400,10,"d",1204,0,"start_50","A2028_daft_400",1
"FLAG_MAIN_18_015",20405,400,10,"d",1204,0,"start_50","A2028_daft_400",1
"FLAG_MAIN_18_016",20406,400,10,"d",1204,0,"start_50","A2028_daft_400",1
"FLAG_MAIN_18_018",20408,400,20,"d",1205,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_020",20410,400,30,"d",101,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_021",20411,400,30,"d",101,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_022",20412,400,30,"d",101,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_023",20413,400,35,"d",101,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_024",20414,400,36,"d",101,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_025",20415,400,37,"d",102,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_026",20416,400,37,"d",102,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_027",20417,400,37,"d",102,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_028",20418,400,38,"d",106,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_029",20419,400,38,"d",106,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_029A",20420,400,38,"d",106,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_029B",20421,400,39,"d",107,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_029C",20422,400,39,"d",107,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_029D",20423,400,39,"d",107,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_029E",20424,400,39,"d",107,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_029F",20425,400,40,"d",103,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_029G",20426,400,41,"d",104,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_029H",20427,400,41,"d",104,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_029I",20428,400,41,"d",104,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_029J",20429,400,41,"d",104,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_030",20430,400,60,"d",105,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_040",20431,400,60,"d",105,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_041",20432,400,61,"d",103,0,"start_01","A2028_daft_400",1
"FLAG_MAIN_18_042",20433,400,61,"d",103,0,"start_01","A2028_daft_400",1
"FLAG_MAIN_18_043",20434,400,62,"d",101,0,"start_01","A2028_daft_400",1
"FLAG_MAIN_18_044",20435,400,63,"d",107,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_045",20436,400,64,"d",108,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_046",20437,400,64,"d",108,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_047",20438,400,64,"d",108,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_048",20439,400,64,"d",108,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_049",20440,400,61,"d",103,0,"start_01","A2028_daft_400",1
"FLAG_MAIN_18_050",20450,400,70,"d",109,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_055",20455,400,80,"d",109,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_18_057",20457,400,35,"d",101,0,"start_00","A2028_daft_400",1
"FLAG_MAIN_19_010",20500,410,1,"d",101,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_011",20501,410,17,"d",603,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_012",20502,410,11,"d",601,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_015",20505,410,12,"d",605,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_020",20510,410,13,"d",604,0,"start_21","A2028_daft_410",1
"FLAG_MAIN_19_030",20520,410,14,"d",604,0,"start_21","A2028_daft_410",1
"FLAG_MAIN_19_035",20525,410,14,"d",604,0,"start_21","A2028_daft_410",1
"FLAG_MAIN_19_040",20530,410,14,"d",604,0,"start_21","A2028_daft_410",1
"FLAG_MAIN_19_050",20540,410,14,"d",604,0,"start_21","A2028_daft_410",1
"FLAG_MAIN_19_051",20541,410,14,"d",604,0,"start_21","A2028_daft_410",1
"FLAG_MAIN_19_051A",20542,410,14,"d",604,0,"start_21","A2028_daft_410",1
"FLAG_MAIN_19_052",20543,410,15,"d",604,0,"start_22","A2028_daft_410",1
"FLAG_MAIN_19_052A",20544,410,15,"d",604,0,"start_22","A2028_daft_410",1
"FLAG_MAIN_19_053",20545,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_053A",20546,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_054",20547,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_054A",20548,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_055",20549,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_056",20550,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_057",20551,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_058",20552,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_058A",20553,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_059",20554,410,17,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_060",20555,410,18,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_061",20556,410,18,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_062",20557,410,18,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_063",20558,410,19,"d",604,0,"start_22","A2028_daft_410",1
"FLAG_MAIN_19_064",20559,410,20,"d",605,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_065",20560,410,20,"d",605,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_066",20561,410,21,"t",3001,0,"start_01","P2028_daft_420",1
"FLAG_MAIN_19_067",20562,410,19,"d",604,0,"start_22","A2028_daft_410",1
"FLAG_MAIN_19_068",20563,410,18,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_069",20564,410,17,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_070",20565,410,17,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_071",20566,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_072",20567,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_073",20568,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_074",20569,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_075",20570,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_076",20571,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_077",20572,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_078",20573,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_079",20574,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_19_080",20575,410,17,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_081",20576,410,17,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_082",20577,410,18,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_083",20578,410,17,"d",604,0,"start_00","A2028_daft_410",1
"FLAG_MAIN_19_084",20579,410,19,"d",604,0,"start_22","A2028_daft_410",1
"FLAG_MAIN_19_085",20580,410,16,"d",603,0,"start_02","A2028_daft_410",1
"FLAG_MAIN_20_010",20600,420,10,"d",1204,0,"start_50","P2028_daft_420",1
"FLAG_MAIN_20_011",20601,420,10,"d",1204,0,"start_50","P2028_daft_420",1
"FLAG_MAIN_20_015",20605,420,10,"d",1204,0,"start_50","P2028_daft_420",1
"FLAG_MAIN_20_016",20606,420,10,"d",1204,0,"start_50","P2028_daft_420",1
"FLAG_MAIN_20_017",20607,420,10,"d",1204,0,"start_50","P2028_daft_420",1
"FLAG_MAIN_20_018",20608,420,10,"d",1204,0,"start_50","P2028_daft_420",1
"FLAG_MAIN_20_019",20609,420,10,"d",1204,0,"start_50","P2028_daft_420",1
"FLAG_MAIN_20_020",20610,420,30,"h",701,0,"start_00","P2028_daft_420",1
"FLAG_MAIN_20_021",20611,420,10,"d",1204,0,"start_50","P2028_daft_420",1
"FLAG_MAIN_20_022",20612,420,10,"d",1204,0,"start_50","P2028_daft_420",1
"FLAG_MAIN_20_025",20615,420,30,"h",701,0,"start_00","P2028_daft_420",1
"FLAG_MAIN_20_026",20616,420,10,"d",1204,0,"start_50","P2028_daft_420",1
"FLAG_MAIN_20_030",20620,420,30,"h",701,0,"start_00","P2028_daft_420",1
"FLAG_MAIN_20_040",20630,420,30,"h",701,0,"start_00","P2028_daft_420",1
"FLAG_MAIN_20_050",20640,420,30,"h",701,0,"start_00","P2028_daft_420",1
"FLAG_MAIN_20_060",20650,420,30,"h",701,0,"start_00","P2028_daft_420",1
"FLAG_MAIN_20_070",20660,420,90,"h",701,0,"start_00","P2028_daft_420",1
"FLAG_MAIN_20_075",20665,420,90,"h",701,0,"start_00","P2028_daft_420",1
"FLAG_MAIN_20_076",20666,420,90,"h",701,0,"start_00","P2028_daft_420",1
"FLAG_MAIN_20_080",20670,420,90,"h",701,0,"start_00","P2028_daft_420",1
"FLAG_MAIN_20_085",20675,420,100,"t",3001,0,"start_00","P2028_daft_420",1
"FLAG_MAIN_20_090",20680,420,110,"d",406,0,"start_00","P2028_daft_420",1
"FLAG_MAIN_21_010",20690,430,10,"d",1407,0,"start_00","P2028_daft_430",3
"FLAG_MAIN_21_020",20700,430,10,"d",1407,0,"start_00","P2028_daft_430",3
"FLAG_MAIN_21_030",20710,430,10,"d",1407,0,"start_00","P2028_daft_430",3
"FLAG_MAIN_21_040",20720,430,10,"d",1407,0,"start_00","P2028_daft_430",1
"FLAG_MAIN_21_050",20730,430,40,"e",6,0,"start_00","P2028_daft_430",1
"FLAG_MAIN_21_060",20740,430,40,"e",6,0,"start_00","P2028_daft_430",1
"FLAG_MAIN_22_010",20800,440,10,"d",900,0,"start_00","P2028_daft_440",1
"FLAG_MAIN_22_015",20805,440,10,"d",900,0,"start_00","P2028_daft_440",1
"FLAG_MAIN_22_020",20810,440,10,"d",900,0,"start_00","P2028_daft_440",1
"FLAG_MAIN_22_021",20811,440,10,"d",900,0,"start_00","P2028_daft_440",1
"FLAG_MAIN_22_100",20820,440,10,"d",900,0,"start_00","P2028_daft_440",1
"FLAG_MAIN_22_105",20825,440,10,"d",900,0,"start_00","P2028_daft_440",1
"FLAG_MAIN_22_110",20830,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_115",20835,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_120",20840,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_120A",20841,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_130",20850,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_140",20860,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_150",20870,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_155",20880,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_160",20890,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_165",20900,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_170",20910,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_180",20920,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_181",20921,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_182",20922,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_183",20923,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_185",20925,440,30,"d",901,0,"start_10","P2028_daft_441",1
"FLAG_MAIN_22_190",20930,440,50,"d",902,0,"start_00","P2028_daft_442",1
"FLAG_MAIN_22_191",20931,440,50,"d",902,0,"start_00","P2028_daft_442",1
"FLAG_MAIN_22_200",20940,440,50,"d",902,0,"start_00","P2028_daft_442",1
"FLAG_MAIN_22_210",20950,440,50,"d",902,0,"start_00","P2028_daft_442",1
"FLAG_MAIN_22_211",20951,440,50,"d",902,0,"start_00","P2028_daft_442",1
"FLAG_MAIN_22_212",20952,440,50,"d",902,0,"start_00","P2028_daft_442",1
"FLAG_MAIN_22_213",20953,440,50,"d",902,0,"start_00","P2028_daft_442",1
"FLAG_MAIN_22_220",20960,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_221",20961,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_222",20962,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_223",20963,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_224",20964,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_225",20965,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_226",20966,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_227",20967,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_228",20968,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_230",20970,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_231",20971,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_232",20972,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_235",20975,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_236",20976,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_240",20980,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_250",20990,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_260",21000,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_261",21001,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_262",21002,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_263",21003,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_264",21004,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_265",21005,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_270",21010,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_275",21015,440,80,"d",903,0,"start_00","P2028_daft_443",1
"FLAG_MAIN_22_276",21016,440,80,"d",903,0,"start_00","P2028_daft_443",1
"FLAG_MAIN_22_280",21020,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_281",21021,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_282",21022,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_283",21023,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_284",21024,440,70,"d",903,0,"start_10","P2028_daft_443",1
"FLAG_MAIN_22_285",21025,440,80,"d",903,0,"start_00","P2028_daft_443",1
"FLAG_MAIN_22_290",21030,440,80,"d",903,0,"start_00","P2028_daft_443",1
"FLAG_MAIN_22_291",21031,440,80,"d",903,0,"start_00","P2028_daft_443",1
"FLAG_MAIN_22_295",21035,440,90,"d",903,0,"start_00","P2028_daft_443",1
"FLAG_MAIN_22_296",21036,440,90,"d",903,0,"start_00","P2028_daft_443",1
"FLAG_MAIN_22_300",21040,440,90,"d",903,0,"start_00","P2028_daft_443",1
"FLAG_MAIN_22_310",21050,440,90,"d",903,0,"start_00","P2028_daft_443",1
"FLAG_MAIN_22_319",21059,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_320",21060,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_325",21065,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_330",21070,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_340",21080,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_350",21090,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_360",21100,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_370",21110,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_380",21120,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_390",21130,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_400",21140,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_401",21141,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_402",21142,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_403",21143,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_404",21144,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_410",21150,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_420",21160,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_423",21163,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_424",21164,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_425",21165,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_426",21166,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_427",21167,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_428",21168,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_429",21169,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_430",21170,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_435",21175,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_436",21176,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_440",21180,440,90,"d",904,0,"start_00","P2028_daft_444",1
"FLAG_MAIN_22_445",21185,440,110,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_MAIN_22_450",21190,440,110,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_MAIN_22_451",21191,440,110,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_MAIN_22_452",21192,440,110,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_MAIN_22_453",21193,440,110,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_MAIN_22_454",21194,440,110,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_MAIN_22_455",21195,440,110,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_MAIN_22_460",21200,440,110,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_MAIN_22_461",21201,440,110,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_MAIN_22_462",21202,440,110,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_MAIN_22_465",21205,440,110,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_MAIN_22_468",21208,440,110,"d",905,0,"start_00","P2028_daft_445",1
"FLAG_MAIN_22_469",21209,440,130,"d",905,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_470",21210,440,130,"d",905,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_471",21211,440,130,"d",905,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_479",21219,440,130,"d",906,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_480",21220,440,130,"d",906,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_490",21230,440,130,"d",906,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_491",21231,440,130,"d",906,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_495",21235,440,130,"d",906,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_500",21240,440,130,"d",906,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_501",21241,440,130,"d",906,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_505",21245,440,150,"d",906,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_506",21246,440,150,"d",906,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_510",21250,440,150,"d",906,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_511",21251,440,150,"d",906,0,"start_00","P2028_daft_446",1
"FLAG_MAIN_22_512",21252,440,150,"d",906,0,"start_00","P2028_daft_446",1
