string2 0,empty 1,empty 2,string2 3,string2 4,empty 5,int32 6,int32 7,string2 8,int32 9,string2 10,int32 11,string2 12,int32 13
"char_YUUTA",,,"npc018a","9999",,0,0,"",0,"",0,"",0
"char_NARRATION",,,"","9999",,2,0,"",0,"",0,"",0
"char_???",,,"","9999",,2,0,"",0,"",0,"",0
"char_DIGIVICE",,,"","4001",,0,0,"",0,"",0,"",0
"char_CALLER",,,"","9999",,0,0,"",0,"",0,"",0
"char_EMERGENCY_BROADCAST",,,"","9999",,0,0,"",0,"",0,"",0
"char_MYSTERIOUS_DIGIMON",,,"chr774","9999",,0,0,"",0,"",4,"",0
"char_STRONG_VOICE",,,"","9999",,0,0,"",0,"",0,"",0
"char_STRONG_VOICE_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_DIGIMON_CALLED_MY_SISTER",,,"","9999",,0,0,"",0,"",0,"",0
"char_CORONAMON_LUNAMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_SMALL_SHADOW",,,"","9999",,0,0,"",0,"",0,"",0
"char_DIGIMON_WAS_ELECMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_GREENGROCER",,,"","9999",,0,0,"",0,"",0,"",0
"char_STRAY_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_STRAY_DIGIMONS",,,"","9999",,0,0,"",0,"",0,"",0
"char_POLICEMAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_TOKOMON_HOLDING_A_LOLLIPOP",,,"","9999",,0,0,"",0,"",0,"",0
"char_SCREAM",,,"","9999",,0,0,"",0,"",0,"",0
"char_PASSERBY_WOMAN",,,"","9999",,1,0,"",0,"",0,"",0
"char_PASSERBY_MAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_HIGH_SCHOOL_BOY",,,"","9999",,0,0,"",0,"",0,"",0
"char_HIGH_SCHOOL_GIRL",,,"","9999",,1,0,"",0,"",0,"",0
"char_CHEERFUL_VOICE",,,"","9999",,0,0,"",0,"",0,"",0
"char_GREEN_BIG_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_CHILDHOOD_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_GROWTH_PERIOD_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_DIGIMON_WITH_A_BONE-LIKE_SWORD",,,"","9999",,0,0,"",0,"",0,"",0
"char_MEDIUM_SIZED_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_STATION_MASTER_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_BEAUTIFUL_VOICE",,,"","9999",,0,0,"",0,"",0,"",0
"char_BEAUTIFUL_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_DIGIMONS",,,"","9999",,2,0,"",0,"",0,"",0
"char_MINION_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_VOICES_HEARD_FROM_INSIDE_THE_GATE",,,"","9999",,0,0,"",0,"",0,"",0
"char_SMALL_TITAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_DIGIMON_LIKE_A_BEAR_CUB",,,"","9999",,0,0,"",0,"",0,"",0
"char_SMALL_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_BEAUTIFUL_SINGING_VOICE",,,"","9999",,0,0,"",0,"",0,"",0
"char_BEAUTIFUL_SINGING_VOICE_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_MEDIUM_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_DIGIMON_LIKE_A_LEADER",,,"","9999",,0,0,"",0,"",0,"",0
"char_MAD_SINGING_VOICE",,,"","9999",,0,0,"",0,"",0,"",0
"char_MAD_VOICE_SINGER",,,"","9999",,0,0,"",0,"",0,"",0
"char_RED_CLOAK_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_AEGIOMON_VOICE_OF_THE_HEART",,,"","9999",,0,0,"",0,"",0,"",0
"char_MYSTERIOUS_VOICE",,,"","9999",,0,0,"",0,"",0,"",0
"char_VOICE_FULL_OF_RESENTMENT",,,"","9999",,0,0,"",0,"",0,"",0
"char_SHADOW",,,"","9999",,0,0,"",0,"",0,"",0
"char_REPORTER",,,"","9999",,0,0,"",0,"",0,"",0
"char_WIDE_SHOW_COMMENTATOR",,,"","9999",,0,0,"",0,"",0,"",0
"char_WIDE_SHOW_MC",,,"","9999",,0,0,"",0,"",0,"",0
"char_GATEKEEPER",,,"","9999",,0,0,"",0,"",0,"",0
"char_GIANT_BIRD_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_NEWS_AUDIO",,,"","9999",,0,0,"",0,"",0,"",0
"char_WOMAN_OF_PUBLIC_SECURITY",,,"npc007a","9999",,1,0,"",0,"npc007",0,"",0
"char_MAN_OF_PUBLIC_SECURITY",,,"npc006a","9999",,0,0,"",0,"",0,"",0
"char_BEARMON_BRO",,,"","9999",,0,0,"",0,"",0,"",0
"char_TERMINAL",,,"","9999",,0,0,"",0,"",0,"",0
"char_VOICE_FROM_TERMINAL",,,"","9999",,0,0,"",0,"",0,"",0
"char_MAN_WHO_LIKES_TO_GOSSIP",,,"","9999",,0,0,"",0,"",0,"",0
"char_CHIEF_OF_PUBLIC_SECURITY",,,"","9999",,0,0,"",0,"",0,"",0
"char_EVERYONE",,,"","9999",,2,0,"",0,"",0,"",0
"char_VOICE_MIXED_WITH_NOISE",,,"","9999",,1,0,"",0,"",0,"",0
"char_CHILD",,,"","9999",,0,0,"",0,"",0,"",0
"char_DESCRIPTIVE_PART",,,"","9999",,0,0,"",0,"",0,"",0
"char_BLACKTAILMON_A",,,"chr043","9999",,0,0,"yfd001",0,"",0,"",0
"char_BLACKTAILMON_B",,,"chr043","9999",,0,0,"yfd001",0,"",0,"",0
"char_BLACKTAILMON_C",,,"chr043","9999",,0,0,"yfd001",0,"",0,"",0
"char_KOKUWAMON_A",,,"chr609","9999",,0,0,"",0,"mpc609",0,"",0
"char_KOKUWAMON_UN",,,"chr609","9999",,0,0,"",0,"mpc609",0,"",0
"char_KOKUWAMON_AUN",,,"chr609","9999",,0,0,"",0,"mpc609",0,"",0
"char_UNKNOWN",,,"","9999",,2,1,"",0,"",0,"",0
"char_ASSISTANT",,,"","9999",,0,0,"",0,"",0,"",0
"char_DIGIMON_MOB_A",,,"","9999",,0,0,"",0,"",0,"",0
"char_DIGIMON_MOB_B",,,"","9999",,0,0,"",0,"",0,"",0
"char_DIGIMON_OF_TITAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_DIGIMON_RING ANNOUNCER",,,"","9999",,0,0,"",0,"",0,"",0
"char_HANGYOMON_A",,,"chr606","9999",,0,0,"ymd002",0,"",0,"",0
"char_HANGYOMON_B",,,"chr606","9999",,0,0,"ymd002",0,"",0,"",0
"char_BOSSY_TSUNOMON",,,"chr438","1438",,0,0,"cma001",0,"",0,"",0
"char_TSUNOMON_CALLED_TAITAMON",,,"chr438","1438",,0,0,"cma001",0,"",0,"",0
"char_CHRONOMONS_GRUDGE",,,"chr774","9999",,0,0,"",0,"",0,"",0
"char_MAMEMONS",,,"","9999",,0,0,"",0,"",0,"",0
"char_SOUND_OF_TV",,,"","9999",,0,0,"",0,"",0,"",0
"char_AUDIBLE_VOICE",,,"","9999",,0,0,"",0,"",0,"",0
"char_BEAR_COSTUME?",,,"","9999",,0,0,"",0,"",0,"",0
"char_PANDA_COSTUME?",,,"","9999",,0,0,"",0,"",0,"",0
"char_HIGH_SCHOOL_GIRL_2",,,"","9999",,1,0,"",0,"",0,"",0
"char_DEPRESSED_GIRL",,,"","9999",,1,0,"",0,"",0,"",0
"char_ENCHANTING_VOICE",,,"","9999",,0,0,"",0,"",0,"",0
"char_PALE_MAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_PALE_MAN?",,,"","9999",,0,0,"",0,"",0,"",0
"char_DIABOROMON?",,,"","9999",,0,0,"",0,"",0,"",0
"char_GOSSIP_GIRL",,,"","9999",,1,0,"",0,"",0,"",0
"char_GIRL_REALLY_NOT_INTERESTED",,,"","9999",,1,0,"",0,"",0,"",0
"char_SUBWAY_WORKER",,,"","9999",,0,0,"",0,"",0,"",0
"char_MALE_VOICE",,,"","9999",,0,0,"",0,"",0,"",0
"char_TIRED_MAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_STATION_WORKER_DIGIMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_SECURITY_GUARD",,,"","9999",,0,0,"",0,"",0,"",0
"char_RUINS_MANIA",,,"","9999",,0,0,"",0,"",0,"",0
"char_SEXY_WOMEN",,,"","9999",,1,0,"",0,"",0,"",0
"char_TIRED_OFFICE_WORKER",,,"","9999",,0,0,"",0,"",0,"",0
"char_GIRL_WHO_LIKES_RUMORS",,,"","9999",,1,0,"",0,"",0,"",0
"char_GIRL_NOT_REALLY_INTERESTED_2",,,"","9999",,1,0,"",0,"",0,"",0
"char_PROPRIETOR",,,"","9999",,0,0,"",0,"",0,"",0
"char_DESPERATE_MEN",,,"","9999",,0,0,"",0,"",0,"",0
"char_WOMAN_LIKE_MOTHER",,,"npc106a","9999",,1,0,"",0,"",0,"",0
"char_TAKASHI",,,"","9999",,0,0,"",0,"",0,"",0
"char_WOMAN_LIKE_SHRINE_MAIDEN",,,"","9999",,0,0,"",0,"",0,"",0
"char_GOD_STATUE",,,"","9999",,0,0,"",0,"",0,"",0
"char_TAKASHIS_MOTHER",,,"","9999",,1,0,"",0,"",0,"",0
"char_GABUMON_A",,,"","9999",,0,0,"",0,"",0,"",0
"char_GABUMON_B",,,"","9999",,0,0,"",0,"",0,"",0
"char_GABUMON_C",,,"","9999",,0,0,"",0,"",0,"",0
"char_DRIMOGEMON_OB",,,"chr373","1373",,0,0,"ymd007",0,"",0,"",0
"char_DRIMOGEMON_YB",,,"chr373","1373",,0,0,"ymd007",0,"",0,"",0
"char_FORTUNE_TELLER",,,"","9999",,0,0,"",0,"",0,"",0
"char_OLDMAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_MANAGER",,,"","9999",,0,0,"",0,"",0,"",0
"char_HOST_OF_ORIENT",,,"","9999",,0,0,"",0,"",0,"",0
"char_CLIENT_WOMAN",,,"","9999",,1,0,"",0,"",0,"",0
"char_CLIENT_WOMAN_FRIEND",,,"","9999",,1,0,"",0,"",0,"",0
"char_CARD_KING",,,"","9999",,0,0,"",0,"",0,"",0
"char_CAFE_ASSISTANT",,,"","9999",,0,0,"",0,"",0,"",0
"char_NONAME",,,"","9999",,2,0,"",0,"",0,"",0
"char_WORKING_MAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_BROTHER_WHO_CAME_TO_LUNCH",,,"","9999",,0,0,"",0,"",0,"",0
"char_PLAIN_MAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_MAN_IN_WAIT",,,"","9999",,0,0,"",0,"",0,"",0
"char_TRUCK_DRIVER",,,"","9999",,0,0,"",0,"",0,"",0
"char_LOST_GAMER",,,"","9999",,0,0,"",0,"",0,"",0
"char_FEMALE_STUDENT",,,"","9999",,1,0,"",0,"",0,"",0
"char_MISTER",,,"","9999",,0,0,"",0,"",0,"",0
"char_BOY",,,"","9999",,0,0,"",0,"",0,"",0
"char_GIRL",,,"","9999",,1,0,"",0,"",0,"",0
"char_SALESPERSON",,,"","9999",,0,0,"",0,"",0,"",0
"char_KIND_HEARTED_MAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_TIRED_OLD_MAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_STANDING_MAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_MYSTERIOUS_MAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_MAN_LOOKS_KIND",,,"","9999",,0,0,"",0,"",0,"",0
"char_SHOP_CLERK",,,"","9999",,0,0,"",0,"",0,"",0
"char_ANNOYED_WOMAN",,,"","9999",,1,0,"",0,"",0,"",0
"char_RELAXED_MAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_DISTRESSED_WOMAN",,,"","9999",,1,0,"",0,"",0,"",0
"char_BIG_STUFFED_TOY",,,"","9999",,0,0,"",0,"",0,"",0
"char_STUFFED_TOY_?",,,"","9999",,0,0,"",0,"",0,"",0
"char_SELF_PROCLAIMED_STUFFED_TOY",,,"","9999",,0,0,"",0,"",0,"",0
"char_FASTEST_TERRIERMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_NAMELESS_RUNNER",,,"","9999",,0,0,"",0,"",0,"",0
"char_VOICES_OF_ONLOOKERS_HEARD_IN_THE_DISTANCE",,,"","9999",,0,0,"",0,"",0,"",0
"char_TICKET_COLLECTOR",,,"","9999",,0,0,"",0,"",0,"",0
"char_RECEPTION",,,"","9999",,0,0,"",0,"",0,"",0
"char_BARTENDER",,,"","9999",,0,0,"",0,"",0,"",0
"char_PUBLIC_SECURITY_PERSONNEL",,,"","9999",,0,0,"",0,"",0,"",0
"char_BULLETIN_BOARD",,,"","9999",,0,0,"",0,"",0,"",0
"char_YOUNG_MAN_STANDING",,,"","9999",,0,0,"",0,"",0,"",0
"char_TELEVISION",,,"","9999",,0,0,"",0,"",0,"",0
"char_BOOKSHELF",,,"","9999",,0,0,"",0,"",0,"",0
"char_BED",,,"","9999",,0,0,"",0,"",0,"",0
"char_LIQUOR_BOTTLE",,,"","9999",,0,0,"",0,"",0,"",0
"char_FOLIAGE_PLANT",,,"","9999",,0,0,"",0,"",0,"",0
"char_MAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_WOMAN",,,"","9999",,1,0,"",0,"",0,"",0
"char_DEMO",,,"","9999",,2,0,"",0,"",0,"",0
"char_OFFICE_WORKER",,,"","9999",,0,0,"",0,"",0,"",0
"char_YOUNG_MAN",,,"","9999",,0,0,"",0,"",0,"",0
"char_YOUNG_WOMAN",,,"","9999",,1,0,"",0,"",0,"",0
"char_CLOTHING_STORE",,,"","9999",,0,0,"",0,"",0,"",0
"char_MAID",,,"","9999",,1,0,"",0,"",0,"",0
"char_OTAKU",,,"","9999",,0,0,"",0,"",0,"",0
"char_OUT_OTAKU",,,"","9999",,0,0,"",0,"",0,"",0
"char_CAKE_GUEST_MAN   ",,,"","9999",,0,0,"",0,"",0,"",0
"char_PUBLIC_SECURITY_PERSONNEL_A",,,"","9999",,0,0,"",0,"",0,"",0
"char_PUBLIC_SECURITY_PERSONNEL_B",,,"","9999",,0,0,"",0,"",0,"",0
"char_PUBLIC_SECURITY_PERSONNEL_C",,,"","9999",,0,0,"",0,"",0,"",0
"char_MALE_AGENT",,,"","2000",,0,0,"",0,"pcm001",0,"",0
"char_FEMALE_AGENT",,,"","2001",,1,0,"",0,"pcf001",0,"",0
"char_DEBUG",,,"","9999",,0,0,"",0,"",0,"",0
"char_HERO",,,"","2000",,2,0,"",0,"",0,"",0
"char_HEROINE",,,"npc001a","2001",,1,0,"",0,"npc001",0,"",0
"char_HEROINES_FATHER",,,"npc002a","9999",,0,0,"",0,"npc002",0,"",0
"char_ABDUCTED_BOY",,,"npc109a","9999",,0,0,"",0,"",0,"",0
"char_ABDUCTED_GIRL",,,"npc110a","9999",,1,0,"",0,"",0,"",0
"char_ADAMAS_Cloud",,,"","6008",,2,0,"",0,"",0,"",0
"char_SECURITY",,,"","9999",,2,0,"",0,"",0,"",0
"char_INROOMBROADCAST",,,"","9999",,2,0,"",0,"",0,"",0
"char_DIGIBATO_MAGAZINE_REPORTER",,,"","9999",,0,0,"",0,"",0,"",0
"char_COSPLAYER_TOMOYO",,,"","9999",,1,0,"",0,"",0,"",0
"char_NUISANCE_DOUGER",,,"","9999",,0,0,"",0,"",0,"",0
"char_CHILDHOOD_DIGIMON_FAIL_TO_ESCAPE",,,"","9999",,2,0,"",0,"",0,"",0
"char_TUNOMON_TITAMON",,,"chr438","1438",,0,0,"",0,"mpc438",0,"",0
"char_AGUMON_TAILMON",,,"","6060",,2,0,"",0,"",0,"",0
"char_CERESMON_SPROUT",,,"","6061",,2,0,"",0,"",0,"",0
"char_MAN_IN_WHITECOAT",,,"","3017",,0,0,"",0,"",0,"",0
"char_ASSISTANT_TERRIERMON",,,"","9999",,2,0,"",0,"",0,"",0
"char_ORGEMON_AND_FUGAMON_AND_HYOUGAMON",,,"","9999",,0,0,"",0,"",0,"",0
"char_UNKNOWN_USER",,,"","9999",,0,0,"",0,"",0,"",0
"char_FRONTCLERK",,,"","9999",,0,0,"",0,"",0,"",0
"char_ELEVATORSTAFF",,,"","9999",,0,0,"",0,"",0,"",0
"char_BUTLER",,,"","9999",,0,0,"",0,"",0,"",0
"char_SPROUT_SIRENMON",,,"","9999",,1,0,"",0,"",0,"",0
"char_BIRDRA_TRANSPORT_EMPLOYEE",,,"","9999",,0,0,"",0,"",0,"",0
"char_BIRDRA_TRANSPORT_OWNER",,,"chr308","1308",,0,0,"",0,"",0,"",0
"char_BEGINNER_COSPLAYER",,,"","9999",,1,0,"",0,"",0,"",0
"char_PARALLELMON",,,"chr449","1449",,0,0,"ymb003",0,"mpc449",1,"",0
"char_PARALLELMON_BIG",,,"chr910","1449",,0,0,"ymb003",0,"mpc449",1,"",0
