int32 0,int32 1,empty 2,int32 3,int32 4,int32 5,int32 6,int32 7,int32 8,int32 9,int32 10,int32 11,int32 12,int32 13,int32 14,empty 15,int32 16,int32 17,empty 18,int32 19,float 20,int32 21,string2 22,string2 23,int32 24,int32 25,int32 26,string2 27,int32 28,string2 29,string2 30,string2 31,int32 32,string2 33,string2 34,string2 35,string2 36,string2 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43,string2 44,string2 45,string2 46,string2 47,string2 48,empty 49
179020,179,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,179020,"t0106","s010_179_toilet",-1,1,0,"",0,"10211","10201","102",10902,"A2028_daft_330","A2028_daft_450","A2028_daft_419","","","","","","","","","","","","","",
179030,179,,30,10,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,179030,"t0102","",-1,1,0,"",0,"10211","10201","102",10902,"A2028_daft_330","A2028_daft_450","A2028_daft_419","","","","","","","","","","","","","",
180010,180,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180010,"t0201","s010_180_tomoyo",-1,1,0,"",0,"201","10211","10201",10902,"A2028_daft_330","A2028_daft_450","A2028_daft_419","","","","","","","","","","","","","",
180020,180,,20,5,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,180020,"t0203","",-1,1,10,"evt_6000",0,"203","10211","10201",10902,"A2028_daft_330","A2028_daft_450","A2028_daft_419","","","","","","","","","","","","","",
183010,183,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,183010,"d0404","s030_183_001",-1,1,0,"",0,"10401","155","",1040401,"A2020_dbef_180","A2020_dbef_199","","","","","","","","","","","","","","",
183020,183,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,183020,"d0407","npc_0001",-1,1,0,"",0,"10401","155","",1040401,"A2020_dbef_180","A2020_dbef_199","","","","","","","","","","","","","","",
183030,183,,30,10,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,183030,"d0406","s030_183_001",-1,1,0,"",0,"10401","155","",1040401,"A2020_dbef_180","A2020_dbef_199","","","","","","","","","","","","","","",
200010,200,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,797,,13,-1,200010,"","",-1,1,0,"",0,"","","",9900001,"A2028_daft_440","A2028_daft_10000","A2020_dbef_199","","A2028_daft_420","","","","","","","","","","","",
200020,200,,20,10,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,200020,"t3001","change_0003",-1,1,0,"",0,"","","",-1,"A2028_daft_440","A2028_daft_10000","A2020_dbef_199","","A2028_daft_420","","","","","","","","","","","",
201010,201,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,798,,17,-1,201010,"","",-1,1,0,"",0,"","","",9900002,"A2020_dbef_119","","","","","","","","","","","","","","","",
201020,201,,20,10,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,201020,"t3001","change_0003",-1,1,0,"",0,"","","",-1,"A2020_dbef_119","","","","","","","","","","","","","","","",
202010,202,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,799,,13,-1,202010,"","",-1,1,0,"",0,"","","",9900003,"A2028_daft_419","","","","","","","","","","","","","","","",
202020,202,,20,10,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,202020,"t3001","change_0003",-1,1,0,"",0,"","","",-1,"A2028_daft_419","","","","","","","","","","","","","","","",
208010,208,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,208010,"d0506","s100_089_004",-1,1,0,"",0,"10521","155","",1050102,"A2028_daft_419","A2028_daft_10000","","","","","","","","","","","","","","",
208020,208,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,208020,"d0506","npc_0001",-1,1,0,"",0,"10521","155","",1050102,"A2028_daft_419","A2028_daft_10000","","","","","","","","","","","","","","",
208030,208,,30,10,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,208030,"d0506","s100_089_004",-1,1,0,"",0,"10521","155","",1050102,"A2028_daft_419","A2028_daft_10000","","","","","","","","","","","","","","",
211010,211,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,211010,"d0210","agumon_knight_01",-1,1,0,"",0,"10212","155","",1020202,"A2028_daft_419","A2028_daft_10000","","","","","","","","","","","","","","",
216010,216,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,216010,"t3001","farm_0001",-1,1,0,"",0,"10206","155","10212",-1,"Common","","","","","","","","","","","","","","","",
217010,217,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,217010,"t0203","s900_217_minerva",-1,1,0,"",0,"201","10211","",10902,"A2028_daft_419","","","","","","","","","","","","","","","",
300010,300,,10,1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,300010,"d0506","npc_0001",-1,1,0,"",0,"10521","401","",1050102,"A2028_daft_330","A2028_daft_419","","","","","","","","","","","","","","",
300020,300,,20,10,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,300020,"d0506","npc_0001",-1,1,0,"",0,"10521","401","",1050102,"A2028_daft_330","A2028_daft_419","","","","","","","","","","","","","","",
300030,300,,30,20,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,300030,"d0506","npc_0001",-1,1,0,"",0,"10521","401","",1050102,"A2028_daft_330","A2028_daft_419","","","","","","","","","","","","","","",
500010,500,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,500010,"t3001","DLC_elv",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","A2028_daft_341","A2028_daft_342","","","","","","",
920010,920,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,100,900000,"h0210","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
921010,921,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,100,900000,"h0211","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
922010,922,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,100,900000,"h0212","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
923010,923,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,100,900000,"h0213","",-1,1,0,"s",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
930010,930,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,900003,"h0310","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
931010,931,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,900003,"h0311","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
932010,932,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,900003,"h0312","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
933010,933,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,900003,"h0313","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
945010,945,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,180,900005,"h0415","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
946010,946,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,180,900005,"h0416","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
947010,947,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,180,900005,"h0417","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
948010,948,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,180,900005,"h0418","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
950010,950,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,30,-1,,-1,-1,900006,"h0510","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
951010,951,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,30,-1,,-1,-1,900006,"h0511","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
952010,952,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,30,-1,,-1,-1,900006,"h0512","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
953010,953,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,30,-1,,-1,-1,900006,"h0513","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
960010,960,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,328,,1,-1,,-1,-1,900009,"h0420","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
961010,961,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,489,,1,-1,,-1,-1,900010,"h0421","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
962010,962,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,490,,1,-1,,-1,-1,900011,"h0422","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
963010,963,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,732,,1,-1,,-1,-1,900012,"h0423","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
970010,970,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,900013,"h0220","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
971010,971,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,900014,"h0221","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
972010,972,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,900015,"h0222","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
980010,980,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,3,-1,,-1,-1,900002,"h0810","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
981010,981,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,3,-1,,-1,-1,900002,"h0811","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
982010,982,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,3,-1,,-1,-1,900002,"h0812","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
983010,983,,10,1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,3,-1,,-1,-1,900002,"h0813","",-1,1,0,"",0,"","","",-1,"Common","","","","","","","","","","","","","","","",
