int32 0,string3 1,int32 2,int32 3,int32 4,string2 5,string2 6,int32 7,int32 8,float 9,float 10,float 11,float 12,float 13,float 14,float 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,float 24,float 25,string2 26,int32 27
1090302,"",941,1,-1,"","",20401006,0,69.912,-4.213,54.172,97.619,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090303,"",941,1,-1,"","",20401006,1,29.612,-4.487,12.703,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090304,"",941,1,-1,"","",20401006,0,15.046,5.151,61.692,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090305,"",940,1,-1,"","",20401006,1,21.394,22.165,64.448,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090306,"",940,1,-1,"","",20401006,0,49.048,52.873,64.698,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090307,"",941,1,-1,"","",20401006,1,29.873,28.542,30.404,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090308,"",940,1,-1,"","",20401006,0,33.527,64.223,33.679,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090401,"",930,1,-1,"","",20303001,0,-23.314,-0.001,21.496,18.433,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090402,"",931,1,-1,"","",20303001,1,-28.883,0.079,27.092,430.489,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090403,"",930,1,-1,"","",20303001,1,38.954,0,-4.001,-55.861,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090404,"",931,1,-1,"","",20303001,0,-13.283,4.837,-7.433,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090405,"",931,1,-1,"","",20303001,1,17.159,-0.001,-0.667,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090406,"",930,1,-1,"","",20303001,0,24.968,0,-11.346,-204.102,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090407,"",931,1,-1,"","",20303001,0,13.971,0.004,-24.564,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090408,"",931,1,-1,"","",20303001,0,-12.827,0,-26.482,25.552,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090501,"",950,1,1,"","",20501001,1,-29.061,8.08,-89.958,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090502,"",950,1,1,"","",20501001,1,10.637,8.08,-94.836,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090503,"",951,1,1,"","",20501001,1,-44.29,1.961,-83.844,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090504,"",951,1,1,"","",20501001,1,-55.118,8.081,-106.909,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090505,"",951,1,1,"","",20501001,1,13.009,1.961,-77.634,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1090506,"",950,1,1,"","",20501001,1,32.415,1.961,-88.249,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1100101,"ＨＰカプセルⅠ",981,1,1,"","",21001001,1,-52.04,-1.801,3.727,-58.377,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1100102,"汚れた土",981,1,1,"","",21001001,1,-42.552,-1.801,11.848,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1100103,"ＳＰカプセルⅠ",981,1,1,"","",21001001,1,-88.732,-3.456,5.011,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1100301,"汚れた土",981,1,-1,"","",21003001,1,24.19,-0.001,13.345,-58.377,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1100302,"ボロボロの石",981,1,-1,"","",21003001,1,-17.64,0.179,-21.965,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110101,"汚れた土",982,1,-1,"","",21101001,0,-78.655,3,-6.582,60,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110102,"腐りかけの木材",920,1,-1,"","",21101007,0,-53.114,0,-37.015,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110103,"腐りかけの木材",920,1,-1,"","",21101007,1,4.768,0,-24.733,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110104,"腐りかけの木材",920,1,-1,"","",21101007,0,-29.442,0,62.859,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110105,"腐りかけの木材",920,1,-1,"","",21101007,0,-49.12,0,-20.918,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110106,"腐りかけの木材",920,1,10,"","",21101007,1,95.608,0,-16.361,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110107,"ＡＧＬブースト",920,1,10,"","",21101007,0,105.259,0,-13.536,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110108,"腐りかけの木材",920,1,-1,"","",21101007,0,7.303,0,-21.36,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110109,"ポイズンリカバリー",920,1,10,"","",21101007,1,51.583,0,-72.06,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110110,"腐りかけの木材",920,1,10,"","",21101007,0,9.006,0,-69.654,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110111,"腐りかけの木材",920,1,10,"","",21101007,0,32.775,0,-29.877,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110112,"腐りかけの木材",920,1,10,"","",21101007,1,68.636,0,-19.826,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110201,"汚れた土",982,1,-1,"","",21102001,0,-23.594,-0.001,-7.299,70,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110202,"ステータスリカバリー",982,1,-1,"","",21102001,0,-16.354,0,21.611,30,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110203,"汚れた土",982,1,-1,"","",21102001,1,-80.834,2.999,-40.655,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110204,"汚れた土",982,1,-1,"","",21102001,0,49.474,-3.001,-55.766,170,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110205,"ＨＰカプセルⅠ",982,1,10,"","",21102001,0,41.689,-0.001,-1.907,30,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110206,"ボロボロの石",982,1,-1,"","",21102001,0,45.08,-3.001,-57.877,60,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110207,"ボロボロの石",982,1,-1,"","",21102001,1,33.843,-0.001,-33.279,60,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110208,"ボロボロの石",982,1,-1,"","",21102001,0,21.08,-0.001,-3.005,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110209,"ＭＮＤブースト",982,1,-1,"","",21102001,0,-80.237,2.999,-4.078,60,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110210,"ポイズンリカバリー",982,1,-1,"","",21102001,1,-0.772,-0.001,-29.347,260,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110211,"ＳＰカプセルⅠ",982,1,1,"","",21102001,0,-42.814,3,-66.707,228,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110212,"汚れた土",982,1,1,"","",21102001,0,-53.766,3,-60.37,0,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1110213,"ボロボロの石",982,1,1,"","",21102001,0,-39.542,3,-51.164,30,0,0,1,1,10,-1,0,0,0,0,-1,0,0,"",0
1140101,"汚れた土",985,1,-1,"","",21402001,1,51.971,1,3.488,-220.543,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140102,"ボロボロの石",985,1,-1,"","",21402001,1,68.458,1,1.734,43.707,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140103,"ボロボロの石",985,1,-1,"","",21402001,1,14.057,1,-18.81,-35.614,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140104,"ＤＥＦブースト",985,1,-1,"","",21402001,1,-19.118,0.999,-37.305,-120.15,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140105,"汚れた土",985,1,-1,"","",21402001,1,26.038,1,-36.862,-38.192,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140106,"ボロボロの石",985,1,-1,"","",21402001,1,28.658,1.099,-13.563,70.444,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140107,"汚れた土",985,1,-1,"","",21402001,1,12.483,1.099,-47.157,84.656,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140201,"汚れた土",985,1,-1,"","",21402001,0,18.523,0,5.239,-220.543,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140202,"ボロボロの石",985,1,-1,"","",21402001,1,17.485,-0.001,-27.132,43.707,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140203,"ボロボロの石",985,1,-1,"","",21402001,0,-20.366,-6,-27.881,-35.614,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140204,"ＤＥＦブースト",985,1,-1,"","",21402001,0,-17.623,-6,12.403,-120.15,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140205,"汚れた土",985,1,-1,"","",21402001,0,5.355,0,28.1,-38.192,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140206,"ＳＰカプセルⅠ",985,1,-1,"","",21402001,1,-3.772,-0.001,-11.146,112.188,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140301,"汚れた土",985,1,-1,"","",21403001,0,20.872,0.066,27.772,-73.347,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140302,"ポイズンリカバリー",985,1,-1,"","",21403001,1,-7.11,-0.001,-19.127,190,0,0,1,1,3,-1,0,0,0,0,-1,0,0,"",0
1140303,"固い石",985,1,-1,"","",21403001,0,17.943,0.029,-18.995,280,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140304,"自然な土",985,1,-1,"","",21403001,1,6.462,0,18.545,25,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140305,"ボロボロの石",985,1,-1,"","",21403001,0,7.17,0.026,-28.271,60,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140501,"ドットリカバリー",985,1,-1,"","",21405001,1,-26.533,3.342,-26.025,-85.802,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140502,"ボロボロの石",985,1,-1,"","",21405001,0,-28.697,-0.001,7.217,101.978,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140503,"ボロボロの石",985,1,-1,"","",21405001,0,18.813,6,19.469,101.978,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140504,"ボロボロの石",985,1,-1,"","",21405001,1,33.405,5.999,23.803,215.851,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140505,"ボロボロの石",985,1,-1,"","",21405001,0,-2.517,0,16.195,101.978,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140601,"ポイズンリカバリー",985,1,-1,"","",21406001,1,0.456,-6,-11.308,210,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140602,"汚れた土",985,1,-1,"","",21406001,1,34.87,0,11.979,101.978,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
1140603,"ＡＴＫブースト",985,1,-1,"","",21406001,1,23.352,0.014,-16.583,0,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
2010201,"ＨＰカプセルⅠ",22,1,-1,"","",100,1,5.012,0,57.738,0,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
2020201,"ボロボロの石",22,1,-1,"","",100,1,180.374,0.499,-213.088,0,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
2030201,"ＨＰカプセルⅠ",22,1,-1,"","",100,1,-5.793,0,92.484,9.316,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
2040201,"ＨＰカプセルⅠ",22,1,-1,"","",100,1,7.518,0.117,-25.093,0,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
2041501,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,-21.102,20,15.543,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041502,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,-14.96,20,21.666,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041503,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,14.961,20,21.485,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041504,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,21.019,20,15.394,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041505,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,20.905,20,-14.731,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041506,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,14.814,20,-20.489,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041507,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,-14.917,20,-20.514,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041508,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,-21.07,20,-14.578,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041509,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,5.967,20,-27.14,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041510,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,-5.916,20,-27.141,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041511,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,14.961,20,-33.698,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041512,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,20.839,20,-39.475,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041513,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,-14.965,20,-33.747,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041514,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,-20.972,20,-39.547,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041515,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,-21.059,20,-69.403,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041516,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,-15.012,20,-75.489,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041517,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,14.918,20,-75.511,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041518,"ＨＰカプセルⅠ",22,1,-1,"","",30415001,0,20.873,20,-69.539,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041601,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,-21.102,20,15.543,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041602,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,-14.96,20,21.666,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041603,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,14.961,20,21.485,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041604,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,21.019,20,15.394,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041605,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,20.905,20,-14.731,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041606,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,14.814,20,-20.489,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041607,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,-14.917,20,-20.514,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041608,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,-21.07,20,-14.578,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041609,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,5.967,20,-27.14,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041610,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,-5.916,20,-27.141,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041611,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,14.961,20,-33.698,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041612,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,20.839,20,-39.475,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041613,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,-14.965,20,-33.747,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041614,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,-20.972,20,-39.547,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041615,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,-21.059,20,-69.403,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041616,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,-15.012,20,-75.489,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041617,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,14.918,20,-75.511,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041618,"ＨＰカプセルⅠ",22,1,-1,"","",30416001,0,20.873,20,-69.539,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041701,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,-21.102,20,15.543,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041702,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,-14.96,20,21.666,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041703,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,14.961,20,21.485,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041704,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,21.019,20,15.394,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041705,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,20.905,20,-14.731,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041706,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,14.814,20,-20.489,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041707,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,-14.917,20,-20.514,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041708,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,-21.07,20,-14.578,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041709,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,5.967,20,-27.14,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041710,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,-5.916,20,-27.141,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041711,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,14.961,20,-33.698,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041712,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,20.839,20,-39.475,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041713,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,-14.965,20,-33.747,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041714,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,-20.972,20,-39.547,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041715,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,-21.059,20,-69.403,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041716,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,-15.012,20,-75.489,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041717,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,14.918,20,-75.511,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041718,"ＨＰカプセルⅠ",22,1,-1,"","",30417001,0,20.873,20,-69.539,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041801,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,-21.102,20,15.543,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041802,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,-14.96,20,21.666,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041803,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,14.961,20,21.485,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041804,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,21.019,20,15.394,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041805,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,20.905,20,-14.731,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041806,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,14.814,20,-20.489,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041807,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,-14.917,20,-20.514,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041808,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,-21.07,20,-14.578,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041809,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,5.967,20,-27.14,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041810,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,-5.916,20,-27.141,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041811,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,14.961,20,-33.698,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041812,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,20.839,20,-39.475,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041813,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,-14.965,20,-33.747,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041814,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,-20.972,20,-39.547,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041815,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,-21.059,20,-69.403,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041816,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,-15.012,20,-75.489,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041817,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,14.918,20,-75.511,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2041818,"ＨＰカプセルⅠ",22,1,-1,"","",30418001,0,20.873,20,-69.539,0,0,0,0.6,0,-1,-1,0,0,0,0,-1,0,0,"",0
2050201,"ＨＰカプセルⅠ",22,1,-1,"","",100,1,-13.131,6.538,79.053,0,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
2080101,"ＨＰカプセルⅠ",22,1,-1,"","",100,1,4.041,0.5,53.277,0,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,"",0
