int32 0,int32 1,int32 2,int32 3,float 4,float 5,float 6,float 7,float 8,string3 9,string3 10,float 11,float 12,float 13,float 14,int32 15,float 16,float 17,int32 18,float 19,int32 20,int32 21,int32 22,float 23,float 24,int32 25,float 26,int32 27,float 28,float 29,float 30,int32 31
1100402,1100402,0,-1,-40.82979,7,-32.447216,0,2.5,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100403,1100403,0,-1,-3.503419,4.577712,-18.844769,-280.56235,1,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100404,1100404,0,-1,-33.640408,7,-20.18687,-11.997437,1,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100405,1100405,0,-1,42.090855,1,15.702687,-85.401985,2,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100406,1100406,0,-1,-24.045282,2.2,29.107267,86.234406,1,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100407,1100407,0,-1,-33.666077,1,15.371159,-92.18869,1.5,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100408,1100408,0,-1,-39.75793,2.2,27.001791,270.13977,2,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1100409,1100409,0,-1,2.159882,0.999999,16.341516,-119.16035,1,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,50,0,3,0,0,0,0,-1
1140201,90626,0,-1,-19.478052,-5.999999,-20.55835,151.3224,1,"bn01","ba02",45,10,2.5,1,0,4,10,0,3,0,0,0,6,15,0,3,0,0,0,0,-1
1140202,90567,0,-1,29.465797,0,10.807475,133.58263,1,"bn01","ba02",45,10,2.5,1,0,3,10,0,3,0,0,0,5,10,0,3,0,0,0,0,-1
1140203,90629,0,-1,19.365217,0,-21.613153,-45.71024,1,"bn01","",45,5,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1140204,90629,0,-1,16.778482,0,-29.034676,-126.60478,1,"bn01","",45,5,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1140205,90009,0,-1,-34.515713,-6,-17.800377,-117.475365,1,"bn01","ba02",45,10,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1140206,90009,0,-1,-34.656315,-5.999999,-28.61951,45.64853,1,"bn01","ba02",45,10,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1140207,90626,0,-1,-15.504973,-6,23.490353,0,1,"bn01","ba02",45,10,2.5,1,0,3,10,-1,3,0,0,0,5,15,-1,3,0,0,0,0,-1
1140208,90630,0,-1,5.575068,0,27.755346,-122.4137,1,"bn01","ba02",45,10,2.5,1,0,4,15,-1,3,0,0,0,6,10,-1,3,0,0,0,0,-1
1140209,90567,0,-1,2.327727,0.02146,12.463499,-411.78406,1,"bn01","ba02",45,5,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1140210,90009,0,-1,-18.403017,0,28.286417,152.08452,1,"bn01","ba02",45,10,2.5,1,0,4,15,-1,3,0,0,0,6,15,-1,3,0,0,0,0,-1
1140211,90009,0,-1,-6.357924,0,24.164858,-154.60602,1,"bn01","ba02",45,10,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1140212,90631,0,-1,-4.316528,0,19.62078,156.78401,1,"bn01","ba02",45,10,2.5,1,3,0,0,-1,3,0,0,4,0,0,-1,3,0,0,0,0,-1
1140301,90569,0,-1,-14.718053,0,22.187067,-262.24814,1,"bn01","ba02",45,10,2.5,1,0,4,10,0,3,0,0,0,6,15,0,3,0,0,0,0,-1
1140302,90569,0,-1,26.835043,0,23.124712,-125.27314,1,"bn01","ba02",45,5,2.5,1,0,4,8,0,3,0,0,0,6,15,0,3,0,0,0,0,-1
1140303,1140203,0,-1,-16.208088,-1e-06,-3.358017,-44.613487,1,"bn01","ba02",45,10,2.5,1,0,4,3,0,3,0,0,0,6,15,0,3,0,0,0,0,-1
1140304,1140204,0,-1,34.53449,0,8.107373,53.694504,1,"bn01","ba02",45,10,2.5,1,3,0,0,0,3,0,0,0,6,15,0,3,0,0,0,0,-1
1140305,90361,0,-1,5.64595,0,17.389652,20.987991,1,"bn01","ba02",70,8,2.5,1,3,0,0,-1,3,0,0,0,6,20,-1,3,0,0,0,0,-1
1140306,90515,0,-1,2.348357,0,17.83359,136.225,1,"bn01","ba02",0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1
1140307,90515,0,-1,3.13319,0,16.369427,-30.227325,1,"bn01","ba02",0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1
1140401,1140301,0,-1,-24.68366,0,27.371601,-0.241735,1,"bn01","ba02",45,15,2.5,1,0,4,10,0,3,0,0,0,6,5,0,3,0,0,0,0,-1
1140402,1140302,0,-1,-3.263482,0,-11.572188,39.90781,1,"bn01","ba02",45,15,2.5,1,3,4,10,0,3,0,0,7,7,15,0,5,0,0,0,0,-1
1140403,1140303,0,-1,14.449422,0,8.059425,-48.18142,1,"bn01","ba02",45,15,2.5,1,3,4,10,0,3,0,0,0,6,5,0,3,0,0,0,0,-1
1140501,1140401,0,-1,-24.42433,0,25.347527,107.3933,1,"bn01","ba02",45,15,2.5,1,3,4,10,0,3,0,0,7,6,5,0,3,0,0,0,0,-1
1140502,1140402,0,-1,-5.861949,5.999999,-10.847269,-55.723915,1,"bn01","ba02",45,15,2.5,1,3,4,10,0,3,0,0,0,6,5,0,3,0,0,0,0,-1
1140601,90452,0,-1,0.128296,0,-0.931287,-0.175806,1.8,"bn01","ba02",45,20,2.5,1,3,4,10,0,3,0,0,0,6,30,1,3,0,0,0,0,-1
1140602,90437,0,-1,0.105304,-6,-27.524284,-12.574608,1,"bn01","",360,10,2.5,1,0,2,3,0,3,0,1,2,7.2,50,3,-1,1,0,0,0,-1
1140603,90437,0,-1,1.123887,-5.999999,-24.966608,6.682677,1,"bn01","",360,10,2.5,1,0,2,3,0,3,0,1,2,6.8,50,2,-1,1,0,0,0,-1
