int32 0,string3 1,string3 2,float 3,float 4,float 5,float 6,float 7,float 8,float 9,int32 10,string3 11,int32 12,bool 13
42125,"mob015","e002",11.081076,9.2,-35.47763,-20.588684,0,0,1,0,"",-1,true
42150,"mob001","fn01",5.470612,1.2,-52.907986,-265.34473,0,0,1,0,"",-1,true
42151,"mob017","fn05",-0.841532,1.22156,-31.180788,-89.27118,0,0,1,0,"",-1,true
42152,"mob011","fn05",-0.776662,1.313865,-31.985527,-87.04241,0,0,1,0,"",-1,true
42153,"mob017","fn04",-0.867014,1.232607,-32.820015,-86.24547,0,0,1,0,"",-1,true
42154,"mob003","fn04",-1.019022,1.221933,-33.49377,-82.28999,0,0,1,0,"",-1,true
42155,"mob003","fn25",0.936013,1.25165,-31.326069,-261.701,0,0,1,0,"",-1,true
42156,"mob004","fn16",0.956744,1.268904,-32.03,-267.78528,0,0,1,0,"",-1,true
42085,"mob015","e117",-6.450377,1.2,-47.367496,-37.775513,0,0,1,0,"",-1,true
42158,"mob001","fn04",0.919123,1.24891,-33.674458,-267.87906,0,0,1,0,"",-1,true
42159,"mob017","fn02",7.320027,1.2,-23.905758,69.35368,0,0,1,0,"",-1,true
42160,"mob011","e632",7.290705,1.2,-16.404087,-308.2058,0,0,1,0,"",-1,true
42161,"mob001","fn19",7.474392,1.2,-16.445711,-247.97778,0,0,1,0,"",-1,true
42162,"mob001","fn34",7.253542,1.2,-24.60349,-248.20697,0,0,1,0,"",-1,true
42163,"mob012","fn09",7.0865,1.2,-29.032335,-281.7301,0,0,1,0,"",-1,true
42164,"mob012","fn36",7.19542,1.2,-29.104692,-254.08891,0,0,1,0,"",-1,true
42157,"mob015","fn05",-1.110401,1.2,26.392046,-91.4825,0,0,1,0,"",-1,true
42166,"mob003","fn07",6.974904,1.2,-52.450233,95.15331,0,0,1,0,"",-1,true
42167,"mob003","fn21",7.107071,1.2,7.212033,-261.72626,0,0,1,0,"",-1,true
42168,"mob017","fn02",7.127325,1.2,6.341782,72.59511,0,0,1,0,"",-1,true
42169,"mob004","fn18",7.466379,1.2,1.000271,-264.82504,0,0,1,0,"",-1,true
42170,"mob004","fn14",7.479313,1.2,1.719834,-203.9429,0,0,1,0,"",-1,true
42171,"mob014","fn01",-6.382819,1.2,2.09465,-117.6257,0,0,1,0,"",-1,true
42172,"mob004","fn18",7.284969,1.2,11.626036,-267.49854,0,0,1,0,"",-1,true
42173,"mob014","fn08",7.243044,1.2,12.544296,156.00491,0,0,1,0,"",-1,true
42174,"mob003","fn03",-0.147627,1.2,6.448899,3.825524,0,0,1,0,"",-1,true
42175,"mob001","fn02",6.549681,1.2,-24.125616,-275.17618,0,0,1,0,"",-1,true
42176,"mob012","fn08",7.372234,1.2,-11.8007,-12.852331,0,0,1,0,"",-1,true
42177,"mob001","fn02",-7.145865,1.2,-52.21303,-82.28999,0,0,1,0,"",-1,true
42178,"mob017","fn01",-6.411036,1.2,-41.40672,-100.52144,0,0,1,0,"",-1,true
42179,"mob001","fn02",-2.832641,1.2,-27.332497,-82.28999,0,0,1,0,"",-1,true
42180,"mob001","fn02",-3.190146,1.2,-11.023115,-82.28999,0,0,1,0,"",-1,true
42181,"mob012","e006",5.794088,1.2,-48.55153,-226.49986,0,0,1,0,"",-1,true
42182,"mob004","fn22",1.013107,1.2,-43.998512,89.741165,0,0,1,0,"",-1,true
42183,"mob001","fn22",0.953062,1.299135,-45.656395,97.53698,0,0,1,0,"",-1,true
42184,"mob001","fn18",7.149824,1.2,-35.184395,113.4823,0,0,1,0,"",-1,true
42185,"mob017","fn02",7.048256,1.2,-42.32235,88.47174,0,0,1,0,"",-1,true
42186,"mob001","fn02",6.268756,1.2,-41.79238,-285.941,0,0,1,0,"",-1,true
42187,"mob011","fn05",-0.548345,1.2,-43.192413,-88.617805,0,0,1,0,"",-1,true
42188,"mob001","fn05",-1.026014,1.2,-43.998554,-95.016945,0,0,1,0,"",-1,true
42189,"mob001","fn02",-7.127985,1.2,-41.24426,-82.28999,0,0,1,0,"",-1,true
42190,"mob001","fn07",-6.360299,1.2,-42.030807,-82.28999,0,0,1,0,"",-1,true
42191,"mob001","fn04",-0.936963,1.278112,-42.417393,-83.40162,0,0,1,0,"",-1,true
42192,"mob013","fn22",-0.660558,1.308457,-44.76044,-94.86523,0,0,1,0,"",-1,true
42193,"mob012","fn23",-0.729198,1.3276,-45.553314,-93.94801,0,0,1,0,"",-1,true
42033,"mob015","fn23",1.061767,1.26884,41.649956,78.34918,0,0,1,0,"",-1,true
42195,"mob012","e005",1.506601,1.2,-42.28552,-120.101395,0,0,1,0,"",-1,true
42196,"mob001","fn16",0.848153,1.225823,-44.844727,95.166985,0,0,1,0,"",-1,true
42197,"mob003","fn01",-3.036282,1.2,-5.371434,-75.66161,0,0,1,0,"",-1,true
42198,"mob014","fn05",0.79758,1.344607,-42.443573,85.17542,0,0,1,0,"",-1,true
42199,"mob017","e002",-1.702197,1.2,-32.773235,-284.49207,0,0,1,0,"",-1,true
42200,"mob011","e632",-7.039332,1.2,-53.210217,-124.10663,0,0,1,0,"",-1,true
42201,"mob001","fn19",7.085529,1.2,-34.396187,-254.48686,0,0,1,0,"",-1,true
42202,"mob011","fn23",0.79805,1.2,-30.450462,68.93704,0,0,1,0,"",-1,true
42203,"mob001","fn05",-0.912262,1.211008,-30.362875,-89.66295,0,0,1,0,"",-1,true
42204,"mob014","e002",6.599825,1.2,-29.358942,-279.43552,0,0,1,0,"",-1,true
42205,"mob014","fn06",6.512724,1.2,-48.255745,-194.48099,0,0,1,0,"",-1,true
42206,"mob001","fn09",-7.404025,1.2,-46.67618,-85.17161,0,0,1,0,"",-1,true
42207,"mob004","fn07",-3.722898,1.2,-34.095455,-187.36311,0,0,1,0,"",-1,true
42208,"mob001","e006",-7.143644,1.2,-34.61751,-61.300583,0,0,1,0,"",-1,true
42086,"mob015","fn08",7.239988,1.2,-11.272618,-230.88002,0,0,1,0,"",-1,true
42210,"mob001","fn07",6.503036,1.2,1.341298,93.03571,0,0,1,0,"",-1,true
42211,"mob001","fn01",-6.360496,1.2,-11.405892,-82.28999,0,0,1,0,"",-1,true
42212,"mob013","fn11",0.048706,1.2,-46.757866,-492.72043,0,0,1,0,"",-1,true
42209,"mob015","fn02",-4.856336,1.2,30.24123,-95.42453,0,0,1,0,"",-1,true
42214,"mob013","fn11",-6.059185,1.2,-2.749375,-163.45813,0,0,1,0,"",-1,true
42215,"mob004","fn02",-7.208693,1.2,-42.032597,-82.28999,0,0,1,0,"",-1,true
42216,"mob017","fn01",-7.186859,1.2,-53.17718,-84.95768,0,0,1,0,"",-1,true
42217,"mob011","fn07",-3.20765,1.2,-4.842263,-200.35045,0,0,1,0,"",-1,true
42218,"mob014","fn07",-6.732692,1.2,-47.078114,-103.1067,0,0,1,0,"",-1,true
42219,"mob012","fn02",-6.118627,1.2,1.583206,-51.942455,0,0,1,0,"",-1,true
42220,"mob003","e516",-7.476861,1.2,-10.767705,-82.28999,0,0,1,0,"",-1,true
42221,"mob017","fn02",7.200904,1.2,24.336933,80.29544,0,0,1,0,"",-1,true
42222,"mob001","fn02",7.057069,1.2,25.516766,95.42935,0,0,1,0,"",-1,true
42223,"mob001","e638",7.304097,1.2,19.316067,95.41943,0,0,1,0,"",-1,true
42224,"mob001","fn34",7.265932,1.2,18.251402,94.397095,0,0,1,0,"",-1,true
42225,"mob011","fn02",6.365921,1.2,18.632162,39.83214,0,0,1,0,"",-1,true
42226,"mob001","fn02",5.818933,1.2,30.743456,24.480423,0,0,1,0,"",-1,true
42227,"mob003","fn02",6.36483,1.2,19.139656,154.02182,0,0,1,0,"",-1,true
42034,"mob015","fn02",-7.105388,1.2,19.834845,-212.35799,0,0,1,0,"",-1,true
42229,"mob013","e010",5.557305,1.2,25.477388,132.98615,0,0,1,0,"",-1,true
42230,"mob014","e002",5.98918,1.2,24.605747,-9.235344,0,0,1,0,"",-1,true
42231,"mob003","e516",-5.768506,1.2,30.785591,-88.59025,0,0,1,0,"",-1,true
42232,"mob004","fn02",-5.85318,1.2,24.578707,12.507902,0,0,1,0,"",-1,true
42233,"mob012","e010",-5.83503,1.2,25.156864,-196.86096,0,0,1,0,"",-1,true
42234,"mob013","e004",-5.441661,1.2,29.993738,68.45976,0,0,1,0,"",-1,true
42213,"mob015","e002",-7.311424,1.2,-28.958014,-126.234604,0,0,1,0,"",-1,true
42236,"mob017","e002_end",5.84491,1.2,29.965897,59.988953,0,0,1,0,"",-1,true
42237,"mob014","fn02",6.28076,1.2,6.654134,90.03644,0,0,1,0,"",-1,true
42238,"mob013","fn02",6.883125,1.2,12.664511,181.50026,0,0,1,0,"",-1,true
42239,"mob013","e002",6.897305,1.2,11.400865,1.455081,0,0,1,0,"",-1,true
42113,"mob015","e002",-7.359864,1.2,-29.780252,-24.185814,0,0,1,0,"",-1,true
42241,"mob014","fn07",7.433459,1.2,-6.395576,27.315577,0,0,1,0,"",-1,true
42242,"mob012","fn02",7.723747,1.2,-5.631916,230.90526,0,0,1,0,"",-1,true
42243,"mob014","fn07",0.753298,1.2,-24.74103,31.052185,0,0,1,0,"",-1,true
42244,"mob011","fn02",0.384203,1.2,-23.761667,146.50305,0,0,1,0,"",-1,true
42245,"mob013","e009",1.159242,1.2,-24.30589,-129.75461,0,0,1,0,"",-1,true
42246,"mob001","fn19",15.848235,9.2,-24.736103,6.771972,0,0,1,0,"",-1,true
42247,"mob001","fn07",11.792827,9.2,-13.791432,73.487404,0,0,1,0,"",-1,true
42248,"mob003","e506",11.180429,9.199999,-31.610939,-93.32013,0,0,1,0,"",-1,true
42149,"mob015","bn01",-0.912982,9.199999,-9.038144,-86.65006,0,0,1,0,"",-1,true
42250,"mob014","e002",10.915265,9.2,-34.851105,155.42322,0,0,1,0,"",-1,true
42251,"mob001","e006",11.989511,9.200001,-45.513138,0,0,0,1,0,"",-1,true
42252,"mob004","bn01",12.292281,9.2,-44.51863,-141.51411,0,0,1,0,"",-1,true
42253,"mob011","bn01",11.356658,9.199999,-44.769596,-248.4131,0,0,1,0,"",-1,true
42254,"mob013","bn01",13.0688,9.200001,-45.387543,-99.207085,0,0,1,0,"",-1,true
42255,"mob017","fn02",15.415705,9.2,-39.371162,-179.82028,0,0,1,0,"",-1,true
42256,"mob003","fn07",15.10886,9.2,-39.676914,-256.97858,0,0,1,0,"",-1,true
42257,"mob011","fn02",15.898638,9.199999,-5.20575,34.53702,0,0,1,0,"",-1,true
42112,"mob015","fn02",-6.754356,1.2,-23.79949,-82.28999,0,0,1,0,"",-1,true
4042401,"chr395","Dummy01",27.106777,4.279068,30.29037,-0.81861,0,0,1,0,"",-1,true
4042402,"chr363","Dummy01",-14.683005,15.7972,-4.905941,-16.344309,0,0,2,0,"",-1,true
4042403,"chr395","Dummy01",-43.988007,15.724425,-18.736214,230.68053,0,0,1.8,0,"",-1,true
42401,"mob003","fn30",-5.27064,0.2,-5.631934,-107.98988,0,0,1,0,"",-1,true
42402,"mob003","fn31",3.268131,0,5.325122,0,0,0,1,0,"",-1,true
42403,"mob004","fn37",4.795893,0,0.842715,-101.5329,0,0,1,0,"",-1,true
42404,"mob004","fn37",-0.013053,0,-0.115129,88.03863,0,0,1,0,"",-1,true
42405,"mob003","fn31",1.391676,0,5.298166,35.140232,0,0,1,0,"",-1,true
42406,"mob013","fn05",-0.3,0.03,-4.36,0,0,0,1,0,"",-1,true
42407,"mob015","fn05",-0.3,0,-3.27,180,0,0,1,0,"",-1,true
42408,"mob014","fn04",3.64,0.12,-0.1,90,0,0,1,0,"",-1,true
4078801,"chr308","f002",7.963794,32.256054,84.50532,47.668236,-2.536149,0,3.584479,0,"",-1,true
4078802,"chr308","f002",41.48877,14.561876,131.45808,-111.650505,4.634924,0,3.001185,0,"",-1,true
4078803,"chr308","f002",14.773733,17.455881,75.10489,166.90579,-7.813739,0,2.061485,0,"",-1,true
4078804,"chr308","f002",-39.533302,31.741337,109.47843,-211.2921,0,0,2.720154,0,"",-1,true
4079201,"chr308","f002",-1.049331,10.968101,-50.422935,47.668236,-2.536149,0,3.584479,0,"",-1,true
4079202,"chr308","f002",-33.300232,-11.646328,-42.414608,-111.650505,4.634924,0,3.001185,0,"",-1,true
4079203,"chr308","f002",-9.032495,-4.848141,-65.86483,166.90579,-7.813739,0,1.505117,0,"",-1,true
4079204,"chr308","f002",-24.752934,1.437557,-78.953865,-211.2921,0,0,2.720154,0,"",-1,true
4079601,"chr308","f002",36.980644,2.840865,-110.42452,47.668236,-2.536149,0,2.738456,0,"",-1,true
4079602,"chr308","f002",30.122864,9.71113,-68.95053,-111.650505,-5.273242,0,2.121972,0,"",-1,true
4079603,"chr308","f002",35.421783,-2.567397,-61.89575,166.90579,0,0,1.359358,0,"",-1,true
4080401,"chr234","br01",-13.196915,2.13134,33.86635,-51.591793,0,0,0.9,1,"",1,true
4080402,"chr437","br01",3.130729,3.50004,-7.870885,-61.531406,0,0,1,1,"",2,true
4080403,"chr437","br01",-13.673336,3.51636,-54.630974,51.60171,0,0,1,1,"",2,true
4080404,"chr009","ba01",-26.53751,2.21562,76.58992,20.31837,0,0,1,0,"",2,true
4080405,"chr009","bv01",-31.639507,3.680013,65.25635,65.23009,0,0,1,0,"",2,true
4080407,"chr009","fq02",-31.941387,2.19992,63.993694,49.659943,0,0,1,0,"",2,true
4080408,"chr512","br01",10.503507,3.544286,-6.694916,52.834835,0,0,1,1,"",2,true
4080410,"chr728","bd01",-26.52128,2.21562,77.27378,185.31635,0,0,1,0,"",3,true
4080411,"chr512","br01",-0.827115,3.51636,-41.64023,46.30714,0,0,1,1,"",3,true
4080412,"chr437","br01",0.948065,3.50004,-20.956022,121.508965,0,0,1,1,"",3,true
4080413,"chr728","fq02",-27.781494,3.441341,76.029884,50.622486,20,0,1,0,"",3,true
4080414,"chr512","br01",-14.401061,3.50004,-59.59327,-26.309427,0,0,1,1,"",3,true
4080415,"chr437","br01",-1.527664,3.50004,1.349603,189.21071,0,0,1,1,"",3,true
4080416,"chr728","bn01",-30.700142,2.06231,67.46237,39.83312,0,0,1,0,"",3,true
4080417,"chr222","ba02",-21.241102,2.19992,33.646492,-84.19467,0,0,1,0,"",-1,true
4080418,"chr320","ba01",5.079312,4.587176,30.93222,-139.6371,-30,0,0.8,0,"",-1,true
4080419,"chr320","bv01",-12.653543,3.543391,28.501766,-454.8428,23.546864,10.199736,0.712833,0,"",-1,true
4080420,"chr320","fe01",-13.008418,3.67034,27.247467,285.5259,20,0,0.9346,0,"",-1,true
4080421,"chr320","ba02",6.333801,10.524727,27.836706,-36.90002,30,0,1.2,0,"",-1,true
4080422,"chr234","ba02",-28.460476,2.19992,41.85074,56.78396,0,0,0.9,0,"",-1,true
4080423,"chr320","ba02",-28.759117,2.535215,42.831333,61.56075,0,0,1.255827,0,"",-1,true
4080424,"chr009","e570",-24.169651,2.19992,33.931652,80.742035,0,0,1,0,"",-1,true
4080425,"chr320","ba02",5.249035,4.846975,18.527754,17.794634,60,0,1,0,"",-1,true
4080426,"chr320","fe02",5.813084,7.643999,29.95178,-170.68094,-30,1.893317,1.2,0,"",-1,true
4080427,"chr320","bv01",6.346568,3.860999,19.738358,-522.6283,0,0,1,0,"",-1,true
4080428,"chr320","bv01",3.897002,6.066924,27.718376,406.20865,-30,0,1.280237,0,"",-1,true
4080429,"chr234","fq02",-31.455282,2.19992,47.627735,0,0,0,0.8,0,"",-1,true
4080430,"chr234","fq01",-32.00181,2.19992,48.776283,120.797554,0,0,0.9,0,"",-1,true
4080431,"chr234","fq02",-23.289417,2.19992,33.62259,76.88872,0,0,0.997239,0,"",-1,true
4080432,"chr437","ba01",-2.277523,4.252519,-16.250734,18.71716,0,0,1,0,"",-1,true
4080433,"chr512","fe01",-19.307114,6.904744,30.950678,34.70463,30,0,1.132493,0,"",-1,true
4080434,"chr512","ba02",6.948789,3.500043,-23.985607,-40.021458,0,0,1,0,"",-1,true
4080435,"chr512","br01",-6.69666,6.500043,-7.849568,123.62421,0,0,1,0,"",-1,true
4080436,"chr512","bd01",-1.816121,3.50004,-11.112291,37.21853,0,0,1,0,"",-1,true
4080437,"chr437","ba02",-7.591345,7.75,-9.314314,71.3317,0,0,1,0,"",-1,true
4080438,"chr437","fq01",6.258684,3.50004,-23.255178,103.116165,0,0,1,0,"",-1,true
4080439,"chr437","ba02",6.344346,3.500059,-14.842049,-34.371857,0,0,1,0,"",-1,true
4080440,"chr437","br01",-1.147661,3.50334,-14.952249,234.92433,0,0,1,0,"",-1,true
4080441,"chr512","br01",-2.829288,4.224959,-12.944366,96.52058,0,0,1,0,"",-1,true
4080442,"chr512","bv01",6.471658,3.50004,-16.015156,-30.294867,0,0,1,0,"",-1,true
4080443,"chr512","fq02",-2.500749,9.500039,-12.740282,34.50115,0,0,1,0,"",-1,true
4080444,"chr437","fq01",-2.031721,9.500039,-12.204123,-110.31147,0,0,1,0,"",-1,true
4080445,"chr512","fe02",4.73169,3.05348,19.139631,101.74497,0,0,1,0,"",-1,true
4080446,"chr437","bv01",10.179185,3.528707,-10.025831,-0.515827,0,0,1,0,"",-1,true
4080447,"chr437","ba02",-12.985376,1.999806,29.590942,252.41084,0,0,1,0,"",-1,true
4080448,"chr512","br01",-5.79746,4.2171,19.658775,0.980921,0,0,1,0,"",-1,true
4080449,"chr437","bn02",6.374821,3.877347,18.589922,-55.173634,0,0,1.3,0,"",-1,true
4080450,"chr512","fe02",-12.241736,2.036125,29.008352,-93.28664,0,0,1,0,"",-1,true
4080451,"chr437","bv01",5.56343,10.505298,27.398262,-21.749,30,0,1.2,0,"",-1,true
4080452,"chr512","ba01",-3.244882,3.05348,17.055006,10.870625,0,0,1,0,"",-1,true
4080453,"chr512","ba02",7.072418,3.500039,-14.115067,-40.0945,0,0,1,0,"",-1,true
4080454,"chr437","bd01",-4.417858,6.377694,17.922832,49.219246,0,0,1,0,"",-1,true
4080455,"chr512","ba02",-4.172553,3.053479,20.35306,54.51419,0,0,1,0,"",-1,true
4080456,"chr512","br01",10.727964,3.539977,-9.774545,-2.328257,0,0,1,0,"",-1,true
4080457,"chr512","bv01",-15.765559,2.111056,29.689785,-183.31107,0,0,1,0,"",-1,true
4080458,"chr437","fe01",-16.340754,6.916017,29.015852,18.864016,13.992758,0,0.997044,0,"",-1,true
4080459,"chr437","ba01",-3.95839,10.4738,-21.006365,73.38408,0,0,1,0,"",-1,true
4080460,"chr512","br01",10.614015,10.535099,-19.684166,-85.65495,0,0,1,0,"",-1,true
4080461,"chr437","bv01",10.143319,10.676447,-20.468931,-48.908016,0,0,1,0,"",-1,true
4080462,"chr512","bd01",-3.301744,10.473801,-20.96436,-79.783134,0,0,1,0,"",-1,true
4080463,"chr341","fq01",-13.964094,2.0567,68.34631,-38.52436,0,0,1,0,"",-1,true
4080464,"chr341","bn02",-32.612995,2.19992,58.47345,11.167209,0,0,1,0,"",-1,true
4080465,"chr341","fq02",-27.829395,2.21562,77.07661,85.57268,0,0,1,0,"",-1,true
4080466,"chr009","br01",-15.081268,2.21562,69.566765,143.37837,0,0,1,0,"",-1,true
80450,"mob015","fn01",98.58005,0.05146,-101.90275,-91.031265,0,0,1,0,"",-1,true
80402,"mob003","e516",4.243659,0.054332,42.05588,-95.707596,0,0,1,0,"",-1,true
80403,"mob004","fn13",-10.561643,0.054332,8.421371,-104.76816,0,0,1,0,"",-1,true
80404,"mob011","fn03",-10.609748,0.05134,35.42305,88.80619,0,0,1,0,"",-1,true
80405,"mob012","fn02",-6.136495,0.031577,38.77786,-129.8455,0,0,1,0,"",-1,true
80406,"mob013","fn09",-6.346005,0.035239,39.418232,-148.59988,0,0,1,0,"",-1,true
80407,"mob004","fn08",10.586332,0.054332,-9.898717,-275.2043,0,0,1,0,"",-1,true
80408,"mob003","fn21",10.974889,0.054332,29.741022,-77.17454,0,0,1,0,"",-1,true
80409,"mob013","fn02",-6.464886,0.054332,26.3082,-49.00174,0,0,1,0,"",-1,true
80410,"mob012","fn03",4.551996,0.054332,25.472921,-80.51655,1,0,1,0,"",4,true
80411,"mob003","fn09",-2.604175,-0.024933,-65.03512,-84.2338,0,0,1,0,"",1,true
80460,"mob015","fn01",5.066945,0.054332,-40.52888,63.732388,0,0,1,0,"",-1,true
80413,"mob011","fn03",4.97904,0.054332,13.776294,77.00699,0,0,1,0,"",-1,true
80414,"mob017","fn08",53.517822,0.054332,-101.581184,171.48807,0,0,1,0,"",-1,true
80415,"mob011","fn10",-10.500672,0.054332,7.82956,-92.95369,0,0,1,0,"",-1,true
80416,"mob003","e516",-4.684328,0.054332,5.016016,7.359034,0,0,1,0,"",-1,true
80417,"mob011","e002",-5.221527,0.054332,5.428782,47.106018,0,0,1,0,"",-1,true
80418,"mob003","fn02",-10.00759,0.054332,35.47629,-103.04429,0,0,1,0,"",-1,true
80419,"mob017","fn02",-5.385745,0.054332,15.716069,0,0,0,1,0,"",-1,true
80420,"mob003","fn10",5.528706,0.054332,14.798032,-163.95016,0,0,1,0,"",-1,true
80421,"mob017","fn06",-3.060018,-0.020693,-64.842094,-258.53967,0,0,1,0,"",-1,true
80422,"mob013","fn35",11.084856,0.054332,29.647911,-405.4241,0,0,1,0,"",-1,true
80423,"mob003","fn08",-10.097148,0.054332,-12.032837,-21.90774,0,0,1,0,"",-1,true
80424,"mob005","fs01",-12.18128,0.054332,8.127075,95.26791,0,0,1,0,"",-1,true
80425,"mob013","fn07",-10.193865,0.054332,-10.601307,-76.89671,0,0,1,0,"",-1,true
80426,"mob012","bn01",-10.115388,0.054332,-10.991692,-70.307655,0,0,1,0,"",-1,true
80427,"mob014","fn18",-9.560956,0.054332,-10.596375,-88.66634,0,0,1,0,"",-1,true
80637,"mob015","fn01",-10.230506,0.054332,-47.083427,-21.295364,0,0,1,0,"",-1,true
80429,"mob017","fn09",-5.497092,0.054332,16.470566,-180,0,0,1,0,"",-1,true
80430,"mob001","fn03",11.005118,0.054332,-9.714877,-78.54095,0,0,1,0,"",-1,true
80431,"mob017","bn01",-11.860966,0.042735,39.343006,0,0,0,1,0,"",-1,true
80432,"mob014","fn02",-6.445782,0.054332,26.895844,-138.08386,0,0,1,0,"",-1,true
80657,"mob015","bn01",8.61964,0.054332,-42.091984,103.98656,0,0,1,0,"",-1,true
80434,"mob003","bn01",-11.904021,0.032077,40.547913,170.09274,0,0,1,0,"",-1,true
80435,"mob011","fn10",54.26366,0.054332,-101.447174,180,0,0,1,0,"",-1,true
80436,"mob011","fn11",-3.17153,-0.041331,-65.65484,0,0,0,1,0,"",-1,true
80437,"mob017","fn10",-9.821941,0.054332,-30.572521,-112.5588,0,0,1,0,"",-1,true
80438,"mob003","e517",-10.546102,0.054332,-30.173536,-221.39636,0,0,1,0,"",-1,true
80439,"mob012","fn34",49.57211,0.047056,-100.8512,69.68747,0,0,1,0,"",-1,true
80440,"mob017","fn03",66.562614,0.049263,-101.43517,-200.48135,0,0,1,0,"",-1,true
80441,"mob014","e002",97.845566,0.055522,-101.74629,-219.42395,0,0,1,0,"",-1,true
80442,"mob003","fn21",77.07855,0.051395,-95.49518,-63.39264,0,0,1,0,"",-1,true
80443,"mob001","fn09",92.735596,0.060742,-102.00691,202.51213,0,0,1,0,"",-1,true
80444,"mob014","fn10",38.47257,0,-103.030876,115.2551,0,0,1,0,"",-1,true
80445,"mob013","fn07",43.874943,0.052557,-68.617226,-27.002378,0,0,1,0,"",-1,true
80446,"mob003","fn06",87.4412,0.051933,-101.85264,50.692497,0,0,1,0,"",-1,true
80716,"mob015","bn01",-7.877088,0.054332,41.994442,80.80947,0,0,1,0,"",-1,true
80448,"mob011","fn07",82.91951,0.052194,-102.62653,84.36953,0,0,1,0,"",-1,true
80449,"mob012","fn33",50.34451,0.047056,-100.780846,-88.368546,0,0,1,0,"",-1,true
80739,"mob015","bn01",-9.873978,0.054332,15.958583,-120.1591,0,0,1,0,"",-1,true
80451,"mob001","fn15",65.332535,0.049196,-101.12234,-127.029564,0,0,1,0,"",-1,true
80452,"mob014","fn18",55.89497,0.047843,-97.11734,-129.51952,0,0,1,0,"",-1,true
80453,"mob005","fn06",10.149336,0.052296,-68.65935,92.58096,0,0,1,0,"",-1,true
80454,"mob003","fn08",10.733932,0.052834,-68.87447,-102.11885,0,0,1,0,"",-1,true
80455,"mob011","fn07",44.138973,0.050932,-68.63477,-48.352417,0,0,1,0,"",-1,true
80456,"mob004","fn06",37.198795,0,-102.800476,-128.74287,0,0,1,0,"",-1,true
80457,"mob017","fn06",83.235085,0.052074,-103.105286,69.63976,0,0,1,0,"",-1,true
80458,"mob001","fn15",32.90465,0.054337,-63.763775,194.93129,0,0,1,0,"",-1,true
80412,"mob015","e002",-4.833253,0.054332,5.724679,-137.57411,0,0,1,0,"",-1,true
80695,"mob015","e002",7.038413,0.054332,49.264606,31.098944,0,0,1,0,"",-1,true
80461,"mob001","fn01",5.343148,0.054332,-39.621307,94.897736,0,0,1,0,"",-1,true
80462,"mob017","fn01",5.425116,0.054332,-38.245487,-19.323643,0,0,1,0,"",-1,true
80463,"mob012","e557",10.402599,0.071501,-25.818544,-197.81357,0,0,1,0,"",-1,true
80464,"mob017","bn01",9.915707,0.054332,-24.147902,-258.04407,0,0,1,0,"",-1,true
80465,"mob001","e115",10.299196,0.054332,-43.738495,161.94505,0,0,1,0,"",-1,true
80466,"mob017","fn03",10.626659,0.054332,-22.391504,136.96788,0,0,1,0,"",-1,true
80467,"mob003","fn01",5.435142,0.054332,-37.358067,192.93825,0,0,1,0,"",-1,true
80468,"mob001","fn02",4.371054,0.054332,-40.029266,96.10866,0,0,1,0,"",-1,true
80469,"mob011","fn02",20.98709,0.053592,-95.4025,106.88754,0,0,1,0,"",-1,true
80470,"mob003","fn07",21.429468,0.052763,-95.85583,16.200743,0,0,1,0,"",-1,true
80471,"mob001","fn02",27.356956,-0.076488,-100.791275,0,0,0,1,0,"",-1,true
80472,"mob001","fw01",-19.22532,0.047474,-98.44152,-101.67015,0,0,1,1,"",-1,true
80473,"mob003","e516",75.44003,0.051123,-102.856026,112.91931,0,0,1,0,"",-1,true
80474,"mob017","e002",75.93649,0.051161,-103.08473,-49.281944,0,0,1,0,"",-1,true
80475,"mob014","fw01",58.569813,-0.026908,-65.78113,-83.18226,0,0,1,1,"",8,true
80476,"mob011","fn10",74.08243,0.087682,-104.60975,-173.67911,0,0,1,0,"",-1,true
80477,"mob014","fn18",-5.794042,0.054334,-60.951664,116.72372,0,0,1,0,"",-1,true
80478,"mob001","fw01",13.463889,0.047865,-66.39821,-65.204285,0,0,1,1,"",8,true
80479,"mob017","fn01",-5.277275,0.05049,-61.169655,-20.704744,0,0,1,0,"",-1,true
80480,"mob004","fn02",-4.926741,0.054332,-60.521683,-187.12753,0,0,1,0,"",-1,true
80481,"mob017","fw01",55.02238,-0.119893,-67.23303,96.19451,0,0,1,1,"",-1,true
80482,"mob011","fn07",-5.363767,0.054332,-60.405514,137.29575,0,0,1,0,"",-1,true
80483,"mob003","fn10",51.64803,0.041063,-96.324066,-160.23537,0,0,1,0,"",-1,true
80484,"mob017","fn07",51.08143,-0.033071,-97.115524,79.17072,0,0,1,0,"",-1,true
80485,"f0000taxi00","",-4.650298,-0.133251,-89.95405,90,0,0,1,1,"",-1,false
80486,"f0000taxi00","",-26.152527,-0.134217,-86.14568,90,0,0,1,1,"",-1,false
80487,"f0000bus00","",-32.321735,-0.134217,-79.494,90,0,0,1,1,"",-1,false
80488,"f0000taxi00","",13.419106,-0.134217,-76.241615,270,0,0,1,1,"",-1,false
80489,"f0000bus00","",70.723404,-0.070349,-79.936745,270,0,0,1,1,"",-1,false
80490,"f0000bus00","",36.478825,-0.134217,-75.90241,270,0,0,1,1,"",-1,false
80491,"mob015","fw01",-25.416092,0.054332,48.080532,-94.15126,0,0,1,1,"",5,true
