int32 0,int32 1,empty 2,int32 3,empty 4,int32 5,int32 6,int32 7,string2 8,empty 9
20110024,201,,10024,,1,-1,-1,"FLAG_MAIN_10_060",
20110027,201,,10027,,1,-1,-1,"FLAG_MAIN_10_060",
20110034,201,,10034,,1,-1,-1,"FLAG_MAIN_10_060",
20110035,201,,10035,,1,-1,-1,"FLAG_MAIN_10_060",
20110057,201,,10057,,1,-1,-1,"FLAG_MAIN_10_060",
20110075,201,,10075,,1,-1,-1,"FLAG_MAIN_10_060",
20110080,201,,10080,,1,-1,-1,"FLAG_MAIN_10_060",
20110083,201,,10083,,1,-1,-1,"FLAG_MAIN_10_060",
20110088,201,,10088,,1,-1,-1,"FLAG_MAIN_10_060",
20110126,201,,10126,,1,-1,-1,"FLAG_MAIN_10_060",
20110135,201,,10135,,1,-1,-1,"FLAG_MAIN_10_060",
20110150,201,,10150,,1,-1,-1,"FLAG_MAIN_10_060",
20110170,201,,10170,,1,-1,-1,"FLAG_MAIN_10_060",
20110172,201,,10172,,1,-1,-1,"FLAG_MAIN_10_060",
20110179,201,,10179,,1,-1,-1,"FLAG_MAIN_10_060",
20110195,201,,10195,,1,-1,-1,"FLAG_MAIN_10_060",
20110229,201,,10229,,1,-1,-1,"FLAG_MAIN_10_060",
20110232,201,,10232,,1,-1,-1,"FLAG_MAIN_10_060",
20110311,201,,10311,,1,-1,-1,"FLAG_MAIN_10_060",
20110315,201,,10315,,1,-1,-1,"FLAG_MAIN_10_060",
20110338,201,,10338,,1,-1,-1,"FLAG_MAIN_10_060",
20110382,201,,10382,,1,-1,-1,"FLAG_MAIN_10_060",
20110385,201,,10385,,1,-1,-1,"FLAG_MAIN_10_060",
20110390,201,,10390,,1,-1,-1,"FLAG_MAIN_10_060",
20110416,201,,10416,,1,-1,-1,"FLAG_MAIN_10_060",
20110421,201,,10421,,1,-1,-1,"FLAG_MAIN_10_060",
20110428,201,,10428,,1,-1,-1,"FLAG_MAIN_10_060",
20110602,201,,10602,,1,-1,-1,"FLAG_MAIN_10_060",
20110732,201,,10732,,1,-1,-1,"FLAG_MAIN_10_060",
20110742,201,,10742,,1,-1,-1,"FLAG_MAIN_10_060",
20110747,201,,10747,,1,-1,-1,"FLAG_MAIN_10_060",
20110748,201,,10748,,1,-1,-1,"FLAG_MAIN_10_060",
20110749,201,,10749,,1,-1,-1,"FLAG_MAIN_10_060",
20110772,201,,10772,,1,-1,-1,"FLAG_MAIN_10_060",
20110776,201,,10776,,1,-1,-1,"FLAG_MAIN_10_060",
20110036,201,,10036,,1,-1,-1,"QUEST_M450_CLEAR",
20110037,201,,10037,,1,-1,-1,"QUEST_M450_CLEAR",
20110038,201,,10038,,1,-1,-1,"QUEST_M450_CLEAR",
20110039,201,,10039,,1,-1,-1,"QUEST_M450_CLEAR",
20110040,201,,10040,,1,-1,-1,"QUEST_M450_CLEAR",
20110086,201,,10086,,1,-1,-1,"QUEST_M450_CLEAR",
20110104,201,,10104,,1,-1,-1,"QUEST_M450_CLEAR",
20110105,201,,10105,,1,-1,-1,"QUEST_M450_CLEAR",
20110168,201,,10168,,1,-1,-1,"QUEST_M450_CLEAR",
20110169,201,,10169,,1,-1,-1,"QUEST_M450_CLEAR",
20110176,201,,10176,,1,-1,-1,"QUEST_M450_CLEAR",
20110180,201,,10180,,1,-1,-1,"QUEST_M450_CLEAR",
20110181,201,,10181,,1,-1,-1,"QUEST_M450_CLEAR",
20110189,201,,10189,,1,-1,-1,"QUEST_M450_CLEAR",
20110215,201,,10215,,1,-1,-1,"QUEST_M450_CLEAR",
20110417,201,,10417,,1,-1,-1,"QUEST_M450_CLEAR",
20110419,201,,10419,,1,-1,-1,"QUEST_M450_CLEAR",
20110420,201,,10420,,1,-1,-1,"QUEST_M450_CLEAR",
20110435,201,,10435,,1,-1,-1,"QUEST_M450_CLEAR",
20110439,201,,10439,,1,-1,-1,"QUEST_M450_CLEAR",
20110604,201,,10604,,1,-1,-1,"QUEST_M450_CLEAR",
20110688,201,,10688,,1,-1,-1,"QUEST_M450_CLEAR",
20110703,201,,10703,,1,-1,-1,"QUEST_M450_CLEAR",
20110734,201,,10734,,1,-1,-1,"QUEST_M450_CLEAR",
20110738,201,,10738,,1,-1,-1,"QUEST_M450_CLEAR",
20110739,201,,10739,,1,-1,-1,"QUEST_M450_CLEAR",
20110751,201,,10751,,1,-1,-1,"QUEST_M450_CLEAR",
20110766,201,,10766,,1,-1,-1,"QUEST_M450_CLEAR",
20110767,201,,10767,,1,-1,-1,"QUEST_M450_CLEAR",
20110775,201,,10775,,1,-1,-1,"QUEST_M450_CLEAR",
20110777,201,,10777,,1,-1,-1,"QUEST_M450_CLEAR",
20110915,201,,10915,,1,-1,-1,"QUEST_M450_CLEAR",
20110921,201,,10921,,1,-1,-1,"QUEST_M450_CLEAR",
31022010,310,,22010,,-1,-1,-1,"",
31122010,311,,22010,,-1,-1,-1,"",
31222010,312,,22010,,-1,-1,-1,"",
31322010,313,,22010,,-1,-1,-1,"",
100000147,1000,,147,,-1,-1,-1,"",
100000148,1000,,148,,-1,-1,-1,"FLAG_MAIN_18_028",
100000149,1000,,149,,-1,-1,-1,"FLAG_MAIN_06_010",
100000150,1000,,150,,-1,-1,-1,"FLAG_IS_CLEAR_S050_039",
100000151,1000,,151,,-1,-1,-1,"FLAG_MAIN_07_069",
100000152,1000,,152,,-1,-1,-1,"FLAG_MAIN_04_123",
100000154,1000,,154,,-1,-1,-1,"FLAG_MAIN_05_060",
100000157,1000,,157,,-1,-1,-1,"",
100000158,1000,,158,,-1,-1,-1,"",
100000159,1000,,159,,-1,-1,-1,"",
100000162,1000,,162,,-1,-1,-1,"",
100000163,1000,,163,,-1,-1,-1,"FLAG_MAIN_06_010",
100000164,1000,,164,,-1,-1,-1,"FLAG_MAIN_06_010",
100000165,1000,,165,,-1,-1,-1,"FLAG_IS_CLEAR_S050_039",
100000166,1000,,166,,-1,-1,-1,"",
100000168,1000,,168,,-1,-1,-1,"",
100000169,1000,,169,,-1,-1,-1,"",
100000170,1000,,170,,-1,-1,-1,"",
100000171,1000,,171,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
100000172,1000,,172,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
100000173,1000,,173,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
100000174,1000,,174,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
100000175,1000,,175,,-1,-1,-1,"FLAG_IS_CLEAR_S095_078",
100000176,1000,,176,,-1,-1,-1,"",
100000177,1000,,177,,-1,-1,-1,"FLAG_MAIN_05_060",
100000178,1000,,178,,-1,-1,-1,"FLAG_MAIN_05_060",
100000179,1000,,179,,-1,-1,-1,"",
100000180,1000,,180,,-1,-1,-1,"",
100000181,1000,,181,,-1,-1,-1,"FLAG_IS_CLEAR_S050_039",
100000182,1000,,182,,-1,-1,-1,"",
100000183,1000,,183,,-1,-1,-1,"FLAG_MAIN_06_010",
100000184,1000,,184,,-1,-1,-1,"FLAG_MAIN_06_010",
100000185,1000,,185,,-1,-1,-1,"FLAG_MAIN_18_028",
100000188,1000,,188,,-1,-1,-1,"",
100000190,1000,,190,,-1,-1,-1,"FLAG_MAIN_08_043",
100000191,1000,,191,,-1,-1,-1,"FLAG_MAIN_08_043",
100000192,1000,,192,,-1,-1,-1,"",
100000196,1000,,196,,-1,-1,-1,"FLAG_MAIN_08_043",
100000197,1000,,197,,-1,-1,-1,"FLAG_IS_CLEAR_S090_072",
100000199,1000,,199,,-1,-1,-1,"FLAG_IS_CLEAR_S090_072",
100000201,1000,,201,,-1,-1,-1,"FLAG_IS_CLEAR_S090_072",
100000202,1000,,202,,-1,-1,-1,"FLAG_IS_CLEAR_S090_072",
100000203,1000,,203,,-1,-1,-1,"FLAG_IS_CLEAR_S090_072",
100000204,1000,,204,,-1,-1,-1,"FLAG_IS_CLEAR_S090_072",
100000205,1000,,205,,-1,-1,-1,"FLAG_IS_CLEAR_S090_072",
100000206,1000,,206,,-1,-1,-1,"FLAG_MAIN_05_060",
100000207,1000,,207,,-1,-1,-1,"FLAG_IS_CLEAR_S050_039",
100000208,1000,,208,,-1,-1,-1,"FLAG_IS_CLEAR_S050_039",
100000209,1000,,209,,-1,-1,-1,"FLAG_MAIN_06_010",
100000211,1000,,211,,-1,-1,-1,"FLAG_MAIN_08_043",
100000213,1000,,213,,-1,-1,-1,"FLAG_MAIN_18_025",
100000214,1000,,214,,-1,-1,-1,"FLAG_MAIN_18_025",
100000215,1000,,215,,-1,-1,-1,"FLAG_MAIN_18_025",
100000220,1000,,220,,-1,-1,-1,"",
100000222,1000,,222,,-1,-1,-1,"FLAG_IS_CLEAR_S090_072",
100000225,1000,,225,,-1,-1,-1,"",
100000226,1000,,226,,-1,-1,-1,"",
100000227,1000,,227,,-1,-1,-1,"",
100000228,1000,,228,,-1,-1,-1,"FLAG_MAIN_04_123",
100000229,1000,,229,,-1,-1,-1,"",
100000230,1000,,230,,-1,-1,-1,"",
100000231,1000,,231,,-1,-1,-1,"",
100000232,1000,,232,,-1,-1,-1,"",
100000326,1000,,326,,-1,-1,-1,"FLAG_MAIN_04_123",
100000327,1000,,327,,-1,-1,-1,"FLAG_MAIN_04_123",
100000328,1000,,328,,-1,-1,-1,"FLAG_MAIN_04_123",
100000329,1000,,329,,-1,-1,-1,"FLAG_MAIN_04_123",
100000330,1000,,330,,-1,-1,-1,"FLAG_MAIN_04_123",
100000331,1000,,331,,-1,-1,-1,"FLAG_MAIN_04_123",
100000332,1000,,332,,-1,-1,-1,"FLAG_IS_CLEAR_S050_039",
100000333,1000,,333,,-1,-1,-1,"FLAG_IS_CLEAR_S050_039",
100000334,1000,,334,,-1,-1,-1,"FLAG_IS_CLEAR_S050_039",
100000672,1000,,672,,-1,-1,-1,"FLAG_MAIN_04_123",
100000673,1000,,673,,-1,-1,-1,"FLAG_MAIN_04_123",
100000674,1000,,674,,-1,-1,-1,"FLAG_MAIN_04_123",
100000675,1000,,675,,-1,-1,-1,"FLAG_MAIN_04_123",
100000676,1000,,676,,-1,-1,-1,"FLAG_MAIN_04_123",
100000677,1000,,677,,-1,-1,-1,"FLAG_MAIN_04_123",
100000678,1000,,678,,-1,-1,-1,"FLAG_MAIN_04_123",
100100001,1001,,1,,-1,-1,-1,"",
100100002,1001,,2,,-1,-1,-1,"",
100100003,1001,,3,,-1,-1,-1,"",
100100004,1001,,4,,-1,-1,-1,"",
100100005,1001,,5,,-1,-1,-1,"",
100100006,1001,,6,,-1,-1,-1,"",
100100007,1001,,7,,-1,-1,-1,"",
100100008,1001,,8,,-1,-1,-1,"",
100100009,1001,,9,,-1,-1,-1,"",
100100010,1001,,10,,-1,-1,-1,"",
100100011,1001,,11,,-1,-1,-1,"",
100100012,1001,,12,,-1,-1,-1,"",
100100013,1001,,13,,-1,-1,-1,"",
100100014,1001,,14,,-1,-1,-1,"",
100100015,1001,,15,,-1,-1,-1,"",
100100016,1001,,16,,-1,-1,-1,"",
100100017,1001,,17,,-1,-1,-1,"",
100100018,1001,,18,,-1,-1,-1,"",
100100019,1001,,19,,-1,-1,-1,"",
100100020,1001,,20,,-1,-1,-1,"",
100100021,1001,,21,,-1,-1,-1,"",
100100022,1001,,22,,-1,-1,-1,"",
100100023,1001,,23,,-1,-1,-1,"",
100100024,1001,,24,,-1,-1,-1,"",
100100025,1001,,25,,-1,-1,-1,"",
100100026,1001,,26,,-1,-1,-1,"",
100100027,1001,,27,,-1,-1,-1,"",
100100028,1001,,28,,-1,-1,-1,"",
100100029,1001,,29,,-1,-1,-1,"",
100100030,1001,,30,,-1,-1,-1,"",
100100031,1001,,31,,-1,-1,-1,"",
100100032,1001,,32,,-1,-1,-1,"",
100100033,1001,,33,,-1,-1,-1,"",
100100034,1001,,34,,-1,-1,-1,"",
100100035,1001,,35,,-1,-1,-1,"",
100100036,1001,,36,,-1,-1,-1,"",
100100037,1001,,37,,-1,-1,-1,"",
100100038,1001,,38,,-1,-1,-1,"",
100100039,1001,,39,,-1,-1,-1,"",
100100040,1001,,40,,-1,-1,-1,"",
100100041,1001,,41,,-1,-1,-1,"",
100100042,1001,,42,,-1,-1,-1,"",
100100043,1001,,43,,-1,-1,-1,"",
100100044,1001,,44,,-1,-1,-1,"",
100100045,1001,,45,,-1,-1,-1,"",
100100046,1001,,46,,-1,-1,-1,"",
100100047,1001,,47,,-1,-1,-1,"",
100100048,1001,,48,,-1,-1,-1,"",
100100049,1001,,49,,-1,-1,-1,"",
100100050,1001,,50,,-1,-1,-1,"",
100100051,1001,,51,,-1,-1,-1,"",
100100052,1001,,52,,-1,-1,-1,"",
100100053,1001,,53,,-1,-1,-1,"",
100100054,1001,,54,,-1,-1,-1,"",
100100055,1001,,55,,-1,-1,-1,"",
100100056,1001,,56,,-1,-1,-1,"",
100100057,1001,,57,,-1,-1,-1,"",
100100058,1001,,58,,-1,-1,-1,"",
100100059,1001,,59,,-1,-1,-1,"",
100100060,1001,,60,,-1,-1,-1,"",
100100061,1001,,61,,-1,-1,-1,"",
100100062,1001,,62,,-1,-1,-1,"",
100100063,1001,,63,,-1,-1,-1,"",
100100064,1001,,64,,-1,-1,-1,"",
100100065,1001,,65,,-1,-1,-1,"",
100100066,1001,,66,,-1,-1,-1,"",
100100067,1001,,67,,-1,-1,-1,"",
100100068,1001,,68,,-1,-1,-1,"",
100100069,1001,,69,,-1,-1,-1,"",
100100070,1001,,70,,-1,-1,-1,"",
100100071,1001,,71,,-1,-1,-1,"",
100100072,1001,,72,,-1,-1,-1,"",
100100073,1001,,73,,-1,-1,-1,"",
100100074,1001,,74,,-1,-1,-1,"",
100100075,1001,,75,,-1,-1,-1,"",
100100076,1001,,76,,-1,-1,-1,"",
100100077,1001,,77,,-1,-1,-1,"",
100100078,1001,,78,,-1,-1,-1,"",
100100079,1001,,79,,-1,-1,-1,"",
100100080,1001,,80,,-1,-1,-1,"",
100100081,1001,,81,,-1,-1,-1,"",
100100082,1001,,82,,-1,-1,-1,"",
100100083,1001,,83,,-1,-1,-1,"",
100100084,1001,,84,,-1,-1,-1,"",
100100085,1001,,85,,-1,-1,-1,"",
100100086,1001,,86,,-1,-1,-1,"",
100100087,1001,,87,,-1,-1,-1,"",
100100088,1001,,88,,-1,-1,-1,"",
100100089,1001,,89,,-1,-1,-1,"",
100100090,1001,,90,,-1,-1,-1,"",
100100091,1001,,91,,-1,-1,-1,"",
100100092,1001,,92,,-1,-1,-1,"",
100100093,1001,,93,,-1,-1,-1,"",
100100094,1001,,94,,-1,-1,-1,"",
100100095,1001,,95,,-1,-1,-1,"",
100100096,1001,,96,,-1,-1,-1,"",
100100097,1001,,97,,-1,-1,-1,"",
100100098,1001,,98,,-1,-1,-1,"",
100100099,1001,,99,,-1,-1,-1,"",
100100100,1001,,100,,-1,-1,-1,"",
100100101,1001,,101,,-1,-1,-1,"",
100100102,1001,,102,,-1,-1,-1,"",
100200103,1002,,103,,1,-1,-1,"",
100200104,1002,,104,,1,-1,-1,"",
100200105,1002,,105,,1,-1,-1,"",
100200106,1002,,106,,1,-1,-1,"",
100200107,1002,,107,,1,-1,-1,"",
100200108,1002,,108,,1,-1,-1,"",
100200109,1002,,109,,1,-1,-1,"",
100200110,1002,,110,,1,-1,-1,"",
100200111,1002,,111,,1,-1,-1,"",
100200112,1002,,112,,1,-1,-1,"",
100200113,1002,,113,,1,-1,-1,"",
100200114,1002,,114,,1,-1,-1,"",
100200115,1002,,115,,1,-1,-1,"",
100200116,1002,,116,,1,-1,-1,"",
100200118,1002,,118,,-1,-1,-1,"",
100200119,1002,,119,,-1,-1,-1,"",
100200120,1002,,120,,-1,-1,-1,"",
100200121,1002,,121,,-1,-1,-1,"",
100200122,1002,,122,,-1,-1,-1,"",
100200123,1002,,123,,-1,-1,-1,"",
100200124,1002,,124,,-1,-1,-1,"",
100200125,1002,,125,,-1,-1,-1,"",
100200126,1002,,126,,-1,-1,-1,"",
100200127,1002,,127,,-1,-1,-1,"",
100200128,1002,,128,,-1,-1,-1,"",
100200129,1002,,129,,-1,-1,-1,"",
100200130,1002,,130,,-1,-1,-1,"",
100200131,1002,,131,,-1,-1,-1,"",
100200132,1002,,132,,-1,-1,-1,"",
100200133,1002,,133,,-1,-1,-1,"",
100200134,1002,,134,,-1,-1,-1,"",
100200135,1002,,135,,-1,-1,-1,"",
100200136,1002,,136,,-1,-1,-1,"FLAG_MAIN_09_070",
100200137,1002,,137,,-1,-1,-1,"FLAG_MAIN_09_070",
100200138,1002,,138,,-1,-1,-1,"FLAG_MAIN_10_050",
100200139,1002,,139,,-1,-1,-1,"FLAG_MAIN_21_040",
100200140,1002,,140,,-1,-1,-1,"FLAG_MAIN_12_040",
100200141,1002,,141,,-1,-1,-1,"FLAG_MAIN_19_064",
100200142,1002,,142,,-1,-1,-1,"FLAG_MAIN_21_040",
100200143,1002,,143,,-1,-1,-1,"FLAG_MAIN_18_030",
100200144,1002,,144,,-1,-1,-1,"FLAG_MAIN_18_050",
100200145,1002,,145,,-1,-1,-1,"FLAG_MAIN_19_064",
100200146,1002,,146,,-1,-1,-1,"FLAG_MAIN_21_040",
100400233,1004,,233,,1,-1,-1,"FLAG_SUB_900_162_001",
100400234,1004,,234,,1,-1,-1,"FLAG_MAIN_08_000",
100400235,1004,,235,,1,-1,-1,"FLAG_MAIN_08_000",
100400236,1004,,236,,1,-1,-1,"FLAG_MAIN_08_000",
100400237,1004,,237,,1,-1,-1,"FLAG_MAIN_08_000",
100400238,1004,,238,,1,-1,-1,"FLAG_MAIN_08_000",
100400239,1004,,239,,1,-1,-1,"FLAG_MAIN_21_040",
100400240,1004,,240,,1,-1,-1,"FLAG_MAIN_21_040",
100400241,1004,,241,,1,-1,-1,"FLAG_MAIN_08_000",
100400242,1004,,242,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400243,1004,,243,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400244,1004,,244,,1,-1,-1,"FLAG_MAIN_08_000",
100400245,1004,,245,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400246,1004,,246,,1,-1,-1,"FLAG_MAIN_21_040",
100400247,1004,,247,,1,-1,-1,"FLAG_MAIN_21_040",
100400248,1004,,248,,1,-1,-1,"FLAG_MAIN_21_040",
100400249,1004,,249,,1,-1,-1,"FLAG_MAIN_08_000",
100400250,1004,,250,,1,-1,-1,"FLAG_MAIN_08_000",
100400251,1004,,251,,1,-1,-1,"FLAG_MAIN_08_000",
100400252,1004,,252,,1,-1,-1,"FLAG_MAIN_08_000",
100400253,1004,,253,,1,-1,-1,"FLAG_MAIN_08_000",
100400254,1004,,254,,1,-1,-1,"FLAG_MAIN_08_000",
100400255,1004,,255,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400256,1004,,256,,1,-1,-1,"FLAG_MAIN_08_000",
100400257,1004,,257,,1,-1,-1,"FLAG_MAIN_08_000",
100400258,1004,,258,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400259,1004,,259,,1,-1,-1,"FLAG_MAIN_08_000",
100400260,1004,,260,,1,-1,-1,"FLAG_MAIN_08_000",
100400261,1004,,261,,1,-1,-1,"FLAG_MAIN_08_000",
100400262,1004,,262,,1,-1,-1,"FLAG_MAIN_08_000",
100400263,1004,,263,,1,-1,-1,"FLAG_MAIN_08_000",
100400264,1004,,264,,1,-1,-1,"FLAG_MAIN_21_040",
100400265,1004,,265,,1,-1,-1,"FLAG_MAIN_08_000",
100400266,1004,,266,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400267,1004,,267,,1,-1,-1,"FLAG_MAIN_08_000",
100400268,1004,,268,,1,-1,-1,"FLAG_MAIN_08_000",
100400269,1004,,269,,1,-1,-1,"FLAG_MAIN_08_000",
100400270,1004,,270,,1,-1,-1,"FLAG_MAIN_08_000",
100400271,1004,,271,,1,-1,-1,"FLAG_MAIN_08_000",
100400272,1004,,272,,1,-1,-1,"FLAG_MAIN_08_000",
100400273,1004,,273,,1,-1,-1,"FLAG_MAIN_08_000",
100400274,1004,,274,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400275,1004,,275,,1,-1,-1,"FLAG_IS_CLEAR_S110_208",
100400276,1004,,276,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400277,1004,,277,,1,-1,-1,"FLAG_MAIN_21_040",
100400278,1004,,278,,1,-1,-1,"FLAG_MAIN_21_040",
100400279,1004,,279,,1,-1,-1,"FLAG_MAIN_21_040",
100400280,1004,,280,,1,-1,-1,"FLAG_MAIN_21_040",
100400281,1004,,281,,1,-1,-1,"FLAG_MAIN_21_040",
100400282,1004,,282,,1,-1,-1,"FLAG_MAIN_21_040",
100400283,1004,,283,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400284,1004,,284,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400285,1004,,285,,1,-1,-1,"FLAG_MAIN_08_000",
100400286,1004,,286,,1,-1,-1,"FLAG_MAIN_08_000",
100400287,1004,,287,,1,-1,-1,"FLAG_MAIN_08_000",
100400288,1004,,288,,1,-1,-1,"FLAG_MAIN_08_000",
100400289,1004,,289,,1,-1,-1,"FLAG_MAIN_21_040",
100400290,1004,,290,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400291,1004,,291,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400292,1004,,292,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400293,1004,,293,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400294,1004,,294,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400295,1004,,295,,1,-1,-1,"FLAG_MAIN_21_040",
100400296,1004,,296,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400297,1004,,297,,1,-1,-1,"FLAG_MAIN_21_040",
100400298,1004,,298,,1,-1,-1,"FLAG_MAIN_08_000",
100400299,1004,,299,,1,-1,-1,"FLAG_MAIN_08_000",
100400300,1004,,300,,1,-1,-1,"FLAG_MAIN_08_000",
100400301,1004,,301,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
100400302,1004,,302,,1,-1,-1,"",
100400303,1004,,303,,1,-1,-1,"",
100400304,1004,,304,,1,-1,-1,"",
100400305,1004,,305,,1,-1,-1,"",
100400306,1004,,306,,1,-1,-1,"",
100400307,1004,,307,,1,-1,-1,"",
100400308,1004,,308,,1,-1,-1,"",
100400309,1004,,309,,1,-1,-1,"",
100400310,1004,,310,,1,-1,-1,"",
100400311,1004,,311,,1,-1,-1,"",
100400312,1004,,312,,1,-1,-1,"",
100400313,1004,,313,,1,-1,-1,"",
100400314,1004,,314,,1,-1,-1,"",
100400315,1004,,315,,1,-1,-1,"",
100400316,1004,,316,,1,-1,-1,"",
100400317,1004,,317,,1,-1,-1,"FLAG_MAIN_08_000",
100400318,1004,,318,,1,-1,-1,"",
100400319,1004,,319,,1,-1,-1,"",
100400320,1004,,320,,1,-1,-1,"",
100400321,1004,,321,,1,-1,-1,"",
100400322,1004,,322,,1,-1,-1,"",
100400323,1004,,323,,1,-1,-1,"FLAG_MAIN_08_000",
100400324,1004,,324,,1,-1,-1,"FLAG_MAIN_08_000",
100400335,1004,,335,,1,-1,-1,"FLAG_MAIN_08_000",
100600233,1006,,233,,1,-1,-1,"FLAG_SUB_900_162_001",
100600336,1006,,336,,1,-1,-1,"",
100600337,1006,,337,,1,-1,-1,"",
100600338,1006,,338,,1,-1,-1,"",
100600339,1006,,339,,1,-1,-1,"",
100600340,1006,,340,,1,-1,-1,"",
100600341,1006,,341,,1,-1,-1,"",
100600342,1006,,342,,1,-1,-1,"",
100600343,1006,,343,,1,-1,-1,"",
100600344,1006,,344,,1,-1,-1,"",
100600345,1006,,345,,1,-1,-1,"",
100600346,1006,,346,,1,-1,-1,"",
100600347,1006,,347,,1,-1,-1,"FLAG_MAIN_08_000",
100600348,1006,,348,,1,-1,-1,"",
100600349,1006,,349,,1,-1,-1,"",
100600350,1006,,350,,1,-1,-1,"",
100600351,1006,,351,,1,-1,-1,"",
100600352,1006,,352,,1,-1,-1,"FLAG_MAIN_08_000",
100600353,1006,,353,,1,-1,-1,"",
100600354,1006,,354,,1,-1,-1,"",
100600355,1006,,355,,1,-1,-1,"",
100600356,1006,,356,,1,-1,-1,"",
100600357,1006,,357,,1,-1,-1,"FLAG_MAIN_21_040",
100600358,1006,,358,,1,-1,-1,"FLAG_MAIN_21_040",
100600359,1006,,359,,1,-1,-1,"FLAG_MAIN_21_040",
100600360,1006,,360,,1,-1,-1,"FLAG_MAIN_21_040",
100600361,1006,,361,,1,-1,-1,"FLAG_MAIN_21_040",
100600362,1006,,362,,1,-1,-1,"FLAG_MAIN_21_040",
100600363,1006,,363,,1,-1,-1,"",
100600364,1006,,364,,1,-1,-1,"",
100600365,1006,,365,,1,-1,-1,"",
100600366,1006,,366,,1,-1,-1,"FLAG_MAIN_08_000",
100600367,1006,,367,,1,-1,-1,"",
100600368,1006,,368,,1,-1,-1,"",
100600369,1006,,369,,1,-1,-1,"",
100600370,1006,,370,,1,-1,-1,"",
100600371,1006,,371,,1,-1,-1,"",
100600372,1006,,372,,1,-1,-1,"",
100600373,1006,,373,,1,-1,-1,"",
100600374,1006,,374,,1,-1,-1,"",
100600375,1006,,375,,1,-1,-1,"",
100600376,1006,,376,,1,-1,-1,"",
100600377,1006,,377,,1,-1,-1,"",
100600378,1006,,378,,1,-1,-1,"",
100600379,1006,,379,,1,-1,-1,"",
100600380,1006,,380,,1,-1,-1,"",
100600381,1006,,381,,1,-1,-1,"",
100600382,1006,,382,,1,-1,-1,"",
100600383,1006,,383,,1,-1,-1,"FLAG_MAIN_08_000",
100600384,1006,,384,,1,-1,-1,"",
100600385,1006,,385,,1,-1,-1,"",
100600386,1006,,386,,1,-1,-1,"",
100600387,1006,,387,,1,-1,-1,"",
100600388,1006,,388,,1,-1,-1,"",
100600389,1006,,389,,1,-1,-1,"",
100600390,1006,,390,,1,-1,-1,"FLAG_MAIN_08_000",
100600391,1006,,391,,1,-1,-1,"FLAG_MAIN_08_000",
100600392,1006,,392,,1,-1,-1,"",
100600393,1006,,393,,1,-1,-1,"",
100600394,1006,,394,,1,-1,-1,"FLAG_MAIN_08_000",
100600395,1006,,395,,1,-1,-1,"",
100600396,1006,,396,,1,-1,-1,"",
100600397,1006,,397,,1,-1,-1,"FLAG_MAIN_08_000",
100600398,1006,,398,,1,-1,-1,"",
100700233,1007,,233,,1,-1,-1,"FLAG_SUB_900_162_001",
100700454,1007,,454,,1,-1,-1,"",
100700455,1007,,455,,1,-1,-1,"",
100700456,1007,,456,,1,-1,-1,"",
100700457,1007,,457,,1,-1,-1,"",
100700458,1007,,458,,1,-1,-1,"",
100700459,1007,,459,,1,-1,-1,"",
100700460,1007,,460,,1,-1,-1,"FLAG_MAIN_08_000",
100700461,1007,,461,,1,-1,-1,"",
100700462,1007,,462,,1,-1,-1,"",
100700463,1007,,463,,1,-1,-1,"",
100700464,1007,,464,,1,-1,-1,"",
100700465,1007,,465,,1,-1,-1,"",
100700466,1007,,466,,1,-1,-1,"",
100700467,1007,,467,,1,-1,-1,"FLAG_MAIN_08_000",
100700468,1007,,468,,1,-1,-1,"",
100700469,1007,,469,,1,-1,-1,"",
100700470,1007,,470,,1,-1,-1,"",
100700471,1007,,471,,1,-1,-1,"",
100700472,1007,,472,,1,-1,-1,"",
100700473,1007,,473,,1,-1,-1,"",
100700474,1007,,474,,1,-1,-1,"FLAG_MAIN_08_000",
100700475,1007,,475,,1,-1,-1,"",
100700476,1007,,476,,1,-1,-1,"",
100700477,1007,,477,,1,-1,-1,"",
100700478,1007,,478,,1,-1,-1,"",
100700479,1007,,479,,1,-1,-1,"",
100700480,1007,,480,,1,-1,-1,"",
