int 0,string 1,string 2,string 3,string 4,string 5,string 6,string 7,string 8,string 9,string 10,string 11
20200,"{fs24}{fa0}{fc(000000)}{b1}{bt1}{bc(000000)}{ft3}","","","","","","","","","",""
20201,"{fs24}{fa0}{fc(ff8400)}{b1}{bt1}{bc(060001)}{ft3}","","","","","","","","","",""
20210,"{fs32}{fc(ff8400)}{fa0}{la0}{ft3}","","","","","","","","","",""
20220,"{fs24}{ia1}{fc(000000)}","","","","","","","","","",""
20221,"{fs24}{fa1}{b1}{bt1}{bc(ffff44)}{ba(7f)}","","","","","","","","","",""
20230,"{fs32}{fc(FFFFFF)}{fa0}{b1}{bt1}{ft3}","","","","","","","","","",""
20231,"{fs32}{fc(000000)}{fa0}{b1}{bt1}{ft3}","","","","","","","","","",""
20232,"{fs42}{fc(FFFFFF)}{fa0}{b1}{bt1}{ft3}","","","","","","","","","",""
20233,"{fs42}{fc(000000)}{fa0}{b1}{bt1}{ft3}","","","","","","","","","",""
20240,"{fs24}{fc(1d2c2b)}{lm8}{ft3}","","","","","","","","","",""
20500,"{fs16}{fa0}{fc(1d2c2b)}","","","","","","","","","",""
20501,"{fs16}{fa1}{fc(1d2c2b)}","","","","","","","","","",""
20502,"{fs16}{fa2}{fc(1d2c2b)}","","","","","","","","","",""
20600,"{fs20}{fa1}{fc(fff8ee)}{s}{sc(005a5b)}{sa(33)}{so3}{sd(11)}","","","","","","","","","",""
20601,"{fs20}{fa1}{fc(ffa454)}{fal(4d)}","","","","","","","","","",""
20602,"{fs20}{fa1}{fc(fff8ee)}","","","","","","","","","",""
20603,"{fs20}{fa0}{fc(005a5b)}{fal(33)}","","","","","","","","","",""
20604,"{fs20}{fa0}{fc(fff8ee)}","","","","","","","","","",""
20605,"{fs20}{fa0}{fc(005a5b)}","","","","","","","","","",""
20606,"{fs20}{fa0}{fc(ffa454)}{fal(4d)}","","","","","","","","","",""
20607,"{fs14}{fa2}{fc(fff8ee)}{sc(1d2c2b)}{sa(66)}{so2}{sd(11)}","","","","","","","","","",""
20608,"{fs14}{fa2}{fc(ff7a7a)}{sc(1d2c2b)}{sa(66)}{so2}{sd(11)}","","","","","","","","","",""
20609,"{fs14}{fa2}{fc(005a5b)}{sc(1d2c2b)}{sa(66)}{so2}{sd(11)}","","","","","","","","","",""
20610,"{fs9}{fa2}{fc(ffffff)}{b1}{bt1}","","","","","","","","","",""
20620,"{fs18}{fa0}{la0}{fc(fff8ee)}{s}{sc(005a5b)}{sa(4d)}{so3}{sd(11)}","","","","","","","","","",""
20621,"{fs18}{fa0}{la0}{fc(fff8ee)}{s}{sc(005a5b)}{sa(1e)}{so2}{sd(10)}","","","","","","","","","",""
20622,"{fs20}{fa0}{fc(fff8ee)}{s}{sc(005a5b)}{sa(4d)}{so2}{sd(10)}","","","","","","","","","",""
20623,"{fs16}{fa0}{fc(fff8ee)}{s}{sc(005a5b)}{sa(4d)}{so2}{sd(10)}","","","","","","","","","",""
20624,"{fs20}{fa2}{fc(fff8ee)}{s}{sc(005a5b)}{sa(4d)}{so2}{sd(10)}","","","","","","","","","",""
20625,"{fs20}{fa0}{fc(fff8ee)}{s}{sc(005a5b)}{sa(4d)}{so2}{sd(10)}","","","","","","","","","",""
20626,"{fs16}{fa0}{fc(fff8ee)}{s}{sc(005a5b)}{sa(4d)}{so2}{sd(10)}","","","","","","","","","",""
20627,"{fs20}{fa2}{fc(fff8ee)}{s}{sc(005a5b)}{sa(4d)}{so2}{sd(10)}","","","","","","","","","",""
100000,"{fs23}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
100001,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{ba(80)}","","","","","","","","","",""
100010,"{fs19}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
100011,"{fs19}{fa2}{fc(dfebf8)}{b1}{bt1}{ba(80)}","","","","","","","","","",""
100020,"{fs55}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(66)}{sox6}{soy2}","","","","","","","","","",""
100021,"{fs46}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(66)}{sox6}{soy2}","","","","","","","","","",""
100022,"{fs55}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{fal(33)}","","","","","","","","","",""
101000,"{fs18}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101001,"{fs28}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101010,"{fs18}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101100,"{fs22}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl18}","","","","","","","","","",""
101110,"{fs18}{fa2}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101111,"{fs18}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101112,"{fs18}{fa1}{fc(aeb8c3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101113,"{fs18}{fa2}{fc(aeb8c3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101120,"{fs18}{fa2}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101121,"{fs18}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101122,"{fs18}{fa1}{fc(aeb8c3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101123,"{fs18}{fa2}{fc(aeb8c3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101130,"{fs18}{fa1}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101131,"{fs30}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101132,"{fs18}{fa1}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101135,"{fs18}{fa0}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101136,"{fs18}{fa0}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101137,"{fs14}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101150,"{fs18}{fa0}{fc(dfebf8)}{fal(99)}","","","","","","","","","",""
101160,"{fs22}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101170,"{fs14}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101171,"{fs18}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101172,"{fs18}{fa1}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101173,"{fs18}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101180,"{fs14}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101181,"{fs18}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101182,"{fs18}{fa1}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101183,"{fs18}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101190,"{fs14}{fa1}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101191,"{fs30}{fa1}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101192,"{fs14}{fa1}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101195,"{fs18}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101196,"{fs18}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101200,"{fs16}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101211,"{fs14}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101212,"{fs14}{fa1}{fc(aeb8c3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101213,"{fs14}{fa2}{fc(aeb8c3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101221,"{fs14}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101222,"{fs14}{fa1}{fc(aeb8c3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101223,"{fs14}{fa2}{fc(aeb8c3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101230,"{fs9}{fa1}{fc(959fa9)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101231,"{fs22}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101235,"{fs11}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101236,"{fs28}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101237,"{fs28}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101238,"{fs28}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101250,"{fs14}{fa0}{fc(dfebf8)}{fal(99)}","","","","","","","","","",""
101300,"{fs24}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101301,"{fs24}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}","","","","","","","","","",""
101400,"{fs50}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(66)}{sox6}{soy2}","","","","","","","","","",""
101401,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101402,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101403,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101404,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101405,"{fs19}{fa1}{fc(050d14)}","","","","","","","","","",""
101406,"{fs19}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101407,"{fs19}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101408,"{fs19}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101409,"{fs19}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101410,"{fs19}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101411,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101420,"{fs18}{fa2}{fc(dfebf8)}{la2}{b1}{bt1}","","","","","","","","","",""
101421,"{fs19}{fa2}{fc(dfebf8)}{la2}{b1}{bt1}","","","","","","","","","",""
101425,"{fs14}{fa2}{fc(595e63)}{la2}{b1}{bt1}","","","","","","","","","",""
101426,"{fs19}{fa2}{fc(595e63)}{la2}{b1}{bt1}","","","","","","","","","",""
101430,"{fs18}{fa2}{fc(dfebf8)}{la2}{b1}{bt1}","","","","","","","","","",""
101431,"{fs18}{fa2}{fc(dfebf8)}{la2}{b1}{bt1}","","","","","","","","","",""
101435,"{fs18}{fa2}{fc(2cbf2c)}{la2}{b1}{bt1}","","","","","","","","","",""
101436,"{fs19}{fa2}{fc(2cbf2c)}{la2}{b1}{bt1}","","","","","","","","","",""
101440,"{fs14}{fa2}{fc(f9f62a)}{la2}{b1}{bt1}","","","","","","","","","",""
101441,"{fs19}{fa2}{fc(f9f62a)}{la2}{b1}{bt1}","","","","","","","","","",""
101450,"{fs21}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101451,"{fs21}{fa0}{fc(dfebf8)}{fal(33)}","","","","","","","","","",""
101452,"{fs24}{fa1}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101453,"{fs24}{fa1}{fc(ffbe36)}{fal(33)}","","","","","","","","","",""
101455,"{fs21}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101456,"{fs21}{fa0}{fc(dfebf8)}{fal(33)}","","","","","","","","","",""
101457,"{fs24}{fa1}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101458,"{fs24}{fa1}{fc(ffbe36)}{fal(33)}","","","","","","","","","",""
101460,"{fs18}{fa2}{fc(dfebf8)}{b1}{bt1}","","","","","","","","","",""
101461,"{fs18}{fa2}{fc(8696a6)}{b1}{bt1}","","","","","","","","","",""
101500,"{fs32}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101501,"{fs18}{fa1}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101502,"{fs18}{fa2}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101503,"{fs18}{fa2}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101504,"{fs32}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101505,"{fs17}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101506,"{fs14}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101507,"{fs17}{fa0}{fc(959fa9)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101508,"{fs19}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101509,"{fs20}{fa0}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101510,"{fs20}{fa2}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101511,"{fs20}{fa1}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101512,"{fs32}{fa0}{fc(dfebf8)}{fal(33)}{s}{sc(050a14)}{sa(1a)}{sox3}{soy1}","","","","","","","","","",""
101513,"{fs32}{fa2}{fc(ffbe36)}{fal(33)}{s}{sc(050a14)}{sa(1a)}{sox3}{soy1}","","","","","","","","","",""
101514,"{fs32}{fa2}{fc(f9f62a)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101515,"{fs32}{fa2}{fc(f9f62a)}{fal(33)}{s}{sc(050a14)}{sa(1a)}{sox3}{soy1}","","","","","","","","","",""
101520,"{fs32}{fa0}{fc(aaeceb)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101521,"{fs32}{fa2}{fc(aaeceb)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101522,"{fs17}{fa0}{fc(77b8b4)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101530,"{fs20}{fa0}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101531,"{fs20}{fa2}{fc(aeb8c3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101532,"{fs20}{fa1}{fc(aeb8c3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101533,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101534,"{fs16}{fa2}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101535,"{fs16}{fa2}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101536,"{fs20}{fa2}{fc(6eacff)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101537,"{fs20}{fa1}{fc(6eacff)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101538,"{fs20}{fa2}{fc(ff6854)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101539,"{fs20}{fa1}{fc(ff6854)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101540,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101541,"{fs20}{fa2}{fc(f9f62a)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101550,"{fs20}{fa2}{fc(aaeceb)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101551,"{fs20}{fa2}{fc(aaeceb)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101560,"{fs20}{tl7}{fa0}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101561,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101562,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr8}","","","","","","","","","",""
101563,"{fs20}{tl8}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101564,"{fs19}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101570,"{fs20}{fa2}{fc(aaeceb)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101571,"{fs20}{fa2}{fc(aaeceb)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr8}","","","","","","","","","",""
101572,"{fs20}{tl8}{fa2}{fc(aaeceb)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101573,"{fs20}{fa2}{fc(f9f62a)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101574,"{fs20}{tl8}{fa2}{fc(f9f62a)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101575,"{fs20}{fa2}{fc(f9f62a)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr8}","","","","","","","","","",""
101585,"{fs20}{fa0}{fc(aaeceb)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101586,"{fs20}{fa2}{fc(aaeceb)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101587,"{fs20}{fa2}{fc(aaeceb)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101590,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr38}","","","","","","","","","",""
101591,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101592,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101595,"{fs20}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}","","","","","","","","","",""
101596,"{fs20}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}","","","","","","","","","",""
101597,"{fs20}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}","","","","","","","","","",""
101600,"{fs18}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101601,"{fs48}{fc(ffffff)}","","","","","","","","","",""
101700,"{fs17}{tl10}{fa1}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101701,"{fs17}{tl10}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101702,"{fs18}{fa1}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101703,"{fs17}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101710,"{fs17}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101711,"{fs18}{fa1}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101712,"{fs18}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101713,"{fs17}{fa0}{la0}{fc(31f1cf)}{lm12}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101714,"{fs18}{tl34}{fa0}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101715,"{fs18}{tl34}{fa0}{fc(f64e69)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101716,"{fs18}{fa0}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101717,"{fs18}{fa0}{fc(f64e69)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101718,"{fs18}{tl35}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101720,"{fs20}{fa1}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101721,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101722,"{fs20}{fa1}{fc(f64e69)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101730,"{fs18}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101731,"{fs18}{fa1}{fc(959fa9)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101750,"{fs18}{fa0}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101751,"{fs17}{fa2}{fc(959fa9)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101752,"{fs17}{fa0}{fc(959fa9)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101753,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101754,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101755,"{fs16}{fa2}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101756,"{fs20}{fa0}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101757,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101800,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101801,"{fs19}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101810,"{fs19}{fa1}{fc(f9f62a)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101811,"{fs20}{fa2}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101812,"{fs32}{fa2}{fc(dfebf8)}{fal(33)}{s}{sc(050a14)}{sa(1a)}{sox3}{soy1}","","","","","","","","","",""
101813,"{fs32}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101814,"{fs46}{fa2}{fc(dfebf8)}{fal(33)}{s}{sc(050a14)}{sa(1a)}{sox3}{soy1}","","","","","","","","","",""
101815,"{fs46}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101816,"{fs46}{fa2}{fc(ffbe36)}{fal(33)}{s}{sc(050a14)}{sa(1a)}{sox3}{soy1}","","","","","","","","","",""
101817,"{fs46}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101818,"{fs20}{fa2}{fc(f9f62a)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101820,"{fs24}{fa0}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101821,"{fs18}{fa0}{la2}{fc(a1a1a1)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101822,"{fs22}{fa2}{la2}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101823,"{fs18}{fa0}{la2}{fc(a1a1a1)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101824,"{fs34}{fa2}{la2}{fc(f1b014)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101825,"{fs18}{fa0}{la2}{fc(a1a1a1)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101826,"{fs22}{fa2}{la2}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101827,"{fs12}{fa1}{fc(000000)}","","","","","","","","","",""
101840,"{fs34}{fa1}{fc(f1b014)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101841,"{fs24}{fa0}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101842,"{fs18}{fa0}{la2}{fc(a1a1a1)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101843,"{fs22}{fa2}{la2}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
