int32 0,empty 1,int32 2,empty 3,empty 4,int32 5,empty 6,bool 7,bool 8,bool 9,int32 10,int32 11,float 12,float 13,string2 14,int32 15,int32 16,int32 17,int32 18,int32 19,int32 20,int32 21,int32 22,int32 23,int32 24,int32 25,int32 26,int32 27,int32 28,int32 29,int32 30,empty 31,int32 32,int32 33,int32 34,int32 35,int32 36,int32 37,empty 38,int32 39,int32 40,empty 41,int32 42,int32 43
30401,,304,,,30401,,false,true,false,0,20,-1,0.05,"",0,0,820,340,360,220,650,280,240,80,60,330,130,330,130,130,,0,84,6,80,8,10304,,5,0,,0,15
30402,,304,,,30401,,false,true,false,0,20,-1,0.05,"",0,0,1,1,1,510,1,530,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0
30403,,304,,,30403,,false,true,false,0,20,-1,0.05,"",0,0,1880,340,3360,1760,3510,1780,2240,40,60,170,40,170,40,130,,0,84,6,80,8,10304,,5,0,,0,0
30404,,304,,,30403,,false,true,true,0,20,-1,0.05,"",0,0,1880,340,2360,1260,2510,1280,1140,40,60,170,40,170,40,130,,0,84,6,80,8,10304,,5,0,,0,15
30501,,305,,,30501,,false,true,false,0,20,-1,0.05,"",0,0,2200,730,3570,2210,3940,2080,1080,50,80,210,50,210,50,160,,0,264,8,160,16,10305,,5,0,,0,0
30502,,305,,,30502,,false,true,false,0,20,-1,0.05,"",0,0,840,730,655,490,775,380,840,110,60,360,210,360,210,160,,0,264,8,160,16,10305,,5,0,,0,10
30503,,305,,,30502,,false,false,true,0,20,2,0.05,"",0,0,1580,730,3435,1455,3705,1325,1193,170,100,60,100,60,100,130,,0,264,8,160,16,10305,,5,0,,0,10
30601,,306,,,30601,,false,true,false,0,20,-1,0.05,"",0,0,910,820,1298,868,1528,808,1294,120,60,230,160,230,160,160,,0,664,10,320,32,10306,,5,0,,0,5
30602,,306,,,30601,,false,true,true,0,20,1.85,0.05,"",0,0,9990,820,5094,1716,5324,1656,1916,80,100,0,100,0,100,160,,10,664,10,320,32,0,,0,0,,0,5
30701,,307,,,30701,,false,true,false,0,20,-1,0.1,"",0,0,240,360,200,130,250,150,240,0,50,120,20,120,20,100,,0,4,1,20,1,10307,,5,0,,0,0
30702,,307,,,30701,,false,true,false,0,20,-1,0.1,"",0,0,710,360,260,130,330,150,240,30,50,100,50,100,50,100,,0,24,4,40,4,0,,0,0,,0,20
30703,,307,,,30701,,false,true,false,0,20,-1,0.1,"",0,0,490,360,164,120,214,140,234,50,60,300,100,300,100,130,,0,4,1,20,1,10307,,5,0,,0,20
30801,,308,,,30801,,false,true,false,0,20,-1,0.05,"",0,0,740,520,635,161,1035,301,740,70,60,220,150,220,150,130,,0,84,6,80,8,10308,,5,0,,0,15
30802,,308,,,30802,,false,true,false,0,20,-1,0.05,"",0,0,1110,520,3290,1640,3490,1710,1370,40,60,170,40,170,40,130,,0,84,6,80,8,10308,,5,0,,0,0
30803,,308,,,30802,,false,true,false,0,20,-1,0.05,"",0,0,555,520,1640,820,1740,850,690,0,60,170,40,170,40,130,,0,84,6,80,8,10308,,5,0,,0,0
30901,,309,,,30901,,false,true,false,0,20,-1,0.05,"",0,0,1300,820,1189,379,1389,399,1210,100,60,220,160,220,160,160,,0,264,8,160,16,10309,,5,0,,0,10
31001,,310,,,31001,,false,true,false,0,20,-1,0.05,"",0,0,2920,1200,510,380,1820,660,990,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
31101,,311,,,31101,,false,true,false,0,20,-1,0.05,"",0,0,1100,940,1019,519,1529,539,1110,100,60,180,140,180,140,160,,0,264,8,160,16,10311,,5,0,,0,10
31102,,311,,,31102,,false,true,false,0,20,-1,0.05,"",0,0,1650,940,630,500,1140,520,810,150,80,160,80,160,80,160,,0,264,8,160,16,0,,0,0,,0,10
31201,,312,,,31201,,false,true,false,0,20,-1,0.05,"",0,0,2920,820,1010,860,640,660,850,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
31301,,313,,,31301,,false,true,false,0,20,-1,0.05,"",0,0,880,390,193,110,20,60,250,80,60,280,120,240,120,130,,0,84,6,80,8,10313,,5,0,,0,15
31302,,313,,,31303,,false,true,false,0,20,-1,0.05,"",0,0,3770,390,3940,1340,1550,1550,230,80,80,100,40,100,40,130,,29,84,6,80,8,10313,,30,0,,0,0
31303,,313,,,31303,,false,true,false,0,20,-1,0.05,"",0,0,1770,390,290,420,400,650,430,40,60,170,40,170,40,130,,0,84,6,80,8,10313,,5,0,,0,0
31401,,314,,,31401,,false,true,false,0,20,-1,0.05,"",0,0,450,300,980,359,820,339,700,80,60,170,130,170,130,130,,0,84,6,80,8,10314,,5,0,,0,15
31501,,315,,,31501,,false,true,false,0,20,-1,0.05,"",0,0,2780,980,620,540,1890,830,900,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
31502,,315,,,31501,,false,true,false,0,20,-1,0.05,"",0,0,5780,980,4076,2040,5546,2330,1124,60,100,0,90,0,90,160,,40,664,10,320,32,10315,,30,0,,0,0
31601,,316,,,31601,,false,true,false,0,20,-1,0.1,"",0,0,530,220,200,80,130,70,160,0,0,0,0,0,0,0,,0,4,2,10,1,10316,,5,0,,0,0
31701,,317,,,31701,,false,true,false,0,20,-1,0.1,"",0,0,2400,200,570,390,500,390,260,20,60,200,20,200,20,130,,0,4,2,10,1,10317,,5,0,,0,0
31702,,317,,,31702,,false,true,false,0,20,-1,0.1,"",0,0,1240,200,2610,730,2650,730,1130,70,100,100,100,100,100,130,,0,4,2,10,1,10317,,30,0,,0,100
31703,,317,,,31701,,false,true,false,0,20,-1,0.1,"",0,0,160,200,460,390,500,390,260,0,60,200,20,200,20,130,,0,4,2,10,1,10317,,5,0,,0,0
31704,,317,,,31701,,false,true,false,0,20,-1,0.1,"",0,0,150,200,133,83,173,83,127,40,60,270,100,270,100,160,,0,4,2,10,1,10317,,5,0,,0,100
32001,,320,,,32001,,false,true,false,0,20,-1,0.1,"",0,0,110,380,120,65,110,85,122,50,60,250,110,285,110,160,,0,4,2,10,1,0,,0,0,,0,100
32101,,321,,,32101,,false,true,false,0,20,-1,0.1,"",0,0,130,280,173,53,193,43,127,40,60,270,100,270,100,160,,0,1,1,10,1,0,,0,0,,0,100
32201,,322,,,32201,,false,true,false,0,20,-1,0.1,"",0,0,160,140,140,60,100,50,120,40,60,270,95,270,95,160,,0,1,1,10,1,0,,0,0,,0,0
32202,,322,,,32201,,false,true,false,0,20,-1,0.1,"",0,0,170,140,160,60,100,50,120,40,60,270,100,270,100,160,,0,1,1,10,1,0,,0,0,,0,100
32501,,325,,,32501,,false,true,false,0,20,-1,0.1,"",0,0,390,310,159,76,189,76,231,40,60,270,100,270,100,160,,0,4,2,20,2,0,,0,0,,0,100
32601,,326,,,32601,,false,false,true,0,20,-1,0.05,"",0,0,5640,300,744,130,8,35,248,130,60,360,200,250,200,160,,0,84,6,80,8,0,,0,0,,0,15
32602,,326,,,32602,,false,true,false,0,20,-1,0.05,"",0,0,2200,300,1110,540,500,490,420,40,60,170,40,170,40,130,,0,84,6,80,8,10326,,5,0,,0,0
32604,,326,,,32604,,false,true,false,0,20,-1,0.05,"",0,0,1430,300,2850,1540,2500,1490,840,40,60,170,40,170,40,130,,0,84,6,80,8,10326,,5,0,,0,0
32801,,328,,,32801,,false,false,true,0,20,1.7,0.05,"",0,0,8320,1280,5464,2221,7106,2611,2112,300,100,0,200,0,200,100,,12,1364,12,350,35,0,,0,0,,0,0
33801,,338,,,33801,,false,true,false,0,20,7,0.05,"",0,0,2340,1220,510,320,2220,780,890,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
34101,,341,,,34101,,false,true,false,0,20,-1,0.05,"",0,0,690,300,420,183,302,163,230,80,60,330,130,330,130,130,,0,84,8,80,8,1172,,5,10341,,5,15
34102,,341,,,34101,,false,true,false,0,20,-1,0.05,"",0,0,100,100,100,100,100,100,100,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0
34201,,342,,,34201,,false,true,false,0,20,-1,0.05,"",0,0,220,530,1320,215,1440,215,670,80,60,210,200,210,200,160,,0,564,10,160,16,10342,,5,0,,0,10
34202,,342,,,34201,,false,true,false,0,20,-1,0.05,"",0,0,1510,530,1920,1660,2140,1660,370,50,80,210,50,210,50,160,,0,264,10,160,16,22130,,100,0,,0,0
34301,,343,,,34301,,false,true,false,0,20,-1,0.1,"",0,0,610,220,120,70,120,60,169,60,60,280,120,280,100,130,,0,24,6,40,4,10343,,5,0,,0,20
34302,,343,,,34302,,false,true,false,0,20,-1,0.1,"",0,0,1020,220,690,580,690,540,220,30,50,120,20,120,20,100,,0,24,6,40,4,10343,,5,0,,0,0
34401,,344,,,34401,,false,true,false,0,20,1.5,0.05,"",0,0,4500,340,1420,1200,1360,1210,520,40,60,170,40,170,40,130,,0,84,6,80,8,10344,,5,0,,0,0
34501,,345,,,34501,,false,true,false,0,20,-1,0.05,"",0,0,2660,470,1534,346,764,244,590,130,60,220,160,220,160,160,,0,264,8,160,16,1173,,5,10345,,5,10
34502,,345,,,34502,,false,true,false,0,20,-1,0.05,"",0,0,2740,470,1510,550,790,500,590,50,80,210,50,210,50,160,,0,264,8,160,16,22134,,100,0,,0,0
34601,,346,,,34601,,false,true,false,0,20,-1,0.05,"",0,0,60,660,2830,730,2770,790,1080,120,60,130,200,130,200,160,,0,1064,10,320,32,1174,,5,10346,,5,5
34602,,346,,,34601,,false,true,false,0,20,-1,0.05,"",0,0,3660,660,4230,760,3390,1090,1080,100,60,50,200,50,200,160,,10,664,10,320,32,10346,,5,0,,0,5
34603,,346,,,34601,,false,true,false,0,20,-1,0.05,"",0,0,3360,660,1180,620,1120,610,880,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
34604,,346,,,34601,,false,true,false,0,20,-1,0.05,"",0,0,3060,660,2180,810,2120,1140,880,0,100,260,90,260,90,200,,0,664,10,320,32,10346,,5,0,,0,0
34701,,347,,,34701,,false,true,false,0,20,-1,0.05,"",0,0,1010,520,220,110,360,140,250,80,60,250,130,330,130,130,,0,84,8,80,8,10347,,5,0,,0,15
34702,,347,,,34702,,false,true,false,0,20,-1,0.05,"",0,0,1210,520,320,400,1160,580,250,40,60,170,40,170,40,130,,0,84,8,80,8,10347,,5,0,,0,0
34801,,348,,,34801,,false,true,false,0,20,-1,0.1,"",0,0,970,180,360,160,280,140,220,30,50,120,20,120,20,100,,0,24,6,40,4,0,,0,0,,0,20
34901,,349,,,34901,,false,true,false,0,20,-1,0.05,"",0,0,1110,340,2936,2240,2936,2230,1260,70,60,50,40,50,40,130,,0,84,6,80,8,10349,,5,0,,0,15
35901,,359,,,35901,,false,true,false,0,20,-1,0.05,"",0,0,7390,820,3434,2120,3074,2960,1580,30,80,80,50,80,50,160,,0,264,8,160,16,10359,,30,0,,0,0
36101,,361,,,36101,,false,true,false,0,20,-1,0.1,"",0,0,1260,410,1140,610,1510,660,750,30,50,120,20,120,20,100,,0,24,4,40,4,22127,,100,0,,0,0
36301,,363,,,36301,,false,true,false,0,20,-1,0.05,"",0,0,2280,180,380,86,40,156,258,80,60,330,130,330,130,130,,0,84,6,80,8,10363,,5,0,,0,15
36302,,363,,,36302,,false,true,false,0,20,-1,0.05,"",0,0,1430,180,3100,2270,2160,2340,1280,80,60,170,50,170,50,130,,0,84,6,80,8,10363,,5,0,,0,0
36401,,364,,,36401,,false,true,false,0,20,-1,0.05,"",0,0,180,650,3234,1467,2174,677,1080,80,60,150,120,150,120,160,,0,564,8,160,16,10364,,5,0,,0,10
36402,,364,,,36402,,false,true,false,0,20,-1,0.05,"",0,0,1650,650,1410,1200,1240,770,540,50,80,210,50,210,50,160,,0,264,8,160,16,22145,,100,0,,0,0
36403,,364,,,36402,,false,true,false,0,20,1.5,0.05,"",0,0,2650,650,3940,1810,2880,1510,1080,50,80,210,50,210,50,160,,0,264,8,160,16,10364,,5,0,,0,0
36501,,365,,,36501,,false,true,false,0,20,-1,0.05,"",0,0,1110,570,360,180,360,200,370,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
36701,,367,,,36701,,false,true,false,0,20,-1,0.05,"",0,0,1280,260,555,220,30,170,290,80,60,330,130,250,130,130,,0,84,6,80,8,10367,,5,0,,0,15
36702,,367,,,36701,,false,true,false,0,20,-1,0.05,"",0,0,1,1,1,470,1,410,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0
36703,,367,,,36703,,false,true,false,0,20,-1,0.05,"",0,0,2320,260,3590,1720,3160,1660,1290,40,60,170,40,170,40,130,,0,0,0,0,0,10367,,5,0,,0,0
36704,,367,,,36703,,false,true,false,0,20,-1,0.05,"",0,0,240,260,4474,1408,4044,1348,1446,80,100,0,100,0,100,100,,0,84,6,80,8,10367,,5,0,,0,15
36801,,368,,,36801,,false,true,false,0,20,-1,0.05,"",0,0,1390,460,750,860,950,760,1200,40,60,170,40,170,40,130,,0,84,6,80,8,10368,,5,0,,0,0
36901,,369,,,36901,,false,true,false,0,20,-1,0.05,"",0,0,1000,320,470,280,310,240,250,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
37001,,370,,,37001,,false,true,false,0,20,-1,0.05,"",0,0,460,340,2780,510,2860,950,1260,80,60,70,100,70,100,130,,0,484,6,80,8,10370,,5,0,,0,15
37002,,370,,,37001,,false,true,false,0,20,-1,0.05,"",0,0,1660,340,330,180,410,220,260,40,60,170,40,170,40,130,,0,0,0,0,0,0,,0,0,,0,0
37003,,370,,,37001,,false,true,false,0,20,-1,0.05,"",0,0,260,340,2330,780,2410,1220,1260,0,60,170,40,170,40,130,,0,0,0,0,0,10370,,5,0,,0,0
37101,,371,,,37101,,false,true,false,0,20,-1,0.05,"",0,0,1750,280,460,230,420,190,360,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
37201,,372,,,37201,,false,true,false,0,20,-1,0.05,"",0,0,1140,380,1440,780,1330,750,760,40,60,170,40,170,40,130,,0,84,6,80,8,22125,,100,0,,0,0
37202,,372,,,37202,,false,true,false,0,20,-1,0.05,"",0,0,1140,380,440,260,330,250,380,0,60,0,0,0,0,0,,0,250,0,80,8,0,,0,0,,0,15
37203,,372,,,37201,,false,true,false,0,20,-1,0.05,"",0,0,1540,380,420,160,305,160,380,80,60,330,130,330,130,130,,0,84,6,80,8,0,,100,0,,0,15
37301,,373,,,37301,,false,true,false,0,20,-1,0.05,"",0,0,1210,410,680,580,860,500,370,40,60,170,40,170,40,130,,0,84,6,80,8,22154,,100,0,,0,0
37302,,373,,,37302,,false,true,false,0,20,-1,0.05,"",0,0,850,410,210,239,250,199,370,80,60,330,150,330,150,130,,0,84,6,80,8,0,,0,0,,0,15
37401,,374,,,37401,,false,true,false,0,20,-1,0.05,"",0,0,1810,530,3355,1355,3395,1235,1590,100,80,100,120,100,120,160,,0,264,8,160,16,10374,,30,0,,0,0
37402,,374,,,37402,,false,true,false,0,20,-1,0.05,"",0,0,1800,530,850,870,500,720,470,300,0,50,100,50,100,10,,0,1000,100,500,100,354,,100,0,,0,0
37501,,375,,,37501,,false,true,false,0,20,-1,0.05,"",0,0,1280,300,360,280,360,250,240,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
37601,,376,,,37601,,false,true,false,0,20,-1,0.05,"",0,0,1980,620,787,401,817,401,840,120,60,280,160,280,160,160,,0,264,8,160,16,1174,,5,10376,,5,10
37602,,376,,,37602,,false,true,false,0,20,-1,0.05,"",0,0,2540,620,1997,1103,2527,1603,840,80,80,80,80,80,80,160,,0,264,8,160,16,10376,,5,0,,0,10
37701,,377,,,37701,,false,true,false,0,20,-1,0.05,"",0,0,6420,560,4114,2000,5200,2800,2350,80,60,0,40,0,40,130,,0,84,6,80,8,10377,,30,0,,0,0
37702,,377,,,37701,,false,true,false,0,20,-1,0.05,"",0,0,1000,560,230,140,650,250,350,0,60,0,0,0,0,0,,0,84,6,80,8,30032,,100,0,,0,0
37801,,378,,,37801,,false,true,false,0,20,-1,0.05,"",0,0,1150,690,1208,272,1408,272,470,100,60,180,180,180,180,160,,0,264,8,160,16,1171,,5,10378,,5,10
37901,,379,,,37901,,false,true,false,0,20,-1,0.05,"",0,0,2740,750,690,560,940,510,570,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
37902,,379,,,37901,,false,true,false,0,20,-1,0.05,"",0,0,2740,750,690,560,940,510,570,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
38001,,380,,,38001,,false,true,false,0,20,-1,0.05,"",0,0,100,100,100,100,100,100,100,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0
38002,,380,,,38002,,false,true,false,0,20,-1,0.05,"",0,0,2180,800,820,500,930,500,640,150,80,160,80,160,80,160,,0,264,8,160,16,0,,0,0,,0,10
38201,,382,,,38201,,false,true,false,0,20,-1,0.05,"",0,0,2200,660,1290,1000,1270,660,850,40,60,170,60,170,60,130,,0,4,36,320,32,0,,0,0,,0,0
38301,,383,,,38301,,false,true,false,0,20,-1,0.05,"",0,0,3210,480,1740,720,490,500,900,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
38501,,385,,,38501,,false,true,false,0,20,-1,0.05,"",0,0,2200,700,3350,2830,3050,2700,1850,60,100,260,90,260,90,200,,0,664,10,320,32,10385,,5,0,,0,5
38502,,385,,,38502,,false,false,true,0,20,4,0.05,"",0,0,17490,700,6514,2416,4844,2386,1160,200,100,0,150,0,150,200,,0,664,10,320,32,0,,0,0,,0,5
38701,,387,,,38701,,false,true,false,0,20,-1,0.1,"",0,0,2000,190,450,220,450,220,140,20,60,200,20,200,20,130,,0,4,2,10,1,10387,,5,0,,0,0
38702,,387,,,38702,,false,true,false,0,20,-1,0.1,"",0,0,1589,1547,2450,1430,2690,1670,950,20,60,200,20,200,20,130,,0,4,2,10,1,22144,,100,0,,0,0
38703,,387,,,38701,,false,true,false,0,20,-1,0.1,"",0,0,180,190,80,50,60,50,83,50,60,290,120,290,120,160,,0,4,2,10,1,10387,,5,0,,0,100
38801,,388,,,38801,,false,true,false,0,20,-1,0.1,"",0,0,200,180,173,83,213,83,147,40,60,270,100,270,100,160,,0,4,2,20,2,10388,,5,0,,0,100
38901,,389,,,38901,,false,true,false,0,20,-1,0.1,"",0,0,760,380,94,104,344,194,214,50,60,300,100,300,100,130,,0,12,2,40,2,0,,0,0,,0,20
38902,,389,,,38901,,false,true,false,0,20,-1,0.1,"",0,0,830,380,160,120,450,210,220,30,50,100,50,100,50,100,,0,24,4,40,4,0,,0,0,,0,20
39001,,390,,,39001,,false,true,false,0,20,-1,0.1,"",0,0,1830,810,400,240,1430,820,590,30,50,120,20,120,20,100,,0,24,4,40,4,0,,0,0,,0,20
39101,,391,,,39101,,false,true,false,0,20,-1,0.1,"",0,0,1100,360,490,320,560,460,250,30,50,120,20,120,20,100,,0,24,4,40,4,10391,,5,0,,0,0
39201,,392,,,39201,,false,true,false,0,20,-1,0.1,"",0,0,650,240,244,194,294,154,194,50,60,300,100,300,100,130,,0,12,2,20,2,1171,,5,10392,,5,20
39301,,393,,,39301,,false,true,false,0,20,-1,0.05,"",0,0,1120,260,290,270,260,270,250,75,60,330,130,330,130,130,,0,84,6,80,8,1171,,5,10393,,5,15
39302,,393,,,39302,,false,true,false,0,20,-1,0.05,"",0,0,1730,260,240,234,220,234,250,75,60,310,130,300,130,130,,0,84,6,80,8,10393,,5,0,,0,15
39401,,394,,,39401,,false,true,true,0,20,-1,0.05,"",0,0,5500,220,880,240,200,380,200,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
39501,,395,,,39501,,false,true,false,0,20,-1,0.05,"",0,0,770,660,130,160,610,250,400,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
39601,,396,,,39601,,false,true,false,0,20,-1,0.05,"",0,0,1320,340,490,180,250,160,370,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
39701,,397,,,39701,,false,true,false,0,20,-1,0.05,"",0,0,1320,390,490,220,200,180,370,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
39801,,398,,,39801,,false,true,true,0,20,-1,0.05,"",0,0,1110,520,160,210,570,330,280,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
39802,,398,,,39801,,false,true,false,0,20,-1,0.05,"",0,0,100,100,100,100,100,100,100,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0
39803,,398,,,39801,,false,true,false,0,20,-1,0.05,"",0,0,600,520,130,100,430,204,280,80,60,275,130,340,130,130,,0,84,6,80,8,0,,0,0,,0,15
39901,,399,,,39901,,false,true,false,0,20,-1,0.05,"",0,0,680,570,150,110,520,180,260,80,60,320,130,330,130,130,,0,84,6,80,8,10399,,5,0,,0,15
39902,,399,,,39901,,false,true,false,0,20,-1,0.05,"",0,0,660,570,190,160,530,310,2000,40,60,170,40,170,40,130,,0,84,6,80,8,10399,,5,0,,0,0
40001,,400,,,40001,,false,true,false,0,20,-1,0.05,"",0,0,2330,590,1150,390,790,400,970,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,0
40101,,401,,,40101,,false,true,false,0,20,-1,0.05,"",0,0,1100,420,570,190,90,190,360,120,60,360,200,360,180,160,,0,264,8,160,16,10401,,5,0,,0,10
40102,,401,,,40102,,false,true,false,0,20,-1,0.05,"",0,0,2060,420,3090,2210,2510,1970,1420,0,80,0,0,0,0,0,,0,700,8,160,16,10401,,5,0,,0,0
40103,,401,,,40101,,false,true,false,0,25,-1,0.05,"",0,0,1,1,1,710,1,470,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0
40201,,402,,,40201,,false,true,false,0,20,-1,0.05,"",0,0,10000,530,2960,2600,2860,2510,1620,50,80,210,50,210,50,160,,0,0,0,0,0,0,,0,0,,0,0
40301,,403,,,40301,,false,true,false,0,20,-1,0.05,"",0,0,10420,530,3988,1564,2226,1244,860,110,80,70,80,80,80,160,,0,2640,8,1600,16,10403,,100,0,,0,10
40302,,403,,,40301,,false,true,false,0,20,-1,0.05,"",0,0,2740,530,1150,390,580,470,860,50,80,160,80,160,80,160,,0,264,8,160,16,0,,0,0,,0,10
40401,,404,,,40401,,false,true,false,0,20,-1,0.05,"",0,0,620,470,2051,490,471,210,210,110,60,200,150,200,150,160,,0,464,8,160,16,10404,,5,0,,0,10
40402,,404,,,40402,,false,true,true,0,20,-1,0.05,"",0,0,1780,470,1610,900,430,520,710,0,80,0,0,0,0,0,,0,1250,0,160,16,0,,0,0,,0,10
40501,,405,,,40501,,false,true,false,0,20,-1,0.05,"",0,0,1650,740,3340,1420,3580,1600,810,50,80,210,50,210,50,160,,0,264,8,160,16,22109,,100,0,,0,0
40502,,405,,,40502,,false,true,false,0,20,-1,0.05,"",0,0,3610,740,1796,1620,3112,2000,810,80,80,90,50,70,50,160,,0,264,8,160,16,10405,,30,0,,0,10
40601,,406,,,40601,,false,true,false,0,20,-1,0.05,"",0,0,3360,470,1805,830,1300,700,650,100,60,200,130,200,130,160,,0,264,8,160,16,10406,,5,0,,0,10
40602,,406,,,40602,,false,true,true,0,20,-1,0.05,"",0,0,2610,470,1380,530,450,400,650,50,80,160,80,160,80,160,,0,264,8,160,16,0,,0,0,,0,10
40603,,406,,,40603,,false,true,false,0,20,-1,0.05,"",0,0,8090,470,3427,2530,2826,1400,1650,80,80,150,80,80,80,160,,15,264,8,160,16,10406,,30,0,,0,0
40604,,406,,,40604,,false,true,false,0,20,-1,0.05,"",0,0,11500,470,2380,1530,1450,900,650,50,80,210,50,210,50,160,,15,264,8,160,16,10406,,5,0,,0,10
40701,,407,,,40701,,false,true,false,0,20,-1,0.05,"",0,0,2480,530,3120,1670,2650,1490,1360,50,80,210,50,210,50,160,,0,264,8,160,16,22113,,100,0,,0,0
40801,,408,,,40801,,false,true,false,0,20,-1,0.05,"",0,0,2060,700,1030,530,860,470,760,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
40901,,409,,,40901,,false,true,false,0,20,-1,0.05,"",0,0,310,890,2855,565,2295,755,1480,100,60,100,100,100,100,160,,0,664,8,160,16,10409,,5,0,,0,10
40902,,409,,,40901,,false,true,false,0,20,-1,0.05,"",0,0,560,890,2360,790,1800,980,1480,0,80,210,50,210,50,160,,0,264,8,160,16,10409,,5,0,,0,0
41001,,410,,,41001,,false,true,false,0,20,-1,0.05,"",0,0,890,820,3764,1120,4354,1310,1684,80,100,0,100,0,100,100,,0,264,8,160,16,0,,0,0,,0,10
41101,,411,,,41102,,false,true,false,0,20,-1,0.05,"",0,0,1650,940,350,150,360,240,230,165,60,310,220,330,220,160,,0,128,8,80,16,10411,,100,0,,0,0
41102,,411,,,41101,,false,true,false,0,20,-1,0.05,"",0,0,50,940,1490,230,1560,550,526,100,60,210,150,210,150,200,,0,564,8,160,16,0,,0,0,,0,10
41103,,411,,,41101,,false,true,false,0,20,-1,0.05,"",0,0,2100,940,1190,540,1160,860,600,50,80,210,50,210,50,160,,0,264,8,160,16,22136,,100,0,,0,0
41201,,412,,,41201,,false,true,false,0,20,-1,0.05,"",0,0,2330,710,1540,960,1160,920,590,50,80,210,50,210,50,160,,0,264,8,160,16,22149,,100,0,,0,0
41202,,412,,,41202,,false,true,false,0,20,-1,0.05,"",0,0,280,710,565,230,375,50,590,100,60,260,150,260,150,160,,0,564,8,160,16,10412,,5,0,,0,10
41203,,412,,,41201,,false,true,false,0,20,-1,0.05,"",0,0,100,100,100,100,100,100,100,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0
41301,,413,,,41301,,false,true,false,0,20,-1,0.05,"",0,0,1380,590,810,640,1080,580,650,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
41401,,414,,,41401,,false,true,false,0,20,-1,0.05,"",0,0,1535,820,575,150,1095,230,875,95,60,280,190,280,190,190,,0,264,8,160,16,10414,,5,0,,0,10
41402,,414,,,41401,,false,true,false,0,20,-1,0.05,"",0,0,1360,820,750,400,1270,480,950,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
41701,,417,,,41701,,false,true,false,0,20,-1,0.05,"",0,0,3210,930,1400,450,910,530,1390,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
41901,,419,,,41901,,false,true,false,0,20,-1,0.05,"",0,0,3510,760,1510,550,1050,550,940,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
42001,,420,,,42001,,false,true,false,0,20,1.7,0.05,"",0,0,6880,850,5154,1860,4994,1900,1548,100,100,0,90,0,90,130,,12,1364,12,350,35,10420,,30,0,,0,0
42002,,420,,,42002,,false,true,false,0,20,1.7,0.05,"",0,0,3540,850,1650,860,1390,900,1170,60,100,260,90,260,90,200,,0,1364,12,350,35,10420,,30,0,,0,0
42101,,421,,,42101,,false,true,false,0,20,-1,0.05,"",0,0,4600,900,4186,2330,5476,2320,1164,60,100,0,90,0,90,160,,40,664,10,320,32,10421,,30,0,,0,0
42201,,422,,,42201,,false,true,false,0,20,-1,0.05,"",0,0,1150,660,3234,278,2644,136,1298,90,100,0,170,0,150,130,,0,664,10,320,32,0,,0,60,,100,5
42202,,422,,,42201,,false,true,false,0,20,-1,0.05,"",0,0,10650,660,4121,2602,2881,2042,1260,60,100,0,50,0,50,160,,40,264,8,160,16,0,,0,0,,0,5
42301,,423,,,42301,,false,true,false,0,20,-1,0.05,"",0,0,980,540,1290,560,700,340,1080,100,60,260,150,260,150,160,,0,664,10,320,32,10423,,5,0,,0,5
