int32 0,int32 1,string 2,string2 3,string2 4,int32 5,empty 6
1585,0,"","","",1,
1586,3,"User Experience Researcher","","",1,
1587,5,"Joanna Yu","","",1,
1588,0,"","","",1,
1589,3,"Associate User Experience Researcher","","",1,
1590,5,"Kobe Huang","","",1,
1591,0,"","","",1,
1592,3,"Digital Business","","",1,
1593,0,"","","",1,
1594,3,"Director, Digital Business","","",1,
1595,5,"Micah Geary","","",1,
1596,0,"","","",1,
1597,3,"Manager, Digital Sales Lifecycle Management","","",1,
1598,5,"Michael Manzanares","","",1,
1599,0,"","","",1,
1600,3,"Associate Manager, Digital Sales Lifecycle Management","","",1,
1601,5,"Yazlyn Mota","","",1,
1602,0,"","","",1,
1603,3,"Digital Sales Optimization Analyst","","",1,
1604,5,"Spencer Sun","","",1,
1605,0,"","","",1,
1606,3,"Senior Manager, 1P Marketing","","",1,
1607,5,"Megan Lam","","",1,
1608,0,"","","",1,
1609,3,"Associate Manager, Digital Marketing","","",1,
1610,5,"Shokou Okano","","",1,
1611,0,"","","",1,
1612,3,"Digital Marketing Specialist","","",1,
1613,5,"Sonny Nguyen","","",1,
1614,0,"","","",1,
1615,3,"Director, Digital Operations & Release Management","","",1,
1616,5,"Jhune De La Cruz","","",1,
1617,0,"","","",1,
1618,3,"Manager, Digital Operations","","",1,
1619,5,"Victor del Rosario","","",1,
1620,0,"","","",1,
1621,3,"Associate Manager, Digital Operations","","",1,
1622,5,"Connie Chinn","","",1,
1623,0,"","","",1,
1624,3,"Digital Operations Specialist","","",1,
1625,5,"Christine Le","","",1,
1626,0,"","","",1,
1627,3,"Data & Digital Asset Coordinator","","",1,
1628,5,"Ashley Marchi","","",1,
1629,0,"","","",1,
1630,3,"Release Management","","",1,
1631,0,"","","",1,
1632,3,"Manager, Release Management","","",1,
1633,5,"Eric Sawi","","",1,
1634,0,"","","",1,
1635,3,"Release Managers","","",1,
1636,5,"Chris Asano","","",1,
1637,5,"Andy Lee","","",1,
1638,5,"Kazumasa Suzuki","","",1,
1639,5,"Steven Wilton","","",1,
1640,0,"","","",1,
1641,3,"Quality Assurance","","",1,
1642,0,"","","",1,
1643,3,"Sr. Manager, Quality Assurance & Player Experience","","",1,
1644,5,"Joe Floyd","","",1,
1645,0,"","","",1,
1646,3,"Quality Assurance Project Managers","","",1,
1647,5,"Keith Kit Alorro","","",1,
1648,5,"Mia Bradway","","",1,
1649,5,"Justin Delgado","","",1,
1650,5,"Merwin Del Rosario","","",1,
1651,5,"Matt Warner","","",1,
1652,0,"","","",1,
1653,3,"Ratings & Compliance Analysts","","",1,
1654,5,"Erik Lindenau","","",1,
1655,5,"Timothy Huynh","","",1,
1656,0,"","","",1,
1657,3,"QA Admin","","",1,
1658,5,"Brian Latimer","","",1,
1659,0,"","","",1,
1660,3,"Testing Provided By:","","",1,
1661,5,"GlobalStep","","",1,
1662,0,"","","",1,
1663,3,"Senior Vice President – Delivery and Operations","","",1,
1664,5,"Sumit Arora","","",1,
1665,0,"","","",1,
1666,3,"QA Director","","",1,
1667,5,"Piyoosh Sah","","",1,
1668,0,"","","",1,
1669,3,"QA Operations Manager","","",1,
1670,5,"Barkat Khetani","","",1,
1671,0,"","","",1,
1672,3,"QA Project Lead","","",1,
1673,5,"Prashant Medhe","","",1,
1674,0,"","","",1,
1675,3,"QA Testers","","",1,
1676,5,"Prashank Singh","","",1,
1677,5,"Mahendra Vaishnav","","",1,
1678,5,"Vivek Dumbare","","",1,
1679,5,"Atique Khatib","","",1,
1680,0,"","","",1,
1681,3,"Creative","","",1,
1682,0,"","","",1,
1683,3,"Director, Creative Operations","","",1,
1684,5,"Josh Esquibel","","",1,
1685,0,"","","",1,
1686,3,"Sr. Manager, Creative Operations","","",1,
1687,5,"Caroline Tang","","",1,
1688,0,"","","",1,
1689,3,"Project Manager, Design","","",1,
1690,5,"Troy Lawrence","","",1,
1691,0,"","","",1,
1692,3,"Project Manager, Video","","",1,
1693,5,"Amelie Khuat","","",1,
1694,0,"","","",1,
1695,3,"Manager, Creative Services","","",1,
1696,5,"Adrian Amler","","",1,
1697,0,"","","",1,
1698,3,"Video Editor","","",1,
1699,5,"Alex Stadnik","","",1,
1700,0,"","","",1,
1701,3,"Graphic Designers","","",1,
1702,5,"Karlos Hurtado","","",1,
1703,5,"Elizabeth Lehuta","","",1,
1704,0,"","","",1,
1705,3,"Manager, UX/UI Design","","",1,
1706,5,"Devon Nitz","","",1,
1707,0,"","","",1,
1708,3,"UX/UI Designer","","",1,
1709,5,"Sierra Hamm","","",1,
1710,0,"","","",1,
1711,3,"Manager, Web","","",1,
1712,5,"Alicia Jun","","",1,
1713,0,"","","",1,
1714,3,"Lead Front End Engineer","","",1,
1715,5,"Andy Bartley","","",1,
1716,0,"","","",1,
1717,3,"Web Content Coordinator","","",1,
1718,5,"Alex Bond","","",1,
1719,0,"","","",1,
1720,3,"Event Specialist","","",1,
1721,0,"Jamie Banh","","",1,
1722,0,"","","",1,
1723,3,"Corporate Development","","",1,
1724,0,"","","",1,
1725,3,"Senior Vice President, Corporate Development","","",1,
1726,5,"Karim Farghaly","","",1,
1727,0,"","","",1,
1728,3,"Director, Product Management","","",1,
1729,5,"Terry Kim","","",1,
1730,0,"","","",1,
1731,3,"Senior Manager, Corporate Development","","",1,
1732,5,"Yukiko Hanzawa","","",1,
1733,0,"","","",1,
1734,3,"Senior Manager, Esports","","",1,
1735,5,"Kasumi Yogi","","",1,
1736,0,"","","",1,
1737,3,"Esports Manager","","",1,
1738,5,"Alexander Julio","","",1,
1739,0,"","","",1,
1740,3,"Senior Director, Licensing","","",1,
1741,5,"Linh Forse","","",1,
1742,0,"","","",1,
1743,3,"Director, Licensing","","",1,
1744,5,"Daphnie Carrillo","","",1,
1745,0,"","","",1,
1746,3,"Licensing Managers","","",1,
1747,5,"Noelle Nunez","","",1,
1748,5,"Carlos Bonilla","","",1,
1749,5,"Jason Draper","","",1,
1750,0,"","","",1,
1751,3,"Associate Licensing Manager","","",1,
1752,5,"Tatum Rudow","","",1,
1753,0,"","","",1,
1754,3,"Associate Manager, Licensing Operations","","",1,
1755,5,"Rie Konecny","","",1,
1756,0,"","","",1,
1757,3,"Licensing Coordinator","","",1,
1758,5,"Chad Taylor","","",1,
1759,0,"","","",1,
1760,3,"Senior Director, Brand Development","","",1,
1761,5,"Susan Tran","","",1,
1762,0,"","","",1,
1763,3,"Brand Marketing Manager","","",1,
1764,5,"Knoah Piasek","","",1,
1765,0,"","","",1,
1766,3,"Social Media & Community Manager","","",1,
1767,5,"Katherine Dunn","","",1,
1768,0,"","","",1,
1769,3,"Director, Brand Development","","",1,
1770,5,"Antonio Herbst","","",1,
1771,0,"","","",1,
1772,3,"Senior Brand Manager","","",1,
1773,5,"Lucas Jozefowicz","","",1,
1774,5,"Joji Yamanaka","","",1,
1775,0,"","","",1,
1776,3,"Associate Brand Manager","","",1,
1777,5,"Daniel Inoue","","",1,
1778,0,"","","",1,
1779,3,"Sales","","",1,
1780,0,"","","",1,
1781,3,"Head of Sales","","",1,
1782,5,"Marc Terada","","",1,
1783,0,"","","",1,
1784,3,"Director, eCommerce","","",1,
1785,5,"Sherry Yang","","",1,
1786,0,"","","",1,
1787,3,"Merchandise Planner, eCommerce","","",1,
1788,5,"Koji Takahashi","","",1,
1789,0,"","","",1,
1790,3,"Associate Marketing Manager, eCommerce","","",1,
1791,5,"Kanna Hori","","",1,
1792,0,"","","",1,
1793,3,"eCommerce Sales Operations Specialist","","",1,
1794,5,"Justin Blanco","","",1,
1795,0,"","","",1,
1796,3,"Management Consultant","","",1,
1797,5,"Tahylor Law","","",1,
1798,0,"","","",1,
1799,3,"Operations","","",1,
1800,0,"","","",1,
1801,3,"Senior Operations Manager","","",1,
1802,5,"Eric Rosenberger","","",1,
1803,0,"","","",1,
1804,3,"Operations Manager","","",1,
1805,5,"Ryan Schmidt","","",1,
1806,0,"","","",1,
1807,3,"Operations Specialist","","",1,
1808,5,"Suraj Desai","","",1,
1809,0,"","","",1,
1810,3,"Sales Operations Specialists","","",1,
1811,5,"Michelle Huddleston","","",1,
1812,5,"Carmen Perez","","",1,
1813,0,"","","",1,
1814,3,"Player Experience","","",1,
1815,0,"","","",1,
1816,3,"Supervisor, Player Experience & Voice of Customer","","",1,
1817,5,"Takumi Kobayashi","","",1,
1818,0,"","","",1,
1819,3,"Player Experience Lead","","",1,
1820,5,"Jessica Drewry","","",1,
1821,0,"","","",1,
1822,3,"Player Experience Representative","","",1,
1823,5,"David Braymer","","",1,
1824,0,"","","",1,
1825,3,"Finance","","",1,
1826,0,"","","",1,
1827,3,"Director, Finance","","",1,
1828,5,"Ilford Tang","","",1,
1829,0,"","","",1,
1830,3,"Senior Manager, Financial Planning & Analysis","","",1,
1831,5,"Sep Nemati","","",1,
1832,0,"","","",1,
1833,3,"Senior Business Analyst, Financial Planning & Analysis","","",1,
1834,5,"Ben Cai","","",1,
1835,5,"Anderson Vo","","",1,
1836,0,"","","",1,
1837,3,"Controller","","",1,
1838,5,"Lynn Chang","","",1,
1839,0,"","","",1,
1840,3," Revenue Manager","","",1,
1841,5,"Gina Jackson","","",1,
1842,0,"","","",1,
1843,3,"Senior Accountant","","",1,
1844,5,"Tommy Chen","","",1,
1845,0,"","","",1,
1846,3,"Revenue Accountant","","",1,
1847,5,"Aimee Quijano","","",1,
1848,0,"","","",1,
1849,3,"Payroll Accountant","","",1,
1850,5,"Maria Pulaski","","",1,
1851,0,"","","",1,
1852,3,"Accounting Manager, Accounts Payable","","",1,
1853,5,"Baleen Lee","","",1,
1854,0,"","","",1,
1855,3,"Accountant, Accounts Payable","","",1,
1856,5,"Viola Ly","","",1,
1857,0,"","","",1,
1858,3,"Accounts Payable Specialist","","",1,
1859,5,"Juan Robles","","",1,
1860,0,"","","",1,
1861,3,"Accounting Manager","","",1,
1862,5,"John Pham","","",1,
1863,0,"","","",1,
1864,3,"Senior Royalty Accountants","","",1,
1865,5,"Alison Ong","","",1,
1866,5,"Mai-Hlou Chiachue","","",1,
1867,0,"","","",1,
1868,3,"Legal","","",1,
1869,0,"","","",1,
1870,3,"Senior Director, Legal","","",1,
1871,5,"Rafael Orozco","","",1,
1872,0,"","","",1,
1873,3,"Counsels","","",1,
1874,5,"Joanne Figueroa","","",1,
1875,5,"Mark Nevada","","",1,
1876,0,"","","",1,
1877,3,"Paralegal","","",1,
1878,5,"Yoshiko Oshima-Clarke","","",1,
1879,0,"","","",1,
1880,3,"Human Resources","","",1,
1881,0,"","","",1,
1882,3,"Senior Director, Human Resources","","",1,
1883,5,"Dora Siu","","",1,
1884,0,"","","",1,
1885,3,"Benefits Administrator","","",1,
1886,5,"Bernardo Sandoval","","",1,
1887,0,"","","",1,
1888,3,"Human Resources Generalists","","",1,
1889,5,"Chrysanthemum Nguyen","","",1,
1890,5,"Jessica Kim","","",1,
1891,0,"","","",1,
1892,3,"Administrative Assistant","","",1,
1893,5,"Tiffanie Ta","","",1,
1894,0,"","","",1,
1895,3,"Infomation Systems","","",1,
1896,0,"","","",1,
1897,3,"Senior Director, Information Systems","","",1,
1898,5,"Lee Hsiao","","",1,
1899,0,"","","",1,
1900,3,"Information Systems Manager","","",1,
1901,5,"Luke Glupngam","","",1,
1902,0,"","","",1,
1903,3,"Senior Help Desk Administrator","","",1,
1904,5,"Devin Cassady","","",1,
1905,0,"","","",1,
1906,3,"Help Desk Administrator","","",1,
1907,5,"Sodarith Chea","","",1,
1908,0,"","","",1,
1909,3,"Senior Server Administrator","","",1,
1910,5,"Ishan Seth","","",1,
1911,0,"","","",1,
1912,3,"Administrative Assistant, IS","","",1,
1913,5,"Michelle Tae","","",1,
1914,0,"","","",1,
1915,3,"Director, Applications","","",1,
1916,5,"Biswajit Dhar","","",1,
1917,0,"","","",1,
1918,3,"Senior Manager, Applications","","",1,
1919,5,"Ambarish Vachhani","","",1,
1920,0,"","","",1,
1921,3,"Engineering","","",1,
1922,0,"","","",1,
1923,3,"Senior Manager, Engineering","","",1,
1924,5,"Johnathon Ludeman","","",1,
1925,0,"","","",1,
1926,3,"Lead Integration Engineer","","",1,
1927,5,"Haesoo Lee","","",1,
1928,0,"","","",1,
1929,3,"Senior Front End Engineer","","",1,
1930,5,"Gordon Chen","","",1,
1931,0,"","","",1,
1932,3,"Front End Engineer","","",1,
1933,5,"David Park","","",1,
1934,0,"","","",1,
1935,0,"","","",1,
1936,1,"Bandai Namco Entertainment Europe","","",1,
1937,0,"","","",1,
1938,3,"Executive Staff","","",1,
1939,0,"","","",1,
1940,3,"CEO","","",1,
1941,5,"Arnaud Muller","","",1,
1942,0,"","","",1,
1943,3,"Chief Licensing & Product Support Officer","","",1,
1944,5,"Taka Akiyama","","",1,
1945,0,"","","",1,
1946,3,"Chief Content Officer","","",1,
1947,5,"Hervé Hoerdt","","",1,
1948,0,"","","",1,
1949,3,"Chief Marketing & Sales Officer","","",1,
1950,5,"Anthony Macaré","","",1,
1951,0,"","","",1,
1952,3,"Production & Production Services","","",1,
1953,0,"","","",1,
1954,3,"Production Group Products Associate Director","","",1,
1955,5,"Corinne Callois","","",1,
1956,0,"","","",1,
1957,3,"Junior Producer","","",1,
1958,5,"Maxime Meyer","","",1,
1959,0,"","","",1,
1960,3,"Production Services Associate Director","","",1,
1961,5,"Claire McGowan","","",1,
1962,0,"","","",1,
1963,3,"Release Management Manager","","",1,
1964,5,"Amaria Larchet","","",1,
1965,0,"","","",1,
1966,3,"Release Manager","","",1,
1967,5,"Martin Defosse","","",1,
1968,0,"","","",1,
1969,3,"QA Manager","","",1,
1970,5,"Aurélie Baudy","","",1,
1971,0,"","","",1,
1972,3,"QA Project Manager","","",1,
1973,5,"Marta Baquero","","",1,
1974,0,"","","",1,
1975,3,"Partner Manager","","",1,
1976,5,"Olivier Robin","","",1,
1977,0,"","","",1,
1978,3,"Senior Localisation Manager","","",1,
1979,5,"Franck Genty","","",1,
1980,0,"","","",1,
1981,3,"Localisation Project Coordinator","","",1,
1982,5,"Diane Dézulier","","",1,
1983,0,"","","",1,
1984,3,"Engineering","","",1,
1985,0,"","","",1,
1986,3,"Engineering Services Project Managers","","",1,
1987,5,"Stéphane Entéric","","",1,
1988,5,"Emeric Polin","","",1,
1989,0,"","","",1,
1990,3,"Engineering Assistant","","",1,
1991,5,"Mathieu Quiclet","","",1,
1992,0,"","","",1,
1993,3,"Game Evaluation Services","","",1,
1994,0,"","","",1,
1995,3,"Games Evaluation Services Manager","","",1,
1996,5,"Jocelyn Cioffi","","",1,
1997,0,"","","",1,
1998,3,"Senior Game Content Analyst & Designer","","",1,
1999,5,"Alexandre Bonnet","","",1,
2000,0,"","","",1,
2001,3,"Associate Game Content Analyst & Designer","","",1,
2002,5,"Clarence Ferrere","","",1,
2003,0,"","","",1,
2004,3,"Licensing & Business Strategy","","",1,
2005,0,"","","",1,
2006,3,"Licensing & Business Strategy Director","","",1,
2007,5,"Aâdil Tayouga","","",1,
2008,0,"","","",1,
2009,3,"Licensing & Transmedia Partnerships Senior Manager","","",1,
2010,5,"Clémence Oliviero","","",1,
2011,0,"","","",1,
2012,3,"Licensing & Business Strategy Manager","","",1,
2013,5,"Kazuki Ikeda","","",1,
2014,0,"","","",1,
2015,3,"Licensing Manager","","",1,
2016,5,"Vitor Kohatsu","","",1,
2017,0,"","","",1,
2018,3,"Licensing Specialist","","",1,
2019,5,"Iris Malivoir","","",1,
2020,0,"","","",1,
2021,3,"Approvals Manager","","",1,
2022,5,"Kioko Farinatti","","",1,
2023,0,"","","",1,
2024,3,"Licensing Senior Specialist","","",1,
2025,5,"Mieko Murakami","","",1,
2026,0,"","","",1,
2027,3,"Marketing","","",1,
2028,0,"","","",1,
2029,3,"EMEA Marketing Director","","",1,
2030,5,"Mathieu Van Kemenade","","",1,
2031,0,"","","",1,
2032,3,"EMEA Senior Product Manager","","",1,
2033,5,"Emmanuelle Lop Vip","","",1,
2034,0,"","","",1,
2035,3,"EMEA Product Manager ","","",1,
2036,5,"Bertrand Moinet","","",1,
2037,0,"","","",1,
2038,3,"CRM Manager","","",1,
2039,5,"Lucas Siméon-Killis","","",1,
2040,0,"","","",1,
2041,3,"e-CRM Campaign Specialist","","",1,
2042,5,"Jordy Pommier","","",1,
2043,0,"","","",1,
2044,3,"Lead Generation Specialist","","",1,
2045,5,"Sacha Job","","",1,
2046,0,"","","",1,
2047,3,"Web Designer & Integrator","","",1,
2048,5,"Lisa-Marie Bartoli","","",1,
2049,0,"","","",1,
2050,3,"Product Planning Director","","",1,
2051,5,"Caroline Fauchille","","",1,
2052,0,"","","",1,
2053,3,"Packaging Senior Specialist","","",1,
2054,5,"Sandrine Dubois","","",1,
2055,0,"","","",1,
2056,3,"PIM Specialist","","",1,
2057,5,"Sébastien Franchinard","","",1,
2058,0,"","","",1,
2059,3,"Communications & Community Engagement","","",1,
2060,0,"","","",1,
2061,3,"EMEA Communications & Community Engagement Senior Director","","",1,
2062,5,"Wouter van Vugt","","",1,
2063,0,"","","",1,
2064,3,"Senior EMEA PR & Communications Manager","","",1,
2065,5,"Steven Favret","","",1,
2066,0,"","","",1,
2067,3,"EMEA PR & Communications Manager","","",1,
2068,5,"Arnaud Antoine","","",1,
2069,0,"","","",1,
2070,3,"EMEA Social Media & Community Manager","","",1,
2071,5,"Federica Brena","","",1,
2072,0,"","","",1,
2073,3,"EMEA Community Specialist","","",1,
2074,5,"Rocio Rilo","","",1,
2075,0,"","","",1,
2076,3,"EMEA Customer Support Manager","","",1,
2077,5,"Romain Garnier","","",1,
2078,0,"","","",1,
2079,3,"EMEA Events Manager","","",1,
2080,5,"Heloïse Ribeaucourt","","",1,
2081,0,"","","",1,
2082,3,"Business Intelligence","","",1,
2083,0,"","","",1,
2084,3,"Business Intelligence Associate Director","","",1,
2085,5,"Thomas Bachelerie","","",1,
2086,0,"","","",1,
2087,3,"Consumer Insights Project Manager","","",1,
2088,5,"Julie Joet","","",1,
2089,0,"","","",1,
2090,3,"User Research Associate Specialist","","",1,
2091,5,"Gala Zajac","","",1,
2092,0,"","","",1,
2093,3,"Senior Business and Product Analyst","","",1,
2094,5,"Rudy Pantoustier","","",1,
2095,0,"","","",1,
2096,3,"Business and Product Analyst","","",1,
2097,5,"Asmae Ouasaid","","",1,
2098,0,"","","",1,
2099,3,"Lead Data Scientist","","",1,
2100,5,"Abdeljalil Benbakir","","",1,
2101,0,"","","",1,
2102,3,"Market Data Analyst","","",1,
2103,5,"Clément Maynard","","",1,
2104,0,"","","",1,
2105,3,"Business and Data Analyst","","",1,
2106,5,"Mohamed Barki","","",1,
2107,0,"","","",1,
2108,3,"Game Data Analyst","","",1,
2109,5,"Jérémy Boudouda","","",1,
2110,0,"","","",1,
2111,3,"Editorial & Content Intelligence","","",1,
2112,0,"","","",1,
2113,3,"Editorial Strategy Associate Director","","",1,
2114,5,"Arnaud Staebler","","",1,
2115,0,"","","",1,
2116,3,"Editorial Data Analyst","","",1,
2117,5,"Antoine Depoorter","","",1,
2118,0,"","","",1,
2119,3,"Sales","","",1,
2120,0,"","","",1,
2121,3,"EMEA Sales Director","","",1,
2122,5,"Chris Altiparmakis","","",1,
2123,0,"","","",1,
2124,3,"Digital Sales & eCommerce Associate Director","","",1,
2125,5,"Camille Thouvenin","","",1,
2126,0,"","","",1,
2127,3,"Senior Digital Account Managers","","",1,
2128,5,"Grégoire Anty","","",1,
2129,5,"Anthony Baichères","","",1,
2130,0,"","","",1,
2131,3,"Digital Account Managers","","",1,
2132,5,"Etienne Guy","","",1,
2133,5,"Bastian Delalande","","",1,
2134,0,"","","",1,
2135,3,"Sales Strategy Manager","","",1,
2136,5,"Maxime Guerlus","","",1,
2137,0,"","","",1,
2138,3,"Channel Marketing Senior Specialist","","",1,
2139,5,"Camille Hebert","","",1,
2140,0,"","","",1,
2141,3,"EMEA Sales Administration Manager","","",1,
2142,5,"Anne-Sophie Barale","","",1,
2143,0,"","","",1,
2144,3,"EMEA eCommerce Manager","","",1,
2145,5,"Benjamin Laurent","","",1,
2146,0,"","","",1,
2147,3,"E-Commerce Operations & Merchandising Specialist","","",1,
2148,5,"Jade Bouilhac","","",1,
2149,0,"","","",1,
2150,3,"Product Development Sourcing Senior Specialist","","",1,
2151,5,"Céline Vilgicquel","","",1,
2152,0,"","","",1,
2153,3,"Digital Marketing","","",1,
2154,0,"","","",1,
2155,3,"EMEA Digital Marketing Director","","",1,
2156,5,"Michel Melhem","","",1,
2157,0,"","","",1,
2158,3,"1st Party Content Manager","","",1,
2159,5,"Bérangère Dreystadt","","",1,
2160,0,"","","",1,
2161,3,"1st Party Content Specialist","","",1,
2162,5,"Célia Hachani","","",1,
2163,0,"","","",1,
2164,3,"Digital Project Manager","","",1,
2165,5,"Maurane Forrière","","",1,
2166,0,"","","",1,
2167,3,"Web Marketing Specialist","","",1,
2168,5,"Tatjana Gouin","","",1,
2169,0,"","","",1,
2170,3,"Web Marketing Specialist","","",1,
2171,5,"Erine Peyronie","","",1,
2172,0,"","","",1,
2173,3,"EMEA Media Strategy Manager","","",1,
2174,5,"Giuseppe Reina","","",1,
2175,0,"","","",1,
2176,3,"Creative Project Manager","","",1,
2177,5,"Etienne Viriot","","",1,
2178,0,"","","",1,
2179,3,"Creative Specialist","","",1,
2180,5,"Stella Neang","","",1,
2181,0,"","","",1,
2182,3,"Video Editor & Motion Designer","","",1,
2183,5,"Liam Nizan","","",1,
2184,0,"","","",1,
2185,3,"Copywriter","","",1,
2186,5,"Elissa Dukes","","",1,
2187,0,"","","",1,
2188,3,"Finance & Supply Chain","","",1,
2189,0,"","","",1,
2190,3,"Finance & Supply Chain Senior Director","","",1,
2191,5,"Elisabeth Caseau-Chante","","",1,
2192,0,"","","",1,
2193,3,"Accounting Associate Director","","",1,
2194,5,"Aurélie Brière","","",1,
2195,0,"","","",1,
2196,3,"Treasurer & Internal Control Analyst","","",1,
2197,5,"Eliot Lacorne","","",1,
2198,0,"","","",1,
2199,3,"Group FP&A Managers","","",1,
2200,5,"Marie Simon","","",1,
2201,5,"Anne-Claire Grella","","",1,
2202,0,"","","",1,
2203,3,"Accounting and Consolidation Manager","","",1,
2204,5,"Delphine Seignoret","","",1,
2205,0,"","","",1,
2206,3,"Royalty Analyst & Admin Coordinators","","",1,
2207,5,"Erie Higashiyama","","",1,
2208,5,"Mio de Montlas","","",1,
2209,0,"","","",1,
2210,3,"Senior Corporate Financial Analyst","","",1,
2211,5,"Maxime François","","",1,
2212,0,"","","",1,
2213,3,"Corporate Financial Analysts","","",1,
2214,5,"Alice Bernini - Daragon","","",1,
2215,5,"Sabrina Braidji","","",1,
2216,5,"Mariana Camila Peralta","","",1,
2217,5,"Charles Callens","","",1,
2218,5,"Rémy Gelin","","",1,
2219,0,"","","",1,
2220,3,"General Accountants","","",1,
2221,5,"Audrey Breton","","",1,
2222,5,"Stéphanie Pereira","","",1,
2223,0,"","","",1,
2224,3,"AP/AR Manager","","",1,
2225,5,"Diana Sisaleumsack","","",1,
2226,0,"","","",1,
2227,3,"AP/AR Accountants","","",1,
2228,5,"Lionel Thevenard","","",1,
2229,5,"Cenkay Dumlu","","",1,
2230,5,"Jérémy Sanchez","","",1,
2231,0,"","","",1,
2232,3,"Supply Chain Associate Director","","",1,
2233,5,"Nicolas Guérard","","",1,
2234,0,"","","",1,
2235,3,"Supply Chain Coordinators","","",1,
2236,5,"Ai Hirunuma ","","",1,
2237,5,"Claire Pontarollo","","",1,
2238,0,"","","",1,
2239,3,"Supply Chain & Manufacturing Senior Specialist","","",1,
2240,5,"Delphine Doncieux","","",1,
2241,0,"","","",1,
2242,3,"Legal & Business Affairs","","",1,
2243,0,"","","",1,
2244,3,"Associate Legal Director & Associate DPO","","",1,
2245,5,"Stephanie d'Ornano","","",1,
2246,0,"","","",1,
2247,3,"Legal Counsels","","",1,
2248,5,"Charline Oger","","",1,
2249,5,"Léa Dutel","","",1,
2250,0,"","","",1,
2251,3,"Human Resources & Facilities","","",1,
2252,0,"","","",1,
2253,3,"HR Senior Director","","",1,
2254,5,"Pauline Chalard","","",1,
2255,0,"","","",1,
2256,3,"HR Associate Director","","",1,
2257,5,"Elodie Chomette","","",1,
2258,0,"","","",1,
2259,3,"Senior Talent Acquisition Specialists","","",1,
2260,5,"Guillaume Dupont","","",1,
2261,5,"Annechaly Baccam","","",1,
2262,0,"","","",1,
2263,3,"Talent Development Specialist","","",1,
2264,5,"Gabriel Barbera","","",1,
2265,0,"","","",1,
2266,3,"HR Development Associate Specialist","","",1,
2267,5,"Aurelie Tibi","","",1,
2268,0,"","","",1,
2269,3,"Senior HR Admin & Payroll Manager","","",1,
2270,5,"Apolline Cousin","","",1,
2271,0,"","","",1,
2272,3,"Payroll & HR Project Manager","","",1,
2273,5,"Aurelie Martineau","","",1,
2274,0,"","","",1,
2275,3,"Payroll & HR Administration Specialist","","",1,
2276,5,"Tanaquil Esposito","","",1,
2277,0,"","","",1,
2278,3,"PA & Office Manager","","",1,
2279,5,"Maria Burdinat","","",1,
2280,0,"","","",1,
2281,3,"Travel & Facilities Specialist","","",1,
2282,5,"Gloria Uruena","","",1,
2283,0,"","","",1,
2284,3,"United Kingdam and Ireland","","",1,
2285,0,"","","",1,
2286,3,"Country Manager UK & Nordic","","",1,
2287,5,"Adrien Guerra","","",1,
2288,0,"","","",1,
2289,3,"Sales Director","","",1,
2290,5,"Gary Coote","","",1,
2291,0,"","","",1,
2292,3,"Marketing Manager","","",1,
2293,5,"Phil Brannelly","","",1,
2294,0,"","","",1,
2295,3,"Marketing Executive","","",1,
2296,5,"Andrea Buttazzo","","",1,
2297,0,"","","",1,
2298,3,"Product Managers","","",1,
2299,5,"Luigi Caruso","","",1,
2300,5,"Gabriel Collins","","",1,
2301,0,"","","",1,
2302,3,"Communications Manager","","",1,
2303,5,"Chantay Louis","","",1,
2304,0,"","","",1,
2305,3,"Community Manager","","",1,
2306,5,"Long Nguyen","","",1,
2307,0,"","","",1,
2308,3,"Germany, Switzerland, Austria","","",1,
2309,0,"","","",1,
2310,3,"Country Manager GSA & Eastern Europe","","",1,
2311,5,"Matthias Kolb","","",1,
2312,0,"","","",1,
2313,3,"Marketing & Communications Director GSA","","",1,
2314,5,"Frieder Bartussek","","",1,
2315,0,"","","",1,
2316,3,"Sales Director GSA","","",1,
2317,5,"Christian Vogel","","",1,
2318,0,"","","",1,
2319,3,"Senior Product Manager GSA","","",1,
2320,5,"David Razaghi","","",1,
2321,0,"","","",1,
2322,3,"Head of Communications GSA","","",1,
2323,5,"Marco Süß","","",1,
2324,0,"","","",1,
2325,3,"Communications Managers GSA","","",1,
2326,5,"Christina Denhard","","",1,
2327,5,"Lisa Schellenberg","","",1,
2328,0,"","","",1,
2329,3,"Communications Assistant GSA","","",1,
2330,5,"Luis Ferreira","","",1,
2331,0,"","","",1,
2332,3,"Eastern Europe","","",1,
2333,0,"","","",1,
2334,3,"Regional Director CEE & Russia","","",1,
2335,5,"Oleg Khazhinskiy","","",1,
2336,0,"","","",1,
2337,3,"Marketing Coordinator CEE & Russia","","",1,
2338,5,"Yana Sorokina","","",1,
2339,0,"","","",1,
2340,3,"Nordic","","",1,
2341,0,"","","",1,
2342,3,"Commercial Director","","",1,
2343,5,"Frans Fagerlund","","",1,
2344,0,"","","",1,
2345,3,"Marketing Manager","","",1,
2346,5,"Anna Holdosi-Simon","","",1,
2347,0,"","","",1,
2348,3,"Product Manager","","",1,
2349,5,"Hampus Nilsson","","",1,
2350,0,"","","",1,
2351,3,"Product Manager","","",1,
2352,5,"Johan Billson","","",1,
2353,0,"","","",1,
2354,3,"PR Manager","","",1,
2355,5,"Bengt Lemne","","",1,
2356,0,"","","",1,
2357,2,"Bandai Namco Entertainment France & Benelux","","",1,
2358,0,"","","",1,
2359,3,"Country Manager","","",1,
